,Unnamed: 0,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status,Market Value,Lookup Still Required?,Lookup Return Case
1161,1607,407,440,"Euros 2016, Qualifiers",12.10.15,Belarus vs North Macedonia,2015,N. Macedonia,MK,2. Брдаровски,Brdarovski,['Vladica Brdarovski'],SUCCESS,300000,FALSE,Found in Curr Season
1162,1609,409,440,"Euros 2016, Qualifiers",12.10.15,Belarus vs North Macedonia,2015,N. Macedonia,MK,4. Петрович,['Kire Ristevski'],['Kire Ristevski'],SUCCESS,300000,FALSE,Found in Curr Season
1163,1610,410,440,"Euros 2016, Qualifiers",12.10.15,Belarus vs North Macedonia,2015,N. Macedonia,MK,5. Мойсов,Moisov,['Daniel Mojsov'],SUCCESS,500000,FALSE,Found in Curr Season
1164,1611,411,440,"Euros 2016, Qualifiers",12.10.15,Belarus vs North Macedonia,2015,N. Macedonia,MK,9. Трайковски,Trajkovski,['Aleksandar Trajkovski'],SUCCESS,1200000,FALSE,Found in Curr Season
1165,1612,412,440,"Euros 2016, Qualifiers",12.10.15,Belarus vs North Macedonia,2015,N. Macedonia,MK,17. Степанович,Stepanovich,['Ostoja Stjepanovic'],SUCCESS,200000,FALSE,Found in Curr Season
1166,1613,413,440,"Euros 2016, Qualifiers",12.10.15,Belarus vs North Macedonia,2015,N. Macedonia,MK,22. Митов-Нилсон,Mitov Nilson,['David Mitov Nilsson'],SUCCESS,800000,FALSE,Found in Curr Season
1167,1614,414,441,"Euros 2016, Qualifiers",12.10.15,Luxembourg vs Slovakia,2015,Luxembourg,LU,1. Жубер,Joubert,['Jonathan Joubert'],SUCCESS,125000,FALSE,Found in Curr Season
1168,1617,417,441,"Euros 2016, Qualifiers",12.10.15,Luxembourg vs Slovakia,2015,Luxembourg,LU,6. Филлипс,Chris Philipps,['Chris Philipps'],SUCCESS,325000,FALSE,Found in Curr Season
1169,1619,419,441,"Euros 2016, Qualifiers",12.10.15,Luxembourg vs Slovakia,2015,Luxembourg,LU,10. Пайяль,Payal,['Ben Payal'],SUCCESS,150000,FALSE,Found in Curr Season
1170,1620,420,441,"Euros 2016, Qualifiers",12.10.15,Luxembourg vs Slovakia,2015,Luxembourg,LU,17. Мутш,Mutsh,['Mario Mutsch'],SUCCESS,400000,FALSE,Found in Curr Season
1171,1621,421,441,"Euros 2016, Qualifiers",12.10.15,Luxembourg vs Slovakia,2015,Luxembourg,LU,18. Янс,Jans,['Laurent Jans'],SUCCESS,650000,FALSE,Found in Curr Season
1172,1623,423,444,"Euros 2016, Qualifiers",07.09.14,Germany vs Scotland,2014,Scotland,SC,11. Анья,Anya,['Ikechi Anya'],SUCCESS,2000000,FALSE,Found in Curr Season
1173,1624,424,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Ireland,IE,1. Форд,Ford,['David Forde'],SUCCESS,300000,FALSE,Found in Curr Season
1174,1625,425,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Ireland,IE,8. Хендрик,Hendrik,['Jeff Hendrick'],SUCCESS,1500000,FALSE,Found in Curr Season
1175,1626,426,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Ireland,IE,12. Мейлер,Mailer,['David Meyler'],SUCCESS,3000000,FALSE,Found in Curr Season
1176,1627,427,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Ireland,IE,20. Хулахан,Hulahan,['Wes Hoolahan'],SUCCESS,1500000,FALSE,Found in Curr Season
1177,1628,428,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Gibraltar,GI,1. Дж.Перес,J Perez,['Jordan Perez'],SUCCESS,25000,FALSE,Found in Curr Season
1178,1629,429,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Gibraltar,GI,2. Уайзмен,Wiseman,['Scott Wiseman'],SUCCESS,400000,FALSE,Found in Curr Season
1179,1632,432,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Gibraltar,GI,6. Р.Чиполина,R Chipolina,['Roy Chipolina'],SUCCESS,25000,FALSE,Found in Curr Season
1180,1634,434,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Gibraltar,GI,10. Уокер,Walker,['Liam Walker'],SUCCESS,100000,FALSE,Found in Curr Season
1181,1635,435,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Gibraltar,GI,11. Гослинг,Gosling,['Jake Gosling'],SUCCESS,0,FALSE,Only Before + Zero Before
1182,1636,436,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Gibraltar,GI,16. Б.Перес,B Peres,['Brian Perez'],SUCCESS,0,FALSE,Both Empty
1183,1637,437,446,"Euros 2016, Qualifiers",11.10.14,Ireland vs Gibraltar,2014,Gibraltar,GI,19. Пайас,Payas,['Aaron Payas'],SUCCESS,0,FALSE,Used Average of Season Before and After
1184,1639,439,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Scotland,SC,1. Маршалл,Marshall,['David Marshall'],SUCCESS,2500000,FALSE,Found in Curr Season
1185,1640,440,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Scotland,SC,2. Хаттон,Hatton,['Alan Hutton'],SUCCESS,2000000,FALSE,Found in Curr Season
1186,1641,441,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Scotland,SC,3. Робертсон,Robertson,['Andrew Robertson'],SUCCESS,5000000,FALSE,Found in Curr Season
1187,1644,444,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Scotland,SC,6. Мэлони,Malonie,['Shaun Maloney'],SUCCESS,1500000,FALSE,Found in Curr Season
1188,1645,445,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Scotland,SC,7. Моррисон,Morrison,['James Morrison'],SUCCESS,5000000,FALSE,Found in Curr Season
1189,1648,448,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Scotland,SC,11. Анья,Anya,['Ikechi Anya'],SUCCESS,2000000,FALSE,Found in Curr Season
1190,1649,449,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Scotland,SC,10. Нейсмит,Naismith,['Steven Naismith'],SUCCESS,5000000,FALSE,Found in Curr Season
1191,1650,450,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Georgia,GE,1. Лория,Loria,['Giorgi Loria'],SUCCESS,1000000,FALSE,Found in Curr Season
1192,1651,451,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Georgia,GE,2. Лобжанидже,Lobzhanidzhe,['Ucha Lobzhanidze'],SUCCESS,650000,FALSE,Found in Curr Season
1193,1653,453,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Georgia,GE,5. Григалава,Grigalava,['Gia Grigalava'],SUCCESS,1800000,FALSE,Found in Curr Season
1194,1654,454,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Georgia,GE,6. Хубутия,Khubutia,['Akaki Khubutia'],SUCCESS,500000,FALSE,Found in Curr Season
1195,1655,455,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Georgia,GE,7. Канкава,Kankava,['Jaba Kankava'],SUCCESS,4000000,FALSE,Found in Curr Season
1196,1656,456,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Georgia,GE,8. Даушвили,Daushvili,['Murtaz Daushvili'],SUCCESS,600000,FALSE,Found in Curr Season
1197,1658,458,447,"Euros 2016, Qualifiers",11.10.14,Scotland vs Georgia,2014,Georgia,GE,19. Папава,Papava,['Giorgi Papava'],SUCCESS,350000,FALSE,Found in Curr Season
1198,1661,461,448,"Euros 2016, Qualifiers",11.10.14,Poland vs Germany,2014,Poland,PL,6. Йодловец,Jodlowiec,['Tomasz Jodlowiec'],SUCCESS,1500000,FALSE,Found in Curr Season
1199,1662,462,449,"Euros 2016, Qualifiers",14.10.14,Germany vs Ireland,2014,Ireland,IE,1. Форд,Ford,['David Forde'],SUCCESS,300000,FALSE,Found in Curr Season
1200,1663,463,449,"Euros 2016, Qualifiers",14.10.14,Germany vs Ireland,2014,Ireland,IE,6. Уилан,Whelan,['Glenn Whelan'],SUCCESS,2000000,FALSE,Found in Curr Season
1201,1664,464,449,"Euros 2016, Qualifiers",14.10.14,Germany vs Ireland,2014,Ireland,IE,12. Мейлер,Mailer,['David Meyler'],SUCCESS,3000000,FALSE,Found in Curr Season
1202,1665,465,449,"Euros 2016, Qualifiers",14.10.14,Germany vs Ireland,2014,Ireland,IE,18. Куинн,Quinn,['Stephen Quinn'],SUCCESS,1500000,FALSE,Found in Curr Season
1203,1666,466,449,"Euros 2016, Qualifiers",14.10.14,Germany vs Ireland,2014,Ireland,IE,19. Уолтерс,Walters,['Jonathan Walters'],SUCCESS,3500000,FALSE,Found in Curr Season
1204,1667,467,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Gibraltar,GI,13. Робба,Robba,['Jamie Robba'],SUCCESS,25000,FALSE,Found in Curr Season
1205,1668,468,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Gibraltar,GI,2. Уайзмен,Wiseman,['Scott Wiseman'],SUCCESS,400000,FALSE,Found in Curr Season
1206,1672,472,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Gibraltar,GI,10. Уокер,Walker,['Liam Walker'],SUCCESS,100000,FALSE,Found in Curr Season
1207,1673,473,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Gibraltar,GI,16. Б.Перес,B Peres,['Brian Perez'],SUCCESS,0,FALSE,Both Empty
1208,1675,475,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Gibraltar,GI,21. Гиллинг,Gilling,['Robert Guiling'],SUCCESS,0,FALSE,Used Average of Season Before and After
1209,1677,477,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Gibraltar,GI,9. К.Кашаро,K Casharo,['Kyle Casciaro'],SUCCESS,25000,FALSE,Found in Curr Season
1210,1678,478,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Georgia,GE,1. Лория,Loria,['Giorgi Loria'],SUCCESS,1000000,FALSE,Found in Curr Season
1211,1679,479,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Georgia,GE,2. Лобжанидзе,Lobzhanidze,['Ucha Lobzhanidze'],SUCCESS,650000,FALSE,Found in Curr Season
1212,1681,481,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Georgia,GE,5. Григалава,Grigalava,['Gia Grigalava'],SUCCESS,1800000,FALSE,Found in Curr Season
1213,1682,482,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Georgia,GE,6. Хубутия,Khubutia,['Akaki Khubutia'],SUCCESS,500000,FALSE,Found in Curr Season
1214,1683,483,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Georgia,GE,7. Канкава,Kankava,['Jaba Kankava'],SUCCESS,4000000,FALSE,Found in Curr Season
1215,1685,485,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Georgia,GE,10. Ананидзе,Ananidze,['Jano Ananidze'],SUCCESS,2500000,FALSE,Found in Curr Season
1216,1686,486,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Georgia,GE,21. Дзария,Dzaria,['Irakli Dzaria'],SUCCESS,450000,FALSE,Found in Curr Season
1217,1687,487,450,"Euros 2016, Qualifiers",14.10.14,Gibraltar vs Georgia,2014,Georgia,GE,11. Чантурия,Giorgi Chanturia,['Giorgi Chanturia'],SUCCESS,1000000,FALSE,Found in Curr Season
1218,1688,488,451,"Euros 2016, Qualifiers",14.10.14,Poland vs Scotland,2014,Poland,PL,16. Мончински,Monczynski,['Krzysztof Maczynski'],SUCCESS,750000,FALSE,Found in Curr Season
1219,1689,489,451,"Euros 2016, Qualifiers",14.10.14,Poland vs Scotland,2014,Scotland,SC,5. Грир,Greer,['Gordon Greer'],SUCCESS,400000,FALSE,Found in Curr Season
1220,1691,491,451,"Euros 2016, Qualifiers",14.10.14,Poland vs Scotland,2014,Scotland,SC,11. Анья,Anya,['Ikechi Anya'],SUCCESS,2000000,FALSE,Found in Curr Season
1221,1692,492,455,"Euros 2016, Qualifiers",29.03.15,Georgia vs Germany,2015,Georgia,GE,1. Лория,Loria,['Giorgi Loria'],SUCCESS,1200000,FALSE,Found in Curr Season
1222,1693,493,455,"Euros 2016, Qualifiers",29.03.15,Georgia vs Germany,2015,Georgia,GE,2. Лобжанидзе,Lobzhanidze,['Ucha Lobzhanidze'],SUCCESS,450000,FALSE,Found in Curr Season
1223,1695,495,455,"Euros 2016, Qualifiers",29.03.15,Georgia vs Germany,2015,Georgia,GE,4. Кашия,Kashia,['Guram Kashia'],SUCCESS,2500000,FALSE,Found in Curr Season
1224,1696,496,455,"Euros 2016, Qualifiers",29.03.15,Georgia vs Germany,2015,Georgia,GE,5. Амисулашвили,Amisulashvili,['Aleksandre Amisulashvili'],SUCCESS,400000,FALSE,Found in Curr Season
1225,1698,498,455,"Euros 2016, Qualifiers",29.03.15,Georgia vs Germany,2015,Georgia,GE,7. Канкава,Kankava,['Jaba Kankava'],SUCCESS,2500000,FALSE,Found in Curr Season
1226,1699,499,455,"Euros 2016, Qualifiers",29.03.15,Georgia vs Germany,2015,Georgia,GE,10. Окриашвили,Okriashvili,['Tornike Okriashvili'],SUCCESS,1500000,FALSE,Found in Curr Season
1227,1700,2000,367,"Euros 2016, Qualifiers",28.03.15,Netherlands vs Turkey,2015,Turkey,TR,18. Джанер Эркин,Caner Erkin,['Caner Erkin'],SUCCESS,12000000,FALSE,Found in Curr Season
1228,1701,2001,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Czech,CZ,2. Кадержабек,Kaderzhabek,['Pavel Kaderabek'],SUCCESS,2000000,FALSE,Found in Curr Season
1229,1702,2002,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Czech,CZ,10. Скалак,Skalak,['Jiri Skalak'],SUCCESS,500000,FALSE,Found in Curr Season
1230,1703,2003,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Czech,CZ,12. Павелка,Pavelka,['David Pavelka'],SUCCESS,1250000,FALSE,Found in Curr Season
1231,1704,2004,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,1. Покатилов,Pokatilov,['Stas Pokatilov'],SUCCESS,800000,FALSE,Found in Curr Season
1232,1707,2007,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,5. Куат,Kuat,['Islambek Kuat'],SUCCESS,700000,FALSE,Found in Curr Season
1233,1708,2008,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,8. Смаков,Smakov,['Samat Smakov'],SUCCESS,100000,FALSE,Found in Curr Season
1234,1710,2010,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,9. Исламхан,Islamkhan,['Bauyrzhan Islamkhan'],SUCCESS,1000000,FALSE,Found in Curr Season
1235,1711,2011,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,17. Нусербаев,Nuserbaev,['Tanat Nuserbaev'],SUCCESS,700000,FALSE,Found in Curr Season
1236,1712,2012,371,"Euros 2016, Qualifiers",03.09.15,Czech vs Kazakhstan,2015,Kazakhstan,KZ,19. Джолчиев,Dzholchiev,['Bauyrzhan Dzholchiev'],SUCCESS,420000,FALSE,Only Before
1237,1713,2013,372,"Euros 2016, Qualifiers",03.09.15,Netherlands vs Iceland,2015,Netherlands,NL,12. Ван дер Виль,Vander Wiel,['Gregory van der Wiel'],SUCCESS,10800000,FALSE,Only Before
1238,1714,2014,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,23. Волкан Бабаджан,Volkan Babajan,['Volkan Babacan'],SUCCESS,1500000,FALSE,Found in Curr Season
1239,1715,2015,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,3. Хакан Балта,Hakan Balta,['Hakan Balta'],SUCCESS,2000000,FALSE,Found in Curr Season
1240,1716,2016,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,4. Сердар Азиз,Serdar Aziz,['Serdar Aziz'],SUCCESS,3500000,FALSE,Found in Curr Season
1241,1717,2017,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,5. Хаканн Чалханоглу,Hakann Calhanoglu,['Hakan Çalhanoğlu'],SUCCESS,15000000,FALSE,Found in Curr Season
1242,1718,2018,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,8. Сельчук Инан,Selcuk Inan,['Selçuk İnan'],SUCCESS,8000000,FALSE,Found in Curr Season
1243,1719,2019,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,11. Гекхан Тере,Gekhan Tere,['Gökhan Töre'],SUCCESS,8000000,FALSE,Found in Curr Season
1244,1720,2020,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,16. Озан Туфан,Ozan Tufan,['Ozan Tufan'],SUCCESS,1000000,FALSE,Found in Curr Season
1245,1721,2021,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,18. Джанер Эркин,Caner Erkin,['Caner Erkin'],SUCCESS,12000000,FALSE,Found in Curr Season
1246,1722,2022,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,20. Волкан Шен,Volkan Shen,['Volkan Şen'],SUCCESS,2000000,FALSE,Found in Curr Season
1247,1723,2023,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Turkey,TR,17. Бурак Йылмаз,Burakylmaz,['Burak Yılmaz'],SUCCESS,14000000,FALSE,Found in Curr Season
1248,1724,2024,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,1. Ванин,Vanin,['Andris Vanins'],SUCCESS,600000,FALSE,Found in Curr Season
1249,1725,2025,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,2. Максименко,Maksimenko,['Vitalijs Maksimenko'],SUCCESS,250000,FALSE,Found in Curr Season
1250,1726,2026,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,4. Дубра,Dubra,['Kaspars Dubra'],SUCCESS,700000,FALSE,Found in Curr Season
1251,1727,2027,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],SUCCESS,300000,FALSE,Found in Curr Season
1252,1728,2028,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,5. О.Лайзанс,O Lizance,['Olegs Laizans'],SUCCESS,300000,FALSE,Found in Curr Season
1253,1730,2030,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,9. Карашаускис,Karashauskis,['Arturs Karasausks'],SUCCESS,275000,FALSE,Found in Curr Season
1254,1731,2031,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,16. Тарасов,Tarasov,['Igors Tarasovs'],SUCCESS,400000,FALSE,Found in Curr Season
1255,1732,2032,373,"Euros 2016, Qualifiers",03.09.15,Turkey vs Latvia,2015,Latvia,LV,15. Ракель,Raquel,['Deniss Rakels'],SUCCESS,1000000,FALSE,Found in Curr Season
1256,1733,2033,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,1. Ванин,Vanin,['Andris Vanins'],SUCCESS,600000,FALSE,Found in Curr Season
1257,1734,2034,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,2. Максименко,Maksimenko,['Vitalijs Maksimenko'],SUCCESS,250000,FALSE,Found in Curr Season
1258,1735,2035,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,4. Дубра,Dubra,['Kaspars Dubra'],SUCCESS,700000,FALSE,Found in Curr Season
1259,1736,2036,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,9. Карашаускис,Karashauskis,['Arturs Karasausks'],SUCCESS,275000,FALSE,Found in Curr Season
1260,1737,2037,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,13. Горкшс,Gorkshs,['Kaspars Gorkss'],SUCCESS,350000,FALSE,Found in Curr Season
1261,1738,2038,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,14. Камеш,Kamesh,['Vladimirs Kamess'],SUCCESS,250000,FALSE,Found in Curr Season
1262,1739,2039,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,15. Ракель,Raquel,['Deniss Rakels'],SUCCESS,1000000,FALSE,Found in Curr Season
1263,1740,2040,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,16. Тарасов,Tarasov,['Igors Tarasovs'],SUCCESS,400000,FALSE,Found in Curr Season
1264,1741,2041,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,17. Зюзин,Zyuzin,['Arturs Zjuzins'],SUCCESS,450000,FALSE,Found in Curr Season
1265,1742,2042,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,18. Фертов,Fertov,['Aleksandrs Fertovs'],SUCCESS,360000,FALSE,Only Before
1266,1743,2043,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Latvia,LV,21. Фрейманис,Freimanis,['Gints Freimanis'],SUCCESS,175000,FALSE,Found in Curr Season
1267,1744,2044,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,2. Кадержабек,Kaderzhabek,['Pavel Kaderabek'],SUCCESS,2000000,FALSE,Found in Curr Season
1268,1746,2046,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,12. Павелка,Pavelka,['David Pavelka'],SUCCESS,1250000,FALSE,Found in Curr Season
1269,1748,2048,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,11. Шкода,Harm,['Milan Skoda'],SUCCESS,500000,FALSE,Found in Curr Season
1270,1749,2049,374,"Euros 2016, Qualifiers",06.09.15,Latvia vs Czech,2015,Czech,CZ,18. Шурал,Shural,['Josef Sural'],SUCCESS,900000,FALSE,Found in Curr Season
1271,1751,2051,375,"Euros 2016, Qualifiers",06.09.15,Turkey vs Netherlands,2015,Turkey,TR,2. Эзбайраклы,Ezbayrakly,['Şener Özbayraklı'],SUCCESS,3800000,FALSE,Found in Curr Season
1272,1752,2052,375,"Euros 2016, Qualifiers",06.09.15,Turkey vs Netherlands,2015,Turkey,TR,16. Туфан,Tufan,['Ozan Tufan'],SUCCESS,1000000,FALSE,Found in Curr Season
1273,1753,2053,375,"Euros 2016, Qualifiers",06.09.15,Turkey vs Netherlands,2015,Netherlands,NL,12. Ван дер Виль,Vander Wiel,['Gregory van der Wiel'],SUCCESS,10800000,FALSE,Only Before
1274,1754,2054,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,1. Покатилов,Pokatilov,['Stas Pokatilov'],SUCCESS,800000,FALSE,Found in Curr Season
1275,1757,2057,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,5. Куат,Kuat,['Islambek Kuat'],SUCCESS,700000,FALSE,Found in Curr Season
1276,1758,2058,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,7. Конысбаев,Konysbayev,['Ulan Konysbaev'],SUCCESS,300000,FALSE,Found in Curr Season
1277,1759,2059,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,8. Смаков,Smakov,['Samat Smakov'],SUCCESS,100000,FALSE,Found in Curr Season
1278,1760,2060,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,9. Исламхан,Islamkhan,['Bauyrzhan Islamkhan'],SUCCESS,1000000,FALSE,Found in Curr Season
1279,1761,2061,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,16. Суюмбаев,Suyumbaev,['Gafurzhan Suyumbaev'],SUCCESS,600000,FALSE,Found in Curr Season
1280,1762,2062,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,17. Нусербаев,Nuserbaev,['Tanat Nuserbaev'],SUCCESS,700000,FALSE,Found in Curr Season
1281,1763,2063,376,"Euros 2016, Qualifiers",06.09.15,Iceland vs Kazakhstan,2015,Kazakhstan,KZ,19. Джолчиев,Dzholchiev,['Bauyrzhan Dzholchiev'],SUCCESS,420000,FALSE,Only Before
1282,1765,2065,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,1. Ванин,Vanin,['Andris Vanins'],SUCCESS,600000,FALSE,Found in Curr Season
1283,1766,2066,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,2. Максименко,Maksimenko,['Vitalijs Maksimenko'],SUCCESS,250000,FALSE,Found in Curr Season
1284,1767,2067,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],SUCCESS,300000,FALSE,Found in Curr Season
1285,1768,2068,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,13. Горкшс,Gorkshs,['Kaspars Gorkss'],SUCCESS,350000,FALSE,Found in Curr Season
1286,1769,2069,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,15. Ракель,Raquel,['Deniss Rakels'],SUCCESS,1000000,FALSE,Found in Curr Season
1287,1770,2070,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,16. Тарасов,Tarasov,['Igors Tarasovs'],SUCCESS,400000,FALSE,Found in Curr Season
1288,1771,2071,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,17. Зюзин,Zyuzin,['Arturs Zjuzins'],SUCCESS,450000,FALSE,Found in Curr Season
1289,1772,2072,377,"Euros 2016, Qualifiers",10.10.15,Iceland vs Latvia,2015,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],SUCCESS,350000,FALSE,Found in Curr Season
1290,1773,2073,378,"Euros 2016, Qualifiers",10.10.15,Kazakhstan vs Netherlands,2015,Kazakhstan,KZ,1. Покатилов,Pokatilov,['Stas Pokatilov'],SUCCESS,800000,FALSE,Found in Curr Season
1291,1774,2074,378,"Euros 2016, Qualifiers",10.10.15,Kazakhstan vs Netherlands,2015,Kazakhstan,KZ,8. Смаков,Smakov,['Samat Smakov'],SUCCESS,100000,FALSE,Found in Curr Season
