,Unnamed: 0,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status,Market Value,Lookup Still Required?,Lookup Return Case
607,919,19,1259,Copa America 2016,06.06.16,Jamaica vs Venezuela,2016,Venezuela,VE,4. Вискаррондо,Vizcarrondo,['Oswaldo Vizcarrondo'],SUCCESS,1600000,FALSE,Only Before
608,920,20,1259,Copa America 2016,06.06.16,Jamaica vs Venezuela,2016,Venezuela,VE,13. Сейяс,Seijas,['Luis Manuel Seijas'],SUCCESS,840000,FALSE,Only Before
609,921,21,1261,Copa America 2016,10.06.16,Uruguay vs Venezuela,2016,Venezuela,VE,4. Вискаррондо,Vizcarrondo,['Oswaldo Vizcarrondo'],SUCCESS,1600000,FALSE,Only Before
610,922,22,757,"Euros 2020, Qualifiers",21.03.19,Israel vs Slovenia,2019,Israel,IL,20. Бен-Харуш,Ben Harush,['Omri Ben Harush'],SUCCESS,300000,FALSE,Found in Curr Season
611,923,23,757,"Euros 2020, Qualifiers",21.03.19,Israel vs Slovenia,2019,Slovenia,SI,5. Струна Ал.,String Al,['Aljaz Struna'],SUCCESS,600000,FALSE,Found in Curr Season
612,924,24,758,"Euros 2020, Qualifiers",21.03.19,North Macedonia vs Latvia,2019,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],SUCCESS,200000,FALSE,Only Before
613,925,25,758,"Euros 2020, Qualifiers",21.03.19,North Macedonia vs Latvia,2019,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],SUCCESS,300000,FALSE,Only Before
614,926,26,759,"Euros 2020, Qualifiers",24.03.19,Israel vs Austria,2019,Israel,IL,20. Бен-Харуш,Ben Harush,['Omri Ben Harush'],SUCCESS,300000,FALSE,Found in Curr Season
615,927,27,761,"Euros 2020, Qualifiers",24.03.19,Slovenia vs North Macedonia,2019,Slovenia,SI,5. Струна Ал.,String Al,['Aljaz Struna'],SUCCESS,600000,FALSE,Found in Curr Season
616,928,28,762,"Euros 2020, Qualifiers",07.06.19,Austria vs Slovenia,2019,Slovenia,SI,5. Струна Ал.,String Al,['Aljaz Struna'],SUCCESS,600000,FALSE,Found in Curr Season
617,929,29,762,"Euros 2020, Qualifiers",07.06.19,Austria vs Slovenia,2019,Slovenia,SI,15. Чернигой,Cherniga,['Domen Crnigoj'],SUCCESS,950000,FALSE,Used Average of Season Before and After
618,930,30,764,"Euros 2020, Qualifiers",07.06.19,Latvia vs Israel,2019,Israel,IL,20. Бен-Харуш,Ben Harush,['Omri Ben Harush'],SUCCESS,300000,FALSE,Found in Curr Season
619,931,31,765,"Euros 2020, Qualifiers",10.06.19,Poland vs Israel,2019,Israel,IL,20. Бен-Харуш,Ben Harush,['Omri Ben Harush'],SUCCESS,300000,FALSE,Found in Curr Season
620,932,32,767,"Euros 2020, Qualifiers",10.06.19,Latvia vs Slovenia,2019,Slovenia,SI,5. Струна Ал.,String Al,['Aljaz Struna'],SUCCESS,600000,FALSE,Found in Curr Season
621,933,33,767,"Euros 2020, Qualifiers",10.06.19,Latvia vs Slovenia,2019,Slovenia,SI,15. Чернигой,Cherniga,['Domen Crnigoj'],SUCCESS,950000,FALSE,Used Average of Season Before and After
622,934,34,768,"Euros 2020, Qualifiers",05.09.19,Israel vs North Macedonia,2019,Israel,IL,20. Бен-Харуш,Ben Harush,['Omri Ben Harush'],SUCCESS,300000,FALSE,Found in Curr Season
623,935,35,770,"Euros 2020, Qualifiers",06.09.19,Slovenia vs Poland,2019,Slovenia,SI,5. Струна Ал.,String Al,['Aljaz Struna'],SUCCESS,600000,FALSE,Found in Curr Season
624,936,36,771,"Euros 2020, Qualifiers",09.09.19,Poland vs Austria,2019,Poland,PL,15. Глик,Glik,['Kamil Glik'],SUCCESS,4800000,FALSE,Found in Curr Season
625,937,37,772,"Euros 2020, Qualifiers",09.09.19,Slovenia vs Israel,2019,Slovenia,SI,5. Струна Ал.,String Al,['Aljaz Struna'],SUCCESS,600000,FALSE,Found in Curr Season
626,938,38,772,"Euros 2020, Qualifiers",09.09.19,Slovenia vs Israel,2019,Israel,IL,20. Бен-Харуш,Ben Harush,['Omri Ben Harush'],SUCCESS,300000,FALSE,Found in Curr Season
627,939,39,775,"Euros 2020, Qualifiers",10.10.19,North Macedonia vs Slovenia,2019,Slovenia,SI,5. Струна Ал.,String Al,['Aljaz Struna'],SUCCESS,600000,FALSE,Found in Curr Season
628,940,40,778,"Euros 2020, Qualifiers",13.10.19,Slovenia vs Austria,2019,Slovenia,SI,5. Струна Ал.,String Al,['Aljaz Struna'],SUCCESS,600000,FALSE,Found in Curr Season
629,941,41,780,"Euros 2020, Qualifiers",16.11.19,Slovenia vs Latvia,2019,Slovenia,SI,5. Струна Ал.,String Al,['Aljaz Struna'],SUCCESS,600000,FALSE,Found in Curr Season
630,942,42,782,"Euros 2020, Qualifiers",16.11.19,Israel vs Poland,2019,Israel,IL,20. Бен-Харуш,Ben Harush,['Omri Ben Harush'],SUCCESS,300000,FALSE,Found in Curr Season
631,943,43,791,"Euros 2020, Qualifiers",25.03.19,Andorra vs Albania,2019,Andorra,AD,22. Родригес В.,V Rodriguez,['Víctor Rodríguez'],SUCCESS,125000,FALSE,Found in Curr Season
632,944,44,800,"Euros 2020, Qualifiers",07.09.19,Turkey vs Andorra,2019,Andorra,AD,22. Родригес В.,V Rodriguez,['Víctor Rodríguez'],SUCCESS,125000,FALSE,Found in Curr Season
633,945,45,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Denmark,DK,1. Шмейхель,Schmeichel,['Kasper Schmeichel'],SUCCESS,5000000,FALSE,Found in Curr Season
634,946,46,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Denmark,DK,3. Кьяер,Kjaer,['Simon Kjaer'],SUCCESS,8500000,FALSE,Found in Curr Season
635,947,47,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Denmark,DK,4. Аггер,Agger,['Daniel Agger'],SUCCESS,4000000,FALSE,Found in Curr Season
636,948,48,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Denmark,DK,5. Дурмиси,Durmisi,['Riza Durmisi'],SUCCESS,1500000,FALSE,Found in Curr Season
637,950,50,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Denmark,DK,7. Квист,Kvist,['William Kvist'],SUCCESS,800000,FALSE,Found in Curr Season
638,951,51,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Denmark,DK,9. Крон-Дели,Kron Deli,['Michael Krohn-Dehli'],SUCCESS,3500000,FALSE,Found in Curr Season
639,952,52,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Denmark,DK,11. Беннтнер,Benntner,['Nicklas Bendtner'],SUCCESS,1000000,FALSE,Found in Curr Season
640,953,53,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Denmark,DK,14. Систо,Sisto,['Pione Sisto'],SUCCESS,3500000,FALSE,Found in Curr Season
641,954,54,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Denmark,DK,19. Йоргенсен,Nicolai Jorgensen,['Nicolai Jörgensen'],SUCCESS,2500000,FALSE,Found in Curr Season
642,956,56,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,1. Бериша,Berisha,['Etrit Berisha'],SUCCESS,3000000,FALSE,Found in Curr Season
643,957,57,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,3. Леняни,Lenjani,['Ermir Lenjani'],SUCCESS,1500000,FALSE,Found in Curr Season
644,958,58,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,5. Цана,Cana,['Lorik Cana'],SUCCESS,3000000,FALSE,Found in Curr Season
645,959,59,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,6. Джимсити,Djimsiti,['Berat Djimsiti'],SUCCESS,2000000,FALSE,Found in Curr Season
646,960,60,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,7. Аголи,Agolli,['Ansi Agolli'],SUCCESS,350000,FALSE,Found in Curr Season
647,961,61,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,11. Гаши,Gashi,['Shkëlzen Gashi'],SUCCESS,4500000,FALSE,Found in Curr Season
648,962,62,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,13. Кукели,Kukeli,['Burim Kukeli'],SUCCESS,750000,FALSE,Found in Curr Season
649,963,63,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,14. Джака,Xhaka,['Taulant Xhaka'],SUCCESS,2250000,FALSE,Found in Curr Season
650,964,64,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,15. Арлинд Айети,Arlind Ayeti,['Arlind Ajeti'],SUCCESS,500000,FALSE,Found in Curr Season
651,965,65,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,16. Чикалеши,Chicaleshi,['Sokol Cikalleshi'],SUCCESS,500000,FALSE,Found in Curr Season
652,966,66,605,"Euros 2016, Qualifiers",04.09.15,Denmark vs Albania,2015,Albania,AL,22. Абраши,Abrashi,['Amir Abrashi'],SUCCESS,2000000,FALSE,Found in Curr Season
653,968,68,606,"Euros 2016, Qualifiers",04.09.15,Serbia vs Armenia,2015,Serbia,RS,4. Томович,Tomovic,['Nenad Tomović'],SUCCESS,5500000,FALSE,Found in Curr Season
654,971,71,606,"Euros 2016, Qualifiers",04.09.15,Serbia vs Armenia,2015,Serbia,RS,11. Коларов,Kolarov,['Aleksandar Kolarov'],SUCCESS,11000000,FALSE,Found in Curr Season
655,972,72,606,"Euros 2016, Qualifiers",04.09.15,Serbia vs Armenia,2015,Serbia,RS,13. Спайич,Spejic,['Uros Spajic'],SUCCESS,2000000,FALSE,Found in Curr Season
656,974,74,606,"Euros 2016, Qualifiers",04.09.15,Serbia vs Armenia,2015,Serbia,RS,15. Брашанац,Brašanac,['Darko Brasanac'],SUCCESS,2500000,FALSE,Found in Curr Season
657,975,75,606,"Euros 2016, Qualifiers",04.09.15,Serbia vs Armenia,2015,Serbia,RS,17. Костич,Kostić,['Filip Kostic'],SUCCESS,10000000,FALSE,Found in Curr Season
658,976,76,606,"Euros 2016, Qualifiers",04.09.15,Serbia vs Armenia,2015,Serbia,RS,18. Живкович,Živković,['Zivko Zivkovic'],SUCCESS,720000,FALSE,Only Before
659,977,77,606,"Euros 2016, Qualifiers",04.09.15,Serbia vs Armenia,2015,Serbia,RS,22. Ляйич,Ljajić,['Adem Ljajic'],SUCCESS,15000000,FALSE,Found in Curr Season
660,978,78,606,"Euros 2016, Qualifiers",04.09.15,Serbia vs Armenia,2015,Armenia,AM,12. Каспаров,Kasparov,['Gevorg Kasparov'],SUCCESS,150000,FALSE,Found in Curr Season
661,979,79,606,"Euros 2016, Qualifiers",04.09.15,Serbia vs Armenia,2015,Armenia,AM,18. Мхитарян,Henrikh Mkhitaryan,['Henrikh Mkhitaryan'],SUCCESS,30000000,FALSE,Found in Curr Season
662,980,80,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Armenia,AM,12. Каспаров,Kasparov,['Gevorg Kasparov'],SUCCESS,150000,FALSE,Found in Curr Season
663,981,81,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Armenia,AM,2. Андонян,Andonian,['Gaël Andonian'],SUCCESS,300000,FALSE,Found in Curr Season
664,982,82,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Armenia,AM,3. Гароян,Haroyan,['Varazdat Haroyan'],SUCCESS,400000,FALSE,Found in Curr Season
665,983,83,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Armenia,AM,5. Арзуманян,Arzumanyan,['Robert Arzumanyan'],SUCCESS,400000,FALSE,Found in Curr Season
666,985,85,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Armenia,AM,8. Пизелли,Pizzelli,['Marcos Pizzelli'],SUCCESS,1100000,FALSE,Found in Curr Season
667,988,88,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Armenia,AM,14. Мовсисян,Movsisyan,['Yura Movsisyan'],SUCCESS,4000000,FALSE,Found in Curr Season
668,989,89,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Armenia,AM,15. Мкоян,Mkoyan,['Hrayr Mkoyan'],SUCCESS,700000,FALSE,Found in Curr Season
669,990,90,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Armenia,AM,18. Мхитарян,Henrikh Mkhitaryan,['Henrikh Mkhitaryan'],SUCCESS,30000000,FALSE,Found in Curr Season
670,991,91,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Denmark,DK,1. Шмейхель,Schmeichel,['Kasper Schmeichel'],SUCCESS,5000000,FALSE,Found in Curr Season
671,992,92,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Denmark,DK,3. Кьяэр,Kjaer,['Simon Kjaer'],SUCCESS,8500000,FALSE,Found in Curr Season
672,993,93,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Denmark,DK,4. Аггер,Agger,['Daniel Agger'],SUCCESS,4000000,FALSE,Found in Curr Season
673,994,94,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Denmark,DK,5. Дурмиси,Durmisi,['Riza Durmisi'],SUCCESS,1500000,FALSE,Found in Curr Season
674,996,96,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Denmark,DK,9. Крон-Дели,Kron Deli,['Michael Krohn-Dehli'],SUCCESS,3500000,FALSE,Found in Curr Season
675,997,97,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Denmark,DK,11. Бендтнер,Bendtner,['Nicklas Bendtner'],SUCCESS,1000000,FALSE,Found in Curr Season
676,999,99,607,"Euros 2016, Qualifiers",07.09.15,Armenia vs Denmark,2015,Denmark,DK,19. Йоргенсен,Nicolai Jorgensen,['Nicolai Jörgensen'],SUCCESS,2500000,FALSE,Found in Curr Season
677,1001,1001,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,North. Ireland,NI,6. Бейрд,Baird,['Chris Baird'],SUCCESS,500000,FALSE,Found in Curr Season
678,1002,1002,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,North. Ireland,NI,7. Макгинн,Mc Ginn,['Niall McGinn'],SUCCESS,700000,FALSE,Found in Curr Season
679,1003,1003,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,North. Ireland,NI,8. Дэвис,Davis,['Steven Davis'],SUCCESS,5500000,FALSE,Found in Curr Season
680,1005,1005,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,North. Ireland,NI,11. Брант,Brant,['Chris Brunt'],SUCCESS,4000000,FALSE,Used Average of Season Before and After
681,1006,1006,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,North. Ireland,NI,14. Даллас,Dallas,['Stuart Dallas'],SUCCESS,250000,FALSE,Found in Curr Season
682,1007,1007,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,North. Ireland,NI,16. Норвуд,Norwood,['Oliver Norwood'],SUCCESS,1000000,FALSE,Found in Curr Season
683,1008,1008,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,1. Карнезис,Orestis Karnezis,['Orestis Karnezis'],SUCCESS,5000000,FALSE,Found in Curr Season
684,1009,1009,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,6. Циолис,Ciolis,['Alexandros Tziolis'],SUCCESS,1250000,FALSE,Found in Curr Season
685,1010,1010,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,9. Митроглу,Mitroglou,['Konstantinos Mitroglou'],SUCCESS,9500000,FALSE,Found in Curr Season
686,1011,1011,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,10. Фортунис,Fortunis,['Konstantinos Fortounis'],SUCCESS,10000000,FALSE,Found in Curr Season
687,1012,1012,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,11. Винтра,Vintra,['Loukas Vyntra'],SUCCESS,400000,FALSE,Found in Curr Season
688,1013,1013,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,14. Папастатопулос,Papastathopoulos,['Sokratis Papastathopoulos'],SUCCESS,22000000,FALSE,Found in Curr Season
689,1015,1015,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,16. Карелис,Karelis,['Nikolaos Karelis'],SUCCESS,4000000,FALSE,Found in Curr Season
690,1016,1016,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,20. Олебас,Olebas,['Jose Cholevas'],SUCCESS,2000000,FALSE,Found in Curr Season
691,1017,1017,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,21. Аравидис,Aravidis,['Christos Aravidis'],SUCCESS,1000000,FALSE,Found in Curr Season
692,1018,1018,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Greece,GR,22. Самарис,Samaris,['Andreas Samaris'],SUCCESS,9000000,FALSE,Found in Curr Season
693,1019,1019,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Finland,FI,1. Градецки,Gradecki,['Matej Hradecky'],SUCCESS,250000,FALSE,Found in Curr Season
694,1020,1020,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Finland,FI,2. Араюури,Arajuuri,['Paulus Arajuuri'],SUCCESS,800000,FALSE,Found in Curr Season
695,1021,1021,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Finland,FI,4. Тойвио,Toivio,['Joona Toivio'],SUCCESS,800000,FALSE,Found in Curr Season
696,1023,1023,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Finland,FI,10. Пукки,Pukki,['Teemu Pukki'],SUCCESS,1750000,FALSE,Found in Curr Season
697,1024,1024,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Finland,FI,13. Аркивуо,Arquivuo,['Kari Arkivuo'],SUCCESS,350000,FALSE,Found in Curr Season
698,1025,1025,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Finland,FI,14. Спарв,Sparv,['Tim Sparv'],SUCCESS,800000,FALSE,Found in Curr Season
699,1028,1028,522,"Euros 2016, Qualifiers",04.09.15,Greece vs Finland,2015,Finland,FI,19. Ринг,Boxing ring,['Alexander Ring'],SUCCESS,1000000,FALSE,Found in Curr Season
700,1030,1030,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,1. Кирай,Kirai,['Gábor Király'],SUCCESS,250000,FALSE,Found in Curr Season
701,1031,1031,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,3. Леандро,Leandro,['Leandro'],SUCCESS,600000,FALSE,Found in Curr Season
702,1032,1032,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,4. Кадар,Kadar,['Tamás Kádár'],SUCCESS,800000,FALSE,Found in Curr Season
703,1033,1033,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,5. Фиоло,Fiolo,['Attila Fiola'],SUCCESS,400000,FALSE,Found in Curr Season
704,1034,1034,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,6. Элек,Elek,['Ákos Elek'],SUCCESS,750000,FALSE,Found in Curr Season
705,1035,1035,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,7. Джуджак,Balazs Dzsudzsak,['Balázs Dzsudzsák'],SUCCESS,10000000,FALSE,Found in Curr Season
706,1036,1036,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,8. Тежер,Tezher,['Szilveszter Hangya'],SUCCESS,480000,FALSE,Only After
707,1037,1037,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,9. Солои,Soloi,['Ádám Szalai'],SUCCESS,6000000,FALSE,Found in Curr Season
708,1038,1038,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,17. Николич,Nikolic,['Nemanja Nikolics'],SUCCESS,1100000,FALSE,Found in Curr Season
709,1039,1039,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Hungary,HU,18. Штибер,Stieber,['Dániel Tőzsér'],SUCCESS,1800000,FALSE,Only Before
710,1041,1041,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Romania,RO,12. Тэтэрушану,Teterushanu,['Ciprian Tătărușanu'],SUCCESS,3000000,FALSE,Found in Curr Season
711,1042,1042,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Romania,RO,2. Папп,Papp,['Paul Papp'],SUCCESS,2400000,FALSE,Only Before
712,1043,1043,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Romania,RO,3. Рац,Rats,['Răzvan Raţ'],SUCCESS,1500000,FALSE,Found in Curr Season
713,1044,1044,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Romania,RO,5. Хобан,Hoban,['Ovidiu Hoban'],SUCCESS,1000000,FALSE,Found in Curr Season
714,1046,1046,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Romania,RO,11. Торже,Torje,['Gabriel Torje'],SUCCESS,2000000,FALSE,Found in Curr Season
715,1047,1047,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Romania,RO,13. Кешерю,Kesheru,['Claudiu Keșerü'],SUCCESS,4000000,FALSE,Found in Curr Season
716,1049,1049,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Romania,RO,18. Препелицэ,Prepelicé,['Andrei Prepeliță'],SUCCESS,2100000,FALSE,Found in Curr Season
717,1050,1050,523,"Euros 2016, Qualifiers",04.09.15,Hungary vs Romania,2015,Romania,RO,21. Григоре,Grigore,['Dragoș Grigore'],SUCCESS,2500000,FALSE,Found in Curr Season
718,1052,1052,524,"Euros 2016, Qualifiers",07.09.15,Finland vs Faroe Islands,2015,Finland,FI,1. Градецки,Gradecki,['Matej Hradecky'],SUCCESS,250000,FALSE,Found in Curr Season
719,1053,1053,524,"Euros 2016, Qualifiers",07.09.15,Finland vs Faroe Islands,2015,Finland,FI,2. Араюури,Arajuuri,['Paulus Arajuuri'],SUCCESS,800000,FALSE,Found in Curr Season
720,1054,1054,524,"Euros 2016, Qualifiers",07.09.15,Finland vs Faroe Islands,2015,Finland,FI,13. Аркивуо,Arquivuo,['Kari Arkivuo'],SUCCESS,350000,FALSE,Found in Curr Season
721,1057,1057,524,"Euros 2016, Qualifiers",07.09.15,Finland vs Faroe Islands,2015,Finland,FI,14. Спарв,Sparv,['Tim Sparv'],SUCCESS,800000,FALSE,Found in Curr Season
722,1058,1058,524,"Euros 2016, Qualifiers",07.09.15,Finland vs Faroe Islands,2015,Finland,FI,19. Ринг,Boxing ring,['Alexander Ring'],SUCCESS,1000000,FALSE,Found in Curr Season
