,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Competition General,Date,Match
366,Thailand,1 Kawin Thamsatchanan,3 Pansa Hemviboon,4 Chalermpong Kerdkaew,2 Peerapat Notchaiya,5 Adisorn Promrak,17 Tanaboon Kesarat,8 Thitiphan Puangchan,11 Mongkol Tossakrai,21 Siroch Chatthong,14 Sanrawat Dechmitr,9 Adisak Kraisorn,6 Wattana Playnum,15 Bordin Phala,-,-,-,20 Sinthaweechai Hathairattanakool,23 Siwarak Tedsungnoen,19 Nattapon Malapun,18 Kevin Deeromram,13 Narubadin Weerawatnodom,16 Mika Chunuonsee,22 Peeradol Chamratsamee,7 Chutipol Thongthae,12 Nurul Sriyankem,10 Teerasil Dangda,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Jun 13, 2017",Thailand vs U. A. E.
366,U. A. E.,1 Majed Naser,6 Mohanad Salem,8 Hamdan Al-Kamali,16 Mahmoud Al-Hammadi,14 Abdelaziz Sanqour,5 Tariq Ahmed,9 Ahmed Barman,11 Ahmed Khalil,13 Khamis Esmaeel,21 Omar Abdulrahman,7 Ali Mabkhout,18 Abdulla Mousa,3 Tareq Ahmed,10 Ismaeil Matar,-,-,12 Khalid Eisa,22 Adel Al-Hosani,23 Mohamed Ahmad,20 Hassan Ibrahim,4 Habib Al Fardan,15 Khalid Bawazir,19 Khalfan Mubarak,2 Salem Saleh,-,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Jun 13, 2017",Thailand vs U. A. E.
367,Iraq,12 Mohammed Kassid,2 Ahmed Ibrahim Khalaf,22 Rebin Sulaka,6 Ali Adnan,23 Waleed Salem Al-Lami,5 Brwa Nouri,19 Mahdi Kamil,10 Alaa Abdulzahra,21 Saad Abdul Ameer,9 Ahmed Yasin,8 Mohanad Abdul-Rahim,17 Amjad Attwan,13 Bashar Resan,11 Humam Tariq,-,-,20 Fahad Talib,1 Jalal Hassan,3 Ali Bahjat,4 Mustafa Nadhim,14 Saad Natiq,7 Hammadi Ahmed,18 Aymen Hussein,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Jun 13, 2017",Iraq vs Japan
367,Japan,1 Eiji Kawashima,3 Gen Shoji,22 Maya Yoshida,5 Yuto Nagatomo,19 Hiroki Sakai,6 Wataru Endo,14 Yosuke Ideguchi,8 Genki Haraguchi,11 Yuya Kubo,4 Keisuke Honda,15 Yuya Osako,21 Gotoku Sakai,17 Yasuyuki Konno,7 Shu Kurata,-,-,12 Masaaki Higashiguchi,23 Kosuke Nakamura,13 Genta Miura,20 Tomoaki Makino,16 Hotaru Yamaguchi,2 Tomoya Ugajin,10 Takashi Inui,18 Takuma Asano,9 Shinji Okazaki,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Jun 13, 2017",Iraq vs Japan
368,U. A. E.,12 Khalid Eisa,6 Mohanad Salem,23 Mohamed Ahmad,16 Mahmoud Al-Hammadi,18 Mohamed Fawzi,5 Tariq Ahmed,9 Ahmed Barman,13 Khamis Esmaeel,10 Ismaeil Matar,7 Ali Mabkhout,11 Ahmed Khalil,16 Mohamed Abdulrahman,4 Habib Al Fardan,2 Salem Saleh,-,-,22 Ahmed Mahmoud,1 Majed Naser,20 Mohammed Marzooq,3 Walid Abbas,17 Fares Juma,9 Abdulaziz Hussain,21 Tareq Ahmed,15 Khalid Bawazir,19 Mohamed Al-Akberi,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Aug 29, 2017",U. A. E. vs Saudi Arabia
368,Saudi Arabia,21 Abdullah Al-Mayouf,3 Osama Hawsawi,5 Omar Hawsawi,2 Mansour Al-Harbi,13 Yasser Al-Shahrani,11 Abdulmalek Al-Khaibri,7 Salman Al-Faraj,17 Taiseer Al-Jassam,8 Yahya Al-Shehri,18 Nawaf Al-Abed,10 Mohammed Al-Sahlawi,6 Salem Al-Dawsari,19 Fahad Al-Muwallad,15 Nasser Al-Shamrani,-,-,1 Waleed Abdullah,22 Yasser Al-Mosailem,12 Mohammed Al-Fatil,23 Motaz Hawsawi,4 Abdullah Al-Zoari,14 Abdullah Otayf,16 Hussain Al-Moqahwi,20 Abdulmajeed Abdullah Al-Ruwaili,9 Abdulfattah Asiri,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Aug 29, 2017",U. A. E. vs Saudi Arabia
369,Japan,1 Eiji Kawashima,3 Gen Shoji,22 Maya Yoshida,5 Yuto Nagatomo,19 Hiroki Sakai,17 Makoto Hasebe,16 Hotaru Yamaguchi,2 Yosuke Ideguchi,14 Takashi Inui,18 Takuma Asano,15 Yuya Osako,8 Genki Haraguchi,11 Yuya Kubo,9 Shinji Okazaki,-,-,12 Masaaki Higashiguchi,23 Kosuke Nakamura,6 Genta Miura,20 Tomoaki Makino,21 Gotoku Sakai,13 Yuki Kobayashi,7 Gaku Shibasaki,4 Keisuke Honda,10 Shinji Kagawa,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Aug 31, 2017",Japan vs Australia
369,Australia,1 Mathew Ryan,5 Mark Milligan,6 Matthew Spiranovic,20 Trent Sainsbury,22 Jackson Irvine,21 Massimo Luongo,7 Mathew Leckie,3 Brad Smith,14 James Troisi,23 Tom Rogic,10 Robbie Kruse,15 Mustafa Amini,4 Tim Cahill,9 Tomi Juric,-,-,12 Adam Federici,18 Danny Vukovic,2 Milos Degenek,8 Bailey Wright,19 Ryan McGowan,16 Alex Gersbach,17 Awer Mabil,11 Jamie Maclaren,-,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Aug 31, 2017",Japan vs Australia
370,Thailand,20 Sinthaweechai Hathairattanakool,4 Chalermpong Kerdkaew,13 Pansa Hemviboon,2 Peerapat Notchaiya,5 Adisorn Promrak,6 Wattana Playnum,8 Thitiphan Puangchan,11 Mongkol Tossakrai,3 Theerathon Bunmathan,18 Chanathip Songkrasin,10 Teerasil Dangda,19 Tristan Do,14 Supachok Sarachat,22 Siroch Chatthong,-,-,1 Kampol Pathomakkakul,23 Siwarak Tedsungnoen,16 Puttinan Wannasri,17 Manuel Bihr,7 Sanrawat Dechmitr,21 Pokklaw Anan,15 Bordin Phala,12 Nurul Sriyankem,9 Adisak Kraisorn,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Aug 31, 2017",Thailand vs Iraq
370,Iraq,12 Mohammed Kassid,2 Ahmed Ibrahim Khalaf,11 Amjad Attwan,6 Ali Adnan,23 Waleed Salem Al-Lami,21 Saad Abdul Ameer,10 Alaa Abdulzahra,19 Mahdi Kamil,9 Justin Meram,16 Hussein Ali,18 Aymen Hussein,5 Saad Natiq,7 Mazin Fayyadh,8 Mohanad Abdul-Rahim,-,-,1 Ali Yasin,20 Fahad Talib,3 Ali Bahjat,13 Bashar Resan,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Aug 31, 2017",Thailand vs Iraq
371,Australia,1 Mathew Ryan,2 Milos Degenek,8 Bailey Wright,20 Trent Sainsbury,5 Mark Milligan,13 Aaron Mooy,7 Mathew Leckie,16 Alex Gersbach,4 Tim Cahill,23 Tom Rogic,9 Tomi Juric,14 James Troisi,10 Robbie Kruse,11 Jamie Maclaren,-,-,12 Eugene Galekovic,18 Danny Vukovic,6 Matthew Spiranovic,19 Ryan McGowan,3 Brad Smith,15 Mustafa Amini,21 Massimo Luongo,22 Jackson Irvine,17 Awer Mabil,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Sep 5, 2017",Australia vs Thailand
371,Thailand,20 Sinthaweechai Hathairattanakool,4 Chalermpong Kerdkaew,5 Adisorn Promrak,13 Pansa Hemviboon,3 Theerathon Bunmathan,21 Pokklaw Anan,19 Tristan Do,2 Peerapat Notchaiya,7 Sanrawat Dechmitr,18 Chanathip Songkrasin,10 Teerasil Dangda,22 Siroch Chatthong,11 Mongkol Tossakrai,12 Nurul Sriyankem,-,-,1 Kampol Pathomakkakul,23 Siwarak Tedsungnoen,16 Puttinan Wannasri,17 Manuel Bihr,6 Wattana Playnum,8 Peeradol Chamratsamee,14 Supachok Sarachat,15 Bordin Phala,9 Adisak Kraisorn,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Sep 5, 2017",Australia vs Thailand
372,Iraq,12 Mohammed Kassid,2 Ahmed Ibrahim Khalaf,22 Rebin Sulaka,6 Ali Adnan,23 Waleed Salem Al-Lami,21 Saad Abdul Ameer,13 Bashar Resan,19 Mahdi Kamil,9 Justin Meram,16 Hussein Ali,18 Aymen Hussein,11 Amjad Attwan,10 Alaa Abdulzahra,7 Mazin Fayyadh,-,-,1 Ali Yasin,20 Fahad Talib,17 Ahmed Abdulridha,3 Ali Bahjat,14 Saad Natiq,15 Ahmed Jalal,8 Mohanad Abdul-Rahim,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Sep 5, 2017",Iraq vs U. A. E.
372,U. A. E.,12 Khalid Eisa,6 Mohanad Salem,23 Mohamed Ahmad,3 Walid Abbas,18 Mohamed Fawzi,5 Tariq Ahmed,16 Mohamed Abdulrahman,8 Ahmed Barman,10 Ismaeil Matar,2 Salem Saleh,11 Ahmed Khalil,9 Abdulaziz Hussain,21 Tareq Ahmed,7 Ahmed Al Attas,-,-,1 Majed Naser,22 Ahmad Shambih,20 Mohammed Marzooq,17 Fares Juma,14 Khaled Abdulrahman,4 Habib Al Fardan,15 Khalid Bawazir,19 Mohamed Al-Akberi,13 Suhail Al Noobi,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Sep 5, 2017",Iraq vs U. A. E.
373,Saudi Arabia,21 Abdullah Al-Mayouf,3 Osama Hawsawi,5 Omar Hawsawi,2 Mansour Al-Harbi,13 Yasser Al-Shahrani,14 Abdullah Otayf,7 Salman Al-Faraj,8 Yahya Al-Shehri,17 Taiseer Al-Jassam,18 Nawaf Al-Abed,10 Mohammed Al-Sahlawi,23 Motaz Hawsawi,4 Abdullah Al-Zoari,19 Fahad Al-Muwallad,-,-,1 Waleed Abdullah,22 Yasser Al-Mosailem,12 Mohammed Al-Fatil,20 Saeed Al-Mowalad,11 Abdulmalek Al-Khaibri,16 Hussain Al-Moqahwi,6 Salem Al-Dawsari,9 Abdulfattah Asiri,15 Nasser Al-Shamrani,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Sep 5, 2017",Saudi Arabia vs Japan
373,Japan,1 Eiji Kawashima,3 Gen Shoji,22 Maya Yoshida,5 Yuto Nagatomo,19 Hiroki Sakai,16 Hotaru Yamaguchi,2 Yosuke Ideguchi,7 Gaku Shibasaki,8 Genki Haraguchi,4 Keisuke Honda,9 Shinji Okazaki,11 Yuya Kubo,18 Takuma Asano,15 Kenyu Sugimoto,-,-,12 Masaaki Higashiguchi,23 Kosuke Nakamura,6 Naomichi Ueda,20 Tomoaki Makino,21 Gotoku Sakai,17 Yojiro Takahagi,13 Yuki Kobayashi,10 Takashi Inui,14 Yoshinori Muto,-,-,-,-,-,-,"World Cup Qualifiers, 2018, Asia","World Cup Qualifiers, Asia","Sep 5, 2017",Saudi Arabia vs Japan
374,U. A. E.,17 Khalid Eisa,12 Khalifa Al-Hammadi,13 Mohamed Omar Al-Attas,3 Walid Abbas,4 Khaled Ebraheim,5 Ali Salmin,14 Abdulla Hamad,11 Caio Canedo,21 Harib Suhail,18 Abdalla Ramadan,7 Ali Mabkhout,8 Majed Hassan,15 Yahia Nader,10 Omar Abdulrahman,16 Ali Saleh,20 Sebastián Tagliabúe,1 Mohamed Al-Shamsi,2 Khalid Hashemi,23 Abdulaziz Hussain,9 Bandar Mohamed,6 Majid Rashid,19 Tahnoon Al-Zaabi,22 Yahya Al-Ghassani,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Tue Jun 7, 2022",U. A. E. vs Australia
374,Australia,1 Mathew Ryan,20 Kye Rowles,8 Bailey Wright,16 Aziz Behich,4 Nathaniel Atkinson,13 Aaron Mooy,6 Martin Boyle,19 Craig Goodwin,22 Jackson Irvine,10 Ajdin Hrustić,7 Mathew Leckie,2 Milos Degenek,11 Awer Mabil,9 Jamie Maclaren,-,-,12 Andrew Redmayne,17 Gianni Stensness,23 Joel King,3 Fran Karacic,18 Kenny Dougall,5 Denis Genreau,14 Riley McGree,21 Marco Tilio,15 Mitchell Duke,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Tue Jun 7, 2022",U. A. E. vs Australia
375,South Korea,1 Seung-gyu Kim,19 Young-gwon Kim,4 Min-jae Kim,14 Chul Hong,15 Moon-hwan Kim,13 Jun-ho Son,6 In-beom Hwang,10 Jae-sung Lee,7 Heung-min Son,17 Min-kyu Song,16 Ui-jo Hwang,2 Yong Lee,8 Tae-hee Nam,22 Chang-hoon Kwon,11 Hee-chan Hwang,-,12 Sung-yun Gu,21 Hyeon-woo Jo,20 Kyung-won Kwon,23 Ji-su Park,3 Sang-woo Kang,5 Se-jong Ju,18 Dong-gyeong Lee,9 Gue-sung Cho,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 2, 2021",South Korea vs Iraq
375,Iraq,1 Fahad Talib,2 Ahmed Ibrahim Khalaf,5 Ali Faez,6 Ali Adnan,21 Sherko Karim,14 Amjad Attwan,16 Amir Al-Ammari,13 Bashar Resan,8 Ibrahim Bayesh,19 Mohammed Qasim,9 Aymen Hussein,15 Dhurgham Ismail,10 Alaa Abdulzahra,7 Justin Meram,18 Mohanad Ali,-,12 Mohammed Salih,20 Ahmed Basil,3 Frans Putros,4 Karrar Amer,23 Maytham Jabbar,17 Alaa Mhawi,22 Sajad Jassim,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 2, 2021",South Korea vs Iraq
376,Iran,1 Alireza Beiranvand,4 Shoja Khalilzadeh,13 Hossein Kanaani,11 Vahid Amiri,15 Jafar Salmani,20 Milad Sarlak,8 Ahmad Nourollahi,14 Saman Ghoddos,7 Alireza Jahanbakhsh,17 Ali Gholizadeh,9 Mehdi Taremi,5 Milad Mohammadi,3 Saleh Hardani,6 Saeid Ezatolahi,16 Mehdi Torabi,10 Karim Ansarifard,12 Payam Niazmand,22 Amir Abedzadeh,2 Aref Aghasi,19 Siavash Yazdani,21 Omid Noorafkan,18 Seyed Mohammad Karimi,23 Mehdi Ghayedi,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 2, 2021",Iran vs Syria
376,Syria,1 Ibrahim Alma,2 Saad Al-Ahmad,13 Thaer Krouma,19 Muayad Al-Khouli,15 Khaled Kourdoghli,16 Abdul Rahman Oues,6 Kamel Hmeisha,18 Esraa Al-Hamwiah,10 Mahmoud Al-Mawas,12 Mohammed Osman,7 Omar Khribin,14 Ahmed Al-Ashkar,8 Aias Aosman,17 Fahd Youssef,20 Mahmoud Al-Baher,9 Alaa Al-Dali,22 Abdul Latif Nassan,23 Taha Mosa,5 Anas Balhous,4 Jihad Al-Baour,3 Moayad Ajan,11 Osama Omari,21 Mohammad Al-Marmour,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 2, 2021",Iran vs Syria
377,U. A. E.,1 Ali Khaseif,3 Walid Abbas,4 Shahin Abdulrahman,21 Mahmoud Al-Hammadi,9 Bandar Mohamed,8 Majed Hassan,5 Ali Salmin,14 Abdulla Hamad,11 Caio Canedo,15 Fábio Lima,7 Ali Mabkhout,12 Khalifa Al-Hammadi,18 Abdalla Ramadan,19 Tahnoon Al-Zaabi,10 Khalfan Mubarak,-,22 Adel Al-Hosani,17 Fahad Mohamed,6 Mohamed Omar Al-Attas,16 Alhusain Saleh,2 Mohamed Barghash,13 Ahmed Barman,23 Mohammed Jumaa,20 Sebastián Tagliabúe,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 2, 2021",U. A. E. vs Lebanon
377,Lebanon,21 Mostafa Matar,6 Joan Oumari,12 Alexander Michel,2 Kassem El Zein,4 Abbas Assi,13 Felix Michel,14 Nader Matar,11 Soony Saad,10 Mohamad Haidar,22 Bassel Jradi,7 Hassan Maatouk,15 Walid Shour,8 Shibriko,20 Rabih Ataya,9 Hilal El-Helwe,16 Omar Bugiel,1 Hadi Mortada,5 Hasan Srour,18 Majed Osman,19 Hady Ghandour,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 2, 2021",U. A. E. vs Lebanon
378,South Korea,1 Seung-gyu Kim,19 Young-gwon Kim,4 Min-jae Kim,14 Chul Hong,2 Yong Lee,6 In-beom Hwang,10 Jae-sung Lee,18 Dong-gyeong Lee,11 Hee-chan Hwang,17 Sang-ho Na,9 Gue-sung Cho,13 Jun-ho Son,8 Se-jong Ju,7 Min-kyu Song,22 Chang-hoon Kwon,16 Ui-jo Hwang,12 Sung-yun Gu,21 Hyeon-woo Jo,20 Kyung-won Kwon,23 Seung-hyun Jung,5 Ki-je Lee,3 Sang-woo Kang,15 Moon-hwan Kim,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 7, 2021",South Korea vs Lebanon
378,Lebanon,21 Mostafa Matar,6 Joan Oumari,2 Kassem El Zein,12 Alexander Michel,11 Soony Saad,4 Abbas Assi,15 Walid Shour,14 Nader Matar,13 Felix Michel,7 Hassan Maatouk,9 Hilal El-Helwe,8 Hassan Chaito,20 Rabih Ataya,16 Omar Bugiel,19 Hady Ghandour,-,23 Ali Sabeh,1 Hadi Mortada,3 Houssein Mortada,17 Mohamad Zein Tahan,5 Hasan Srour,22 Youssef Barakat,18 Majed Osman,10 Mahdi Zein,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 7, 2021",South Korea vs Lebanon
379,Syria,1 Ibrahim Alma,2 Saad Al-Ahmad,13 Thaer Krouma,15 Khaled Kourdoghli,16 Abdul Rahman Oues,6 Kamel Hmeisha,4 Zaher Midani,20 Aias Aosman,17 Fahd Youssef,10 Mahmoud Al-Mawas,7 Omar Khribin,3 Moayad Ajan,14 Ahmed Al-Ashkar,11 Osama Omari,18 Nasouh Al-Nakdali,8 Mahmoud Al-Baher,22 Abdul Latif Nassan,23 Taha Mosa,5 Omar Al-Midani,19 Muayad Al-Khouli,21 Mohammad Al-Marmour,12 Mohammed Osman,9 Alaa Al-Dali,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 7, 2021",Syria vs U. A. E.
379,U. A. E.,1 Ali Khaseif,3 Walid Abbas,4 Shahin Abdulrahman,21 Mahmoud Al-Hammadi,9 Bandar Mohamed,5 Ali Salmin,18 Abdalla Ramadan,8 Majed Hassan,11 Caio Canedo,15 Fábio Lima,7 Ali Mabkhout,6 Abdulla Hamad,23 Mohammed Jumaa,-,-,-,22 Adel Al-Hosani,17 Fahad Mohamed,12 Khalifa Al-Hammadi,14 Mohamed Omar Al-Attas,16 Alhusain Saleh,2 Mohamed Barghash,13 Ahmed Barman,19 Tahnoon Al-Zaabi,21 Khalfan Mubarak,20 Sebastián Tagliabúe,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 7, 2021",Syria vs U. A. E.
380,Iraq,1 Fahad Talib,2 Ahmed Ibrahim Khalaf,5 Ali Faez,15 Dhurgham Ismail,21 Sherko Karim,6 Safaa Hadi,16 Amir Al-Ammari,14 Amjad Attwan,13 Bashar Resan,11 Humam Tariq,9 Aymen Hussein,3 Frans Putros,10 Alaa Abdulzahra,19 Mohammed Qasim,7 Justin Meram,18 Mohanad Ali,12 Mohammed Salih,20 Ahmed Basil,4 Saad Natiq,23 Maytham Jabbar,17 Alaa Mhawi,8 Ibrahim Bayesh,22 Sajad Jassim,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 7, 2021",Iraq vs Iran
380,Iran,1 Alireza Beiranvand,4 Shoja Khalilzadeh,13 Hossein Kanaani,21 Omid Noorafkan,2 Sadegh Moharrami,6 Saeid Ezatolahi,8 Ahmad Nourollahi,11 Vahid Amiri,9 Mehdi Taremi,7 Alireza Jahanbakhsh,20 Sardar Azmoun,14 Saman Ghoddos,23 Mehdi Ghayedi,17 Ali Gholizadeh,10 Karim Ansarifard,-,12 Payam Niazmand,22 Amir Abedzadeh,15 Aref Aghasi,19 Siavash Yazdani,5 Milad Mohammadi,3 Saleh Hardani,18 Zobeir Niknafs,16 Mehdi Torabi,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Sep 7, 2021",Iraq vs Iran
381,South Korea,1 Seung-gyu Kim,19 Young-gwon Kim,4 Min-jae Kim,14 Chul Hong,2 Yong Lee,5 Woo-young Jung,6 In-beom Hwang,22 Min-kyu Song,11 Hee-chan Hwang,7 Heung-min Son,16 Ui-jo Hwang,10 Jae-sung Lee,13 Dong-jun Lee,9 Gue-sung Cho,-,-,12 Sung-yun Gu,21 Hyeon-woo Jo,20 Kyung-won Kwon,23 Ji-su Park,3 Jin-su Kim,15 Sang-woo Kang,8 Seung-ho Paik,18 Dong-gyeong Lee,17 Sang-ho Na,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 7, 2021",South Korea vs Syria
381,Syria,1 Ibrahim Alma,2 Saad Al-Ahmad,5 Omar Al-Midani,15 Khaled Kourdoghli,16 Abdul Rahman Oues,13 Thaer Krouma,12 Esraa Al-Hamwiah,10 Mahmoud Al-Mawas,17 Fahd Youssef,7 Omar Khribin,9 Omar Al-Somah,4 Zaher Midani,21 Mohammad Al-Marmour,20 Alaa Al-Dali,-,-,22 Abdul Latif Nassan,23 Taha Mosa,19 Muayad Al-Khouli,3 Moayad Ajan,8 Amro Jenyat,6 Kamel Hmeisha,14 Ahmed Al-Ashkar,18 Mohammad Anez,11 Osama Omari,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 7, 2021",South Korea vs Syria
382,Iraq,1 Fahad Talib,5 Ali Faez,23 Maytham Jabbar,6 Ali Adnan,17 Alaa Mhawi,14 Amjad Attwan,15 Mohammed Ali Abbood,8 Ibrahim Bayesh,13 Bashar Resan,18 Shareef Abdulkadhim,9 Aymen Hussein,7 Safaa Hadi,16 Amir Al-Ammari,19 Mohammed Qasim,11 Humam Tariq,-,12 Ali Yasin,20 Ahmed Basil,3 Karrar Amer,4 Sajad Jassim,10 Alaa Abdulzahra,21 Sherko Karim,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 7, 2021",Iraq vs Lebanon
382,Lebanon,21 Mostafa Matar,6 Joan Oumari,12 Alexander Michel,18 Kassem El Zein,2 Abbas Assi,3 Mouhammed-Ali Dhaini,13 Felix Michel,22 Bassel Jradi,7 Hassan Maatouk,15 Soony Saad,11 Mohamad Kdouh,14 Nader Matar,10 Mohamad Haidar,20 Rabih Ataya,9 Hilal El-Helwe,-,1 Ali Daher,4 Walid Shour,16 Shibriko,5 Hussein Zein,17 Mohamad Zein Tahan,8 Omar Bugiel,19 Hady Ghandour,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 7, 2021",Iraq vs Lebanon
383,U. A. E.,1 Ali Khaseif,13 Mohamed Omar Al-Attas,4 Shahin Abdulrahman,21 Mahmoud Al-Hammadi,9 Bandar Mohamed,8 Majed Hassan,5 Abdulla Hamad,18 Abdalla Ramadan,14 Khalil Ibrahim,15 Fábio Lima,7 Ali Mabkhout,23 Mohammed Jumaa,20 Sebastián Tagliabúe,-,-,-,17 Mohamed Al-Shamsi,22 Adel Al-Hosani,12 Khalifa Al-Hammadi,16 Alhusain Saleh,6 Yousef Jaber,2 Abdulaziz Hussain,3 Majid Rashid,19 Tahnoon Al-Zaabi,10 Khalfan Mubarak,11 Caio Canedo,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 7, 2021",U. A. E. vs Iran
383,Iran,1 Alireza Beiranvand,4 Shoja Khalilzadeh,13 Hossein Kanaani,21 Omid Noorafkan,2 Sadegh Moharrami,6 Saeid Ezatolahi,8 Ahmad Nourollahi,11 Vahid Amiri,7 Alireza Jahanbakhsh,20 Sardar Azmoun,9 Mehdi Taremi,3 Ehsan Hajsafi,18 Milad Sarlak,17 Ali Gholizadeh,10 Karim Ansarifard,-,12 Payam Niazmand,22 Amir Abedzadeh,19 Majid Hosseini,5 Milad Mohammadi,15 Saleh Hardani,14 Saman Ghoddos,16 Mehdi Torabi,23 Mehdi Ghayedi,-,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 7, 2021",U. A. E. vs Iran
384,Iran,1 Alireza Beiranvand,4 Shoja Khalilzadeh,13 Hossein Kanaani,11 Vahid Amiri,2 Sadegh Moharrami,6 Saeid Ezatolahi,8 Ahmad Nourollahi,7 Alireza Jahanbakhsh,17 Ali Gholizadeh,20 Sardar Azmoun,9 Mehdi Taremi,18 Milad Sarlak,21 Omid Noorafkan,23 Mehdi Ghayedi,-,-,12 Rashid Mazaheri,22 Amir Abedzadeh,19 Majid Hosseini,3 Ehsan Hajsafi,5 Milad Mohammadi,15 Saleh Hardani,14 Saman Ghoddos,16 Mehdi Torabi,10 Karim Ansarifard,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 12, 2021",Iran vs South Korea
384,South Korea,1 Seung-gyu Kim,19 Young-gwon Kim,4 Min-jae Kim,14 Chul Hong,2 Yong Lee,5 Woo-young Jung,6 In-beom Hwang,10 Jae-sung Lee,7 Heung-min Son,16 Ui-jo Hwang,11 Hee-chan Hwang,3 Jin-su Kim,18 Dong-gyeong Lee,17 Sang-ho Na,-,-,12 Bum-keun Song,21 Hyeon-woo Jo,20 Kyung-won Kwon,23 Ji-su Park,15 Sang-woo Kang,8 Seung-ho Paik,22 Woo-yeong Jeong,13 Min-kyu Song,9 Gue-sung Cho,-,-,-,-,-,-,"World Cup Qualifiers, 2022, Asia","World Cup Qualifiers, Asia","Oct 12, 2021",Iran vs South Korea
