,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Competition General,Date,Match
18,Uzbekistan,12 Ignatiy Nesterov,5 Anzur Ismoilov,9 Odil Akhmedov,19 Vitaliy Denisov,20 Islom Tukhtakhuzhaev,7 Azizbek Khaydarov,18 Timur Kapadze,8 Server Djeparov,22 Shokhrukh Gadoev,23 Akmal Shorakhmedov,10 Ulugbek Bakaev,17 Sanzhar Tursunov,11 Farkhod Tadzhiev,15 Aleksandr Geynrikh,-,-,1 Murod Zukhurov,21 Sardor Kobulzhanov,3 Shavkat Mulladzhanov,4 Artyom Filiposyan,13 Oleg Zoteev,16 Islom Inomov,14 Fozil Musaev,6 Jasur Khasanov,2 Bakhodir Nasimov,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 11, 2013",South Korea vs Uzbekistan
19,Iran,1 Rahman Ahmadi,4 Seyed Jalal Hosseini,15 Pejman Montazeri,19 Hashem Beikzadeh,2 Khosro Heydari,6 Javad Nekounam,14 Andranik Teymourian,7 Mohammad Reza Khalatbari,8 Mojtaba Jabbari,12 Masoud Shojaei,19 Reza Ghoochannejhad,- Ehsan Hajsafi,- Mohsen Mosalman,- Gholamreza Rezaei,-,-,- Alireza Haghighi,22 Sosha Makani,5 Amirhossein Sadeghi,3 Shoja Khalilzadeh,- Hossein Mahini,20 Omid Ebrahimi,- Ghasem Hadadifar,- Mehrdad Oladi,21 Farzad Hatami,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 11, 2013",Iran vs Lebanon
19,Lebanon,- Abbas Hassan,2 Hassan Daher,- Mootaz Jounaidi,17 Mohamad Zein Tahan,- Hamza Salameh,- Mouhamad Chamass,19 Mahmoud Kojok,- Fayez Chamsine,- Hassan Maatouk,- Abbas Ali Atwi,- Hassan Chaito,5 Nour Mansour,- Nader Matar,- Mohamed Atwi,-,-,21 Lary Mehanna,1 Mehdi Khalil,- Mohamad Hammoud,11 Hussein Melhem Awada,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 11, 2013",Iran vs Lebanon
20,Uzbekistan,- Ignatiy Nesterov,- Anzur Ismoilov,- Kamoliddin Tadzhiev,- Vitaliy Denisov,- Akmal Shorakhmedov,- Odil Akhmedov,- Timur Kapadze,- Server Djeparov,- Jasur Khasanov,- Sanzhar Tursunov,- Aleksandr Geynrikh,- Oleg Zoteev,- Ulugbek Bakaev,- Bakhodir Nasimov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 18, 2013",Uzbekistan vs Qatar
20,Qatar,- Ahmed Sofyan,- Ibrahim Al-Ghanim,- Ibrahim Majed,3 Abdelkarim Hassan,4 Mosaab Mahmoud,- Hamad Al-Abidi,- Talal Al-Bloushi,- Hussain Ali Shehab,- Yusef Ahmed Ali,- Hasan Al-Haydos,81 Abdulqadir Ilyas,- Hamid Ismaeil,- Mohammed Kasola,- Khalfan Ibrahim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 18, 2013",Uzbekistan vs Qatar
21,South Korea,1 Sung-ryong Jung,20 Young-gwon Kim,3 Kee-hee Kim,19 Chi-woo Kim,15 Chang-soo Kim,2 Hyun-soo Jang,6 Myung-joo Lee,9 Heung-min Son,10 Dong-won Ji,18 Shin-wook Kim,20 Dong-gook Lee,7 Bo-kyung Kim,11 Keun-ho Lee,-,-,-,21 Young-kwang Kim,23 Bum-young Lee,5 Tae-hwi Kwak,14 In-hwan Jung,12 Ju-ho Park,16 Kwang-hoon Shin,4 Nam-il Kim,8 Kook-young Han,13 Seung-gi Lee,17 Chung-yong Lee,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 18, 2013",South Korea vs Iran
21,Iran,1 Rahman Ahmadi,5 Amirhossein Sadeghi,4 Seyed Jalal Hosseini,19 Hashem Beikzadeh,15 Pejman Montazeri,6 Javad Nekounam,14 Andranik Teymourian,8 Mojtaba Jabbari,7 Masoud Shojaei,2 Khosro Heydari,16 Reza Ghoochannejhad,3 Ehsan Hajsafi,11 Gholamreza Rezaei,21 Farzad Hatami,-,-,12 Sosha Makani,22 Alireza Haghighi,18 Shoja Khalilzadeh,13 Hossein Mahini,20 Omid Ebrahimi,23 Ghasem Hadadifar,17 Mohammad Nouri,9 Mohammad Reza Khalatbari,10 Mehrdad Oladi,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 18, 2013",South Korea vs Iran
22,Japan,1 Eiji Kawashima,22 Maya Yoshida,15 Yasuyuki Konno,5 Yuto Nagatomo,6 Atsuto Uchida,17 Makoto Hasebe,7 Yasuhito Endo,4 Keisuke Honda,10 Shinji Kagawa,9 Shinji Okazaki,18 Ryoichi Maeda,21 Hiroki Sakai,13 Hajime Hosogai,8 Hiroshi Kiyotake,-,-,12 Shusaku Nishikawa,23 Shuichi Gonda,2 Masahiko Inoha,16 Yuzo Kurihara,3 Yuichi Komano,20 Hideto Takahashi,14 Kengo Nakamura,19 Ryo Miyaichi,11 Mike Havenaar,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 3, 2012",Japan vs Oman
22,Oman,1 Ali Al-Habsi,3 Jaber Al Owaisi,13 Abdul Sallam Amur,2 Mohammed Al-Musalami,11 Saad Suhail,12 Ahmed Kano,- Raed Ibrahim Saleh,7 Hussain Al-Hadhri,10 Fawzi Bashir,21 Ahmed Hadid,20 Amad Al-Hosni,4 Ali Al-Jabri,9 Abdul Aziz Al-Muqbali,15 Ismail Al-Ajmi,-,-,18 Faiyz Al-Rusheidi,22 Hani Al Sabti,19 Mohammed Al-Sheiba,8 Ali Salim Al-Nahar,23 Mohamed Hamad Al Mukhaini,14 Mohamed Al-Maashari,17 Hamood Al-Saadi,16 Mohamed Saleh Al-Ghassani,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 3, 2012",Japan vs Oman
23,Jordan,1 Amer Shafi,8 Bashar Bani Yaseen,19 Anas Bani Yaseen,16 Basem Fat'hi,15 Shadi Abu Hash'hash,4 Baha'a Abdulrahman,13 Khalil Bani Attiah,21 Odai Al-Saify,7 Amer Deeb,10 Ahmad Hayel,20 Hamza Al-Dardour,11 Anas Hijah,14 Abdallah Deeb,- Thaer Bawab,-,-,12 Lo'ai Al-Amaireh,22 Feras Saleh,2 Mohammad Muneer,17 Hatem Aqel,- Shareef Adnan,5 Mohammad Al-Dmeiri,3 Sulaiman Al-Salman,6 Saeed Murjan,11 Ra'ed Al-Nawateer,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 3, 2012",Jordan vs Iraq
23,Iraq,12 Mohammed Kassid,14 Salam Shakir,15 Ali Rehema,3 Bassim Abbas,8 Samal Saeed,20 Muthana Khalid,4 Qusay Munir,5 Nashat Akram,13 Karrar Jassim,11 Hawar Mulla Mohammed,10 Younis Mahmoud,17 Alaa Abdulzahra,9 Mustafa Kareem,-,-,-,1 Noor Sabri,- Walid Bahar,6 Fareed Majeed,21 Ahmed Ibrahim Khalaf,19 Hussam Kadhim,- Ibrahim Kamil,18 Mahdi Kareem,- Luay Salah,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 3, 2012",Jordan vs Iraq
24,Japan,1 Eiji Kawashima,22 Maya Yoshida,15 Yasuyuki Konno,5 Yuto Nagatomo,6 Atsuto Uchida,17 Makoto Hasebe,7 Yasuhito Endo,4 Keisuke Honda,10 Shinji Kagawa,9 Shinji Okazaki,18 Ryoichi Maeda,2 Masahiko Inoha,16 Yuzo Kurihara,14 Kengo Nakamura,-,-,12 Shusaku Nishikawa,23 Shuichi Gonda,3 Yuichi Komano,20 Hideto Takahashi,21 Hiroki Sakai,13 Hajime Hosogai,8 Hiroshi Kiyotake,19 Ryo Miyaichi,11 Mike Havenaar,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 8, 2012",Japan vs Jordan
24,Jordan,1 Amer Shafi,2 Mohammad Muneer,19 Anas Bani Yaseen,16 Basem Fat'hi,13 Khalil Bani Attiah,4 Baha'a Abdulrahman,6 Saeed Murjan,18 Thaer Bawab,14 Abdallah Deeb,9 Odai Al-Saify,10 Ahmad Hayel,5 Mohammad Al-Dmeiri,15 Shadi Abu Hash'hash,23 Anas Hijah,-,-,12 Lo'ai Al-Amaireh,22 Abdullah Al-Zoubi,17 Hatem Aqel,8 Bashar Bani Yaseen,21 Shareef Adnan,3 Sulaiman Al-Salman,7 Amer Deeb,11 Ra'ed Al-Nawateer,20 Hamza Al-Dardour,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 8, 2012",Japan vs Jordan
25,Oman,1 Ali Al-Habsi,2 Mohammed Al-Musalami,5 Mohammed Al-Sheiba,11 Saad Suhail,23 Mohamed Hamad Al Mukhaini,12 Ahmed Kano,23 Juma Darwish,2 Eid Al-Farsi,- Raed Ibrahim Saleh,15 Ismail Al-Ajmi,20 Amad Al-Hosni,-,-,-,-,-,18 Faiyz Al-Rusheidi,22 Hani Al Sabti,3 Jaber Al Owaisi,13 Abdul Sallam Amur,4 Ali Salim Al-Nahar,10 Fawzi Bashir,21 Ahmed Hadid,17 Hamood Al-Saadi,7 Hussain Al-Hadhri,9 Abdul Aziz Al-Muqbali,- Mohamed Saleh Al-Ghassani,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 8, 2012",Oman vs Australia
25,Australia,1 Mark Schwarzer,6 Sasa Ognenovski,2 Lucas Neill,11 David Carney,13 Jade North,16 Carl Valeri,23 Mark Bresciano,8 Luke Wilkshire,17 Matt McKay,10 Harry Kewell,20 Alex Brosque,14 Robbie Kruse,7 Archie Thompson,-,-,-,12 Nathan Coe,18 Mitchell Langerak,3 Mark Milligan,5 Rhys Williams,22 Matthew Spiranovic,15 Mile Jedinak,19 Neil Kilkenny,4 Tim Cahill,21 Nikita Rukavytsya,9 Joshua Kennedy,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 8, 2012",Oman vs Australia
26,Australia,1 Mark Schwarzer,6 Sasa Ognenovski,2 Lucas Neill,11 David Carney,13 Jade North,16 Carl Valeri,23 Mark Bresciano,8 Luke Wilkshire,17 Matt McKay,4 Tim Cahill,20 Alex Brosque,3 Mark Milligan,14 Robbie Kruse,21 Nikita Rukavytsya,-,-,12 Nathan Coe,18 Mitchell Langerak,5 Rhys Williams,22 Matthew Spiranovic,15 Mile Jedinak,19 Neil Kilkenny,10 Harry Kewell,7 Archie Thompson,9 Joshua Kennedy,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 12, 2012",Australia vs Japan
26,Japan,1 Eiji Kawashima,16 Yuzo Kurihara,15 Yasuyuki Konno,5 Yuto Nagatomo,6 Atsuto Uchida,17 Makoto Hasebe,7 Yasuhito Endo,4 Keisuke Honda,10 Shinji Kagawa,9 Shinji Okazaki,18 Ryoichi Maeda,2 Masahiko Inoha,21 Hiroki Sakai,8 Hiroshi Kiyotake,-,-,12 Shusaku Nishikawa,23 Shuichi Gonda,22 Tomoaki Makino,3 Yuichi Komano,20 Hideto Takahashi,13 Hajime Hosogai,14 Kengo Nakamura,19 Ryo Miyaichi,11 Mike Havenaar,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 12, 2012",Australia vs Japan
27,Iraq,- Mohammed Kassid,14 Salam Shakir,15 Ali Rehema,3 Bassim Abbas,16 Samal Saeed,20 Muthana Khalid,4 Qusay Munir,5 Nashat Akram,13 Karrar Jassim,11 Hawar Mulla Mohammed,10 Younis Mahmoud,17 Alaa Abdulzahra,9 Mustafa Kareem,- Hammadi Ahmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 12, 2012",Iraq vs Oman
27,Oman,1 Ali Al-Habsi,13 Abdul Sallam Amur,2 Mohammed Al-Musalami,5 Mohammed Al-Sheiba,11 Saad Suhail,12 Ahmed Kano,2 Eid Al-Farsi,- Raed Ibrahim Saleh,7 Hussain Al-Hadhri,9 Abdul Aziz Al-Muqbali,20 Amad Al-Hosni,- Ali Al-Jabri,10 Fawzi Bashir,15 Ismail Al-Ajmi,-,-,18 Faiyz Al-Rusheidi,22 Hani Al Sabti,- Jaber Al Owaisi,8 Ali Salim Al-Nahar,16 Mohamed Hamad Al Mukhaini,23 Juma Darwish,19 Hamood Al-Saadi,- Mohamed Saleh Al-Ghassani,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 12, 2012",Iraq vs Oman
28,Japan,1 Eiji Kawashima,2 Masahiko Inoha,22 Maya Yoshida,5 Yuto Nagatomo,3 Yuichi Komano,17 Makoto Hasebe,7 Yasuhito Endo,4 Keisuke Honda,8 Hiroshi Kiyotake,9 Shinji Okazaki,18 Ryoichi Maeda,13 Hajime Hosogai,11 Mike Havenaar,-,-,-,12 Shusaku Nishikawa,23 Shuichi Gonda,15 Hiroki Mizumoto,16 Daiki Iwamasa,21 Tomoaki Makino,6 Gotoku Sakai,20 Hideto Takahashi,14 Kengo Nakamura,19 Genki Haraguchi,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Sep 11, 2012",Japan vs Iraq
28,Iraq,22 Noor Sabri,3 Ali Bahjat,2 Ahmed Ibrahim Khalaf,19 Hussam Kadhim,23 Waleed Salem Al-Lami,20 Muthana Khalid,14 Khaldoun Ibrahim,17 Alaa Abdulzahra,9 Ahmed Yasin,7 Hammadi Ahmed,11 Amjed Radhi,5 Nashat Akram,13 Karrar Jassim,10 Younis Mahmoud,-,-,1 Jalal Hassan,12 Mohammed Kassid,6 Ali Abdul-Jabbar,15 Ali Rehema,16 Samal Saeed,21 Hussain Ruhaima,4 Qusay Munir,8 Osama Rashid,18 Hussam Ibrahim Al-Sarray,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Sep 11, 2012",Japan vs Iraq
29,Jordan,1 Amer Shafi,8 Bashar Bani Yaseen,19 Anas Bani Yaseen,4 Mohammad Al-Dmeiri,16 Basem Fat'hi,15 Shadi Abu Hash'hash,9 Odai Al-Saify,18 Hassan Abdel Fattah,7 Amer Deeb,10 Ahmad Hayel,5 Abdulelah Al-Hanahneh,-,-,-,-,-,12 Lo'ai Al-Amaireh,2 Mohammad Muneer,3 Sulaiman Al-Salman,6 Saeed Murjan,23 Anas Hijah,11 Ra'ed Al-Nawateer,14 Mahmoud Shelbaieh,20 Hamza Al-Dardour,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Sep 11, 2012",Jordan vs Australia
29,Australia,1 Mark Schwarzer,6 Sasa Ognenovski,2 Lucas Neill,11 David Carney,8 Luke Wilkshire,17 Matt McKay,23 Mark Bresciano,4 Tim Cahill,14 Brett Holman,10 Robbie Kruse,20 Alex Brosque,22 Matthew Spiranovic,15 Mile Jedinak,7 Archie Thompson,-,-,18 Brad Jones,12 Mitchell Langerak,3 Jason Davidson,5 Ryan McGowan,13 Jade North,16 James Holland,19 Adam Sarota,21 Nikita Rukavytsya,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Sep 11, 2012",Jordan vs Australia
30,Oman,- Ali Al-Habsi,- Mohammed Al-Musalami,- Mohammed Al-Sheiba,- Saad Suhail,- Ahmed Kano,- Juma Darwish,- Fawzi Bashir,- Raed Ibrahim Saleh,- Mohamed Saleh Al-Ghassani,- Amad Al-Hosni,- Ismail Al-Ajmi,- Jaber Al Owaisi,- Eid Al-Farsi,- Abdul Aziz Al-Muqbali,-,-,- Rashid Juma Al-Farsi,- Mohamed Hamad Al Mukhaini,- Ali Al-Jabri,- Qasim Said,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Oct 16, 2012",Oman vs Jordan
30,Jordan,- Lo'ai Al-Amaireh,- Anas Bani Yaseen,- Mohammad Mustafa,- Mohammad Al-Dmeiri,- Sulaiman Al-Salman,- Shadi Abu Hash'hash,- Saeed Murjan,- Odai Al-Saify,- Hassan Abdel Fattah,- Amer Deeb,- Ahmad Hayel,- Abdallah Deeb,- Thaer Bawab,- Hamza Al-Dardour,-,-,- Mohammad Muneer,- Anas Hijah,- Rakan Al-Khalidi,-,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Oct 16, 2012",Oman vs Jordan
31,Iraq,22 Noor Sabri,14 Salam Shakir,16 Samal Saeed,19 Hussam Kadhim,2 Ahmed Ibrahim Khalaf,20 Muthana Khalid,4 Khaldoun Ibrahim,5 Nashat Akram,7 Ahmed Yasin,13 Hammadi Ahmed,10 Younis Mahmoud,6 Osama Rashid,17 Alaa Abdulzahra,9 Mustafa Kareem,-,-,1 Jalal Hassan,12 Mohammed Kassid,3 Ali Bahjat,15 Ali Rehema,21 David Haider,23 Waleed Salem Al-Lami,21 Hussain Ruhaima,8 Samer Saeed,11 Amjed Radhi,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Oct 16, 2012",Iraq vs Australia
31,Australia,1 Mark Schwarzer,2 Lucas Neill,22 Matthew Spiranovic,17 Matt McKay,8 Luke Wilkshire,15 Mile Jedinak,16 Carl Valeri,4 Tim Cahill,14 Brett Holman,10 Robbie Kruse,20 Alex Brosque,9 James Holland,3 Tommy Oar,7 Archie Thompson,-,-,18 Brad Jones,12 Mitchell Langerak,5 Ryan McGowan,6 Mark Milligan,13 Jade North,23 Mark Bresciano,19 Adam Sarota,21 Nikita Rukavytsya,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Oct 16, 2012",Iraq vs Australia
32,Oman,1 Ali Al-Habsi,13 Abdul Sallam Amur,2 Mohammed Al-Musalami,17 Hasan Mudhafar,6 Rashid Juma Al-Farsi,12 Ahmed Kano,23 Juma Darwish,10 Fawzi Bashir,7 Raed Ibrahim Saleh,15 Ismail Al-Ajmi,20 Amad Al-Hosni,8 Eid Al-Farsi,11 Abdullah Saleh Abdul-Hadi,9 Abdul Aziz Al-Muqbali,-,-,18 Faiyz Al-Rusheidi,22 Mazin Al-Kasbi,3 Jaber Al Owaisi,21 Mohamed Hamad Al Mukhaini,14 Mohamed Al-Maashari,4 Ali Al-Jabri,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Nov 14, 2012",Oman vs Japan
32,Japan,1 Eiji Kawashima,22 Maya Yoshida,15 Yasuyuki Konno,5 Yuto Nagatomo,21 Hiroki Sakai,17 Makoto Hasebe,7 Yasuhito Endo,4 Keisuke Honda,9 Shinji Okazaki,8 Hiroshi Kiyotake,18 Ryoichi Maeda,6 Gotoku Sakai,20 Hideto Takahashi,13 Hajime Hosogai,-,-,12 Shusaku Nishikawa,23 Shuichi Gonda,2 Masahiko Inoha,16 Yuzo Kurihara,3 Yuichi Komano,14 Kengo Nakamura,10 Takashi Inui,11 Mike Havenaar,19 Takashi Usami,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Nov 14, 2012",Oman vs Japan
33,Iraq,22 Noor Sabri,3 Ali Bahjat,2 Ahmed Ibrahim Khalaf,15 Ali Rehema,23 Waleed Salem Al-Lami,4 Khaldoun Ibrahim,8 Osama Rashid,14 Saad Abdul Ameer,18 Hussam Ibrahim Al-Sarray,9 Ahmed Yasin,7 Hammadi Ahmed,16 Samal Saeed,17 Nabeel Sabah,- Amjed Radhi,-,-,1 Jalal Hassan,12 Mohammed Kassid,21 David Haider,19 Hussam Kadhim,-,-,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Nov 14, 2012",Iraq vs Jordan
33,Jordan,1 Amer Shafi,8 Mohammad Mustafa,4 Mohammad Al-Dmeiri,16 Basem Fat'hi,15 Shadi Abu Hash'hash,6 Saeed Murjan,13 Khalil Bani Attiah,18 Hassan Abdel Fattah,7 Amer Deeb,14 Abdallah Deeb,5 Thaer Bawab,9 Odai Al-Saify,10 Ahmad Hayel,20 Hamza Al-Dardour,-,-,12 Lo'ai Al-Amaireh,2 Mohammad Muneer,3 Sulaiman Al-Salman,19 Hazem Jawdat,23 Anas Hijah,11 Ra'ed Al-Nawateer,-,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Nov 14, 2012",Iraq vs Jordan
34,Australia,1 Mark Schwarzer,19 Robert Cornthwaite,21 Michael Thwaite,17 Matt McKay,8 Luke Wilkshire,16 James Holland,15 Mile Jedinak,4 Tim Cahill,20 Alex Brosque,14 Brett Holman,10 Robbie Kruse,23 Mark Bresciano,11 Tommy Oar,7 Archie Thompson,-,-,18 Eugene Galekovic,12 Mathew Ryan,5 Rhys Williams,6 Mark Milligan,13 Jade North,22 Dino Djulbic,9 Tom Rogic,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Mar 26, 2013",Australia vs Oman
34,Oman,1 Ali Al-Habsi,2 Mohammed Al-Musalami,11 Saad Suhail,17 Hasan Mudhafar,6 Raed Ibrahim Saleh,8 Eid Al-Farsi,10 Qasim Said,12 Ahmed Kano,13 Ahmed Hadid,9 Abdul Aziz Al-Muqbali,20 Amad Al-Hosni,3 Jaber Al Owaisi,4 Ali Al-Jabri,15 Ismail Al-Ajmi,-,-,18 Faiyz Al-Rusheidi,22 Mazin Al-Kasbi,21 Ali Salim Al-Nahar,16 Yaqoob Al Qasmi,14 Mohamed Al-Maashari,23 Juma Darwish,19 Fahad Al-Jalabubi,-,-,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Mar 26, 2013",Australia vs Oman
35,Jordan,1 Amer Shafi,8 Mohammad Mustafa,19 Anas Bani Yaseen,16 Basem Fat'hi,23 Oday Zahran,15 Shadi Abu Hash'hash,6 Saeed Murjan,7 Amer Deeb,9 Odai Al-Saify,13 Khalil Bani Attiah,10 Ahmad Hayel,5 Adnan Adous,14 Abdallah Deeb,20 Hamza Al-Dardour,-,-,12 Abdullah Al-Zoubi,22 Ahmed Abdel-Sattar,2 Mohammad Muneer,17 Ibrahim Al-Zawahreh,4 Mohammad Al-Dmeiri,21 Essam Mubaideen,18 Hassan Abdel Fattah,11 Ra'ed Al-Nawateer,3 Yaseen Al-Bakhit,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Mar 26, 2013",Jordan vs Japan
35,Japan,1 Eiji Kawashima,22 Maya Yoshida,15 Yasuyuki Konno,5 Gotoku Sakai,6 Atsuto Uchida,17 Makoto Hasebe,7 Yasuhito Endo,10 Shinji Kagawa,8 Hiroshi Kiyotake,9 Shinji Okazaki,18 Ryoichi Maeda,3 Yuichi Komano,19 Takashi Inui,11 Mike Havenaar,-,-,12 Shusaku Nishikawa,23 Shuichi Gonda,2 Masahiko Inoha,16 Yuzo Kurihara,20 Hideto Takahashi,21 Hiroki Sakai,13 Hajime Hosogai,14 Kengo Nakamura,4 Yuki Otsu,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Mar 26, 2013",Jordan vs Japan
36,Japan,1 Eiji Kawashima,22 Maya Yoshida,15 Yasuyuki Konno,5 Yuto Nagatomo,6 Atsuto Uchida,17 Makoto Hasebe,7 Yasuhito Endo,4 Keisuke Honda,10 Shinji Kagawa,9 Shinji Okazaki,18 Ryoichi Maeda,16 Yuzo Kurihara,8 Hiroshi Kiyotake,11 Mike Havenaar,-,-,12 Shusaku Nishikawa,23 Shuichi Gonda,2 Masahiko Inoha,3 Gotoku Sakai,20 Hideto Takahashi,21 Hiroki Sakai,13 Hajime Hosogai,14 Kengo Nakamura,19 Takashi Inui,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 4, 2013",Japan vs Australia
36,Australia,1 Mark Schwarzer,6 Sasa Ognenovski,2 Lucas Neill,17 Matt McKay,8 Luke Wilkshire,5 Mark Milligan,23 Mark Bresciano,14 Brett Holman,11 Tommy Oar,10 Robbie Kruse,4 Tim Cahill,21 Dario Vidosic,7 Archie Thompson,-,-,-,18 Eugene Galekovic,12 Mitchell Langerak,13 Jade North,15 Ryan McGowan,19 Robert Cornthwaite,22 Michael Thwaite,3 Ivan Franjic,16 James Holland,20 Tom Rogic,9 Joshua Kennedy,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 4, 2013",Japan vs Australia
37,Oman,18 Faiyz Al-Rusheidi,13 Abdul Sallam Amur,2 Mohammed Al-Musalami,17 Hasan Mudhafar,11 Saad Suhail,8 Eid Al-Farsi,12 Ahmed Kano,6 Raed Ibrahim Saleh,10 Qasim Said,9 Abdul Aziz Al-Muqbali,15 Ismail Al-Ajmi,21 Ali Salim Al-Nahar,4 Ali Al-Jabri,14 Hassan Rabia,-,-,1 Mazin Al-Kasbi,3 Jaber Al Owaisi,22 Mohammed Al-Sheiba,16 Yaqoob Al Qasmi,20 Mohamed Al-Maashari,23 Juma Darwish,19 Fahad Al-Jalabubi,5 Basim Al-Rajaibi,7 Hussain Al-Hadhri,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 4, 2013",Oman vs Iraq
37,Iraq,22 Noor Sabri,14 Salam Shakir,15 Ali Rehema,6 Ali Adnan,2 Ahmed Ibrahim Khalaf,20 Muthana Khalid,8 Saif Salman,17 Alaa Abdulzahra,5 Nashat Akram,11 Humam Tariq,10 Younis Mahmoud,21 Saad Abdul Ameer,9 Mustafa Kareem,18 Amjed Radhi,-,-,1 Jalal Hassan,12 Mohammed Hameed,3 Ali Bahjat,19 Dhurgham Ismail,23 Waleed Salem Al-Lami,4 Khaldoun Ibrahim,13 Osama Ali,7 Hammadi Ahmed,16 Mohanad Abdul-Rahim,-,-,-,-,-,-,"World Cup Qualifiers, 2014, Asia","World Cup Qualifiers, Asia","Jun 4, 2013",Oman vs Iraq
