,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
84,Honduras U20,1 José García,15 Maynor Antúnez,5 Wesly Decas,2 Elison Rivas,18 Jonathan Núñez,8 Gerson Chávez,16 Jack Jean-Baptiste,6 Everson López,14 Joseph Rosales,4 Axel Gómez,11 Josué Villafranca,3 Darwin Diego,7 Cristian Cálix,10 Carlos Mejía,-,-,12 Óscar Reyes,21 Johan Villanueva,17 Luis Palma,13 Selvin Guevara,20 Patrick Palacios,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 30, 2019",Norway U20 vs Honduras U20
85,New Zealand U20,12 Cameron Brown,5 Nando Pijnaker,2 George Stanger,3 Dalton Wilkins,6 Dane Schnell,16 Dominic Wooldridge,15 Trevor Zwetsloot,14 Leon van den Hoven,20 Willem Ebbinge,11 Matthew Conroy,9 Max Mata,4 Gianni Stensness,8 Joe Bell,10 Sarpreet Singh,-,-,1 Michael Woud,21 Zac Jones,13 Liberato Cacace,17 Callan Elliot,19 Callum McCowatt,7 Elijah Just,18 Ben Waine,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 30, 2019",New Zealand U20 vs Uruguay U20
85,Uruguay U20,1 Franco Israel,2 Bruno Méndez,19 Ronald Araujo,15 Edgar Elizalde,13 Emiliano Ancheta,18 Juan Manuel Sanabria,5 Martín Barrios,17 Thomás Chacón,7 Emiliano Gómez,20 Juan Manuel Boselli,9 Darwin Núñez,16 Nicolás Acevedo,10 Nicolás Schiappacasse,11 Brian Rodríguez,-,-,12 Renzo Bacchia,21 Mauro Silveira,3 Sebastián Cáceres,4 Ezequiel Busquets,14 Francisco Ginella,8 Santiago Rodríguez,6 Maximiliano Araújo,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 30, 2019",New Zealand U20 vs Uruguay U20
86,Qatar U20,18 Shehab Ellethy,15 Bahaa Mamdouh,19 Ahmed Suhail,3 Ahmed Al-Minhali,2 Nasir Baksh,4 Abdollah Ali Saei,17 Mohammed Waad,8 Andri Sudarmanto,14 Eisa Palangi,16 Hashim Ali,9 Yusuf Abdurisag,10 Khalid Mohammed,6 Nasser Al-Yazidi,7 Abdulrasheed Ibrahim,-,-,1 Salah Zakaria,21 Marwan Badredlin,5 Yousef Aymen,12 Homam Al-Amin,13 Ali Karami,20 Ahmed Al-Sebaie,11 Abdullah Murisi,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 24, 2019",Qatar U20 vs Nigeria U20
86,Nigeria U20,16 Olawale Oremade,6 Valentine Ozornwafor,5 Aliu Salawudeen,3 Ikouwem Utin,2 Zilkifilu Rabiu,8 Tom Dele-Bashiru,14 Kingsley Michael,15 Jamil Muhammad,11 Henry Offia,19 Maxwell Effiom,20 Muhamed Tijani,13 Nnamdi Ofoborh,17 Success Makanjuola,9 Akor Adams,-,-,1 Detan Ogundare,21 Jonathan Zaccala,12 Igoh Ogbu,4 Peter Eletu,10 Aniekeme Okon,7 Yira Sor,18 Chinonso Emeka,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 24, 2019",Qatar U20 vs Nigeria U20
87,Ukraine U20,1 Andriy Lunin,13 Danylo Beskorovaynyi,4 Denys Popov,2 Valeriy Bondar,8 Oleksiy Khakhlyov,16 Mykola Musolitin,17 Yukhym Konoplya,9 Viktor Kornienko,10 Sergiy Buletsa,7 Georgiy Tsitaishvili,11 Vladyslav Supryaga,6 Maksym Chekh,21 Oleksiy Kashchuk,18 Denys Ustymenko,-,-,12 Vladyslav Kucheruk,20 Dmytro Riznyk,19 Igor Snurnitsyn,3 Oleksandr Safronov,5 Oleg Veremiyenko,15 Kyrylo Dryshlyuk,14 Danylo Sikan,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 24, 2019",Ukraine U20 vs USA U20
87,USA U20,1 Brady Scott,13 Aboubacar Keita,5 Chris Richards,3 Chris Gloster,2 Sergiño Dest,6 Chris Durkin,16 Brandon Servania,8 Alex Méndez,10 Paxton Pomykal,17 Konrad de la Fuente,11 Timothy Weah,15 Matt Real,19 Justin Rennicks,9 Sebastian Soto,-,-,12 David Ochoa,21 CJ dos Santos,4 Mark McKenzie,14 Edwin Cerrillo,20 Richard Ledezma,18 Ulysses Llanez,7 Ayo Akinola,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 24, 2019",Ukraine U20 vs USA U20
88,Qatar U20,18 Shehab Ellethy,15 Bahaa Mamdouh,19 Ahmed Suhail,3 Ahmed Al-Minhali,2 Nasir Baksh,17 Mohammed Waad,8 Andri Sudarmanto,10 Khalid Mohammed,9 Yusuf Abdurisag,11 Abdullah Murisi,7 Abdulrasheed Ibrahim,16 Hashim Ali,-,-,-,-,1 Salah Zakaria,21 Marwan Badredlin,5 Yousef Aymen,12 Homam Al-Amin,14 Eisa Palangi,13 Ali Karami,4 Abdollah Ali Saei,20 Ahmed Al-Sebaie,6 Nasser Al-Yazidi,-,-,-,-,-,-,U-20 World Cup 2019,"May 27, 2019",Qatar U20 vs Ukraine U20
88,Ukraine U20,1 Andriy Lunin,13 Danylo Beskorovaynyi,4 Denys Popov,2 Valeriy Bondar,8 Oleksiy Khakhlyov,16 Mykola Musolitin,17 Yukhym Konoplya,9 Viktor Kornienko,10 Sergiy Buletsa,7 Georgiy Tsitaishvili,11 Vladyslav Supryaga,6 Maksym Chekh,21 Oleksiy Kashchuk,14 Danylo Sikan,-,-,12 Vladyslav Kucheruk,20 Dmytro Riznyk,19 Igor Snurnitsyn,3 Oleksandr Safronov,5 Oleg Veremiyenko,15 Kyrylo Dryshlyuk,18 Denys Ustymenko,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 27, 2019",Qatar U20 vs Ukraine U20
89,USA U20,1 Brady Scott,13 Aboubacar Keita,5 Chris Richards,3 Chris Gloster,2 Sergiño Dest,6 Chris Durkin,8 Alex Méndez,10 Paxton Pomykal,11 Timothy Weah,17 Konrad de la Fuente,9 Sebastian Soto,4 Mark McKenzie,16 Brandon Servania,19 Justin Rennicks,-,-,12 David Ochoa,21 CJ dos Santos,15 Matt Real,7 Julián Araujo,14 Edwin Cerrillo,20 Richard Ledezma,18 Ulysses Llanez,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 27, 2019",USA U20 vs Nigeria U20
89,Nigeria U20,16 Olawale Oremade,6 Valentine Ozornwafor,5 Aliu Salawudeen,3 Ikouwem Utin,2 Zilkifilu Rabiu,14 Kingsley Michael,15 Jamil Muhammad,8 Tom Dele-Bashiru,11 Henry Offia,19 Maxwell Effiom,9 Akor Adams,17 Success Makanjuola,10 Aniekeme Okon,20 Muhamed Tijani,-,-,1 Detan Ogundare,21 Jonathan Zaccala,12 Igoh Ogbu,4 Peter Eletu,13 Nnamdi Ofoborh,7 Yira Sor,18 Chinonso Emeka,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 27, 2019",USA U20 vs Nigeria U20
90,USA U20,12 David Ochoa,13 Aboubacar Keita,5 Chris Richards,3 Chris Gloster,4 Mark McKenzie,6 Chris Durkin,16 Brandon Servania,8 Alex Méndez,11 Timothy Weah,17 Konrad de la Fuente,9 Sebastian Soto,15 Matt Real,20 Richard Ledezma,18 Ulysses Llanez,-,-,1 Brady Scott,21 CJ dos Santos,2 Sergiño Dest,7 Julián Araujo,14 Edwin Cerrillo,10 Paxton Pomykal,19 Justin Rennicks,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 30, 2019",USA U20 vs Qatar U20
90,Qatar U20,18 Shehab Ellethy,15 Bahaa Mamdouh,19 Ahmed Suhail,12 Homam Al-Amin,13 Ali Karami,17 Mohammed Waad,8 Andri Sudarmanto,10 Khalid Mohammed,9 Yusuf Abdurisag,11 Abdullah Murisi,16 Hashim Ali,3 Ahmed Al-Minhali,6 Nasser Al-Yazidi,7 Abdulrasheed Ibrahim,-,-,1 Salah Zakaria,21 Marwan Badredlin,5 Yousef Aymen,14 Eisa Palangi,4 Abdollah Ali Saei,20 Ahmed Al-Sebaie,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 30, 2019",USA U20 vs Qatar U20
91,Nigeria U20,16 Olawale Oremade,5 Aliu Salawudeen,12 Igoh Ogbu,3 Ikouwem Utin,2 Zilkifilu Rabiu,13 Nnamdi Ofoborh,14 Kingsley Michael,10 Aniekeme Okon,19 Maxwell Effiom,17 Success Makanjuola,20 Muhamed Tijani,4 Peter Eletu,11 Henry Offia,7 Yira Sor,-,-,1 Detan Ogundare,21 Jonathan Zaccala,6 Valentine Ozornwafor,8 Tom Dele-Bashiru,9 Akor Adams,18 Chinonso Emeka,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 30, 2019",Nigeria U20 vs Ukraine U20
91,Ukraine U20,1 Andriy Lunin,13 Danylo Beskorovaynyi,4 Denys Popov,2 Valeriy Bondar,6 Maksym Chekh,15 Kyrylo Dryshlyuk,3 Oleksandr Safronov,19 Igor Snurnitsyn,14 Danylo Sikan,21 Oleksiy Kashchuk,18 Denys Ustymenko,9 Viktor Kornienko,10 Sergiy Buletsa,11 Vladyslav Supryaga,-,-,12 Vladyslav Kucheruk,20 Dmytro Riznyk,5 Oleg Veremiyenko,17 Yukhym Konoplya,8 Oleksiy Khakhlyov,16 Mykola Musolitin,7 Georgiy Tsitaishvili,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 30, 2019",Nigeria U20 vs Ukraine U20
92,Panama U20,1 Marcos Allen,17 Soyell Trejos,5 Carlos Harvey,3 Guillermo Benítez,2 Rodolfo Rodríguez,6 Ernesto Walker,19 Jesús West,8 Víctor Griffith,11 Jorge Méndez,10 Ángel Orelien,9 Eduardo Guerrero,14 Jovani Welch,15 Diego Valanta,16 Tomás Rodríguez,-,-,12 Emerson Dimas,21 Kevin Mosquera,4 Manuel Gamboa,13 Carlos Kirton,20 Edgar Cunningham,7 Efraín Bristan,18 Axel McKenzie,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 25, 2019",Panama U20 vs Mali U20
92,Mali U20,16 Youssouf Koita,13 Clément Kanouté,15 Abdoulaye Diaby,2 Arnaud Konan,4 Fode Konaté,14 Sambou Sissoko,8 Mohamed Camara,18 Boubacar Traoré,11 Boubacar Konté,7 Hadji Dramé,19 Lassana N'Diaye,10 Mamadou Traoré,12 Mamady Diarra,-,-,-,21 Souleymane Coulibaly,1 Alkalifa Coulibaly,3 Drissa Diarra,5 Babou Fofana,6 Ousmane Diakité,17 Mamadou Samake,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 25, 2019",Panama U20 vs Mali U20
93,Panama U20,1 Marcos Allen,17 Soyell Trejos,5 Carlos Harvey,3 Guillermo Benítez,2 Rodolfo Rodríguez,8 Víctor Griffith,14 Jovani Welch,19 Jesús West,11 Jorge Méndez,6 Ernesto Walker,16 Tomás Rodríguez,10 Ángel Orelien,7 Efraín Bristan,18 Axel McKenzie,-,-,12 Emerson Dimas,21 Kevin Mosquera,4 Manuel Gamboa,13 Carlos Kirton,20 Edgar Cunningham,15 Diego Valanta,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 28, 2019",Panama U20 vs France U20
93,France U20,1 Alban Lafont,5 Dan-Axel Zagadou,4 Boubacar Kamara,3 Evan Ndicka,15 Thomas Basila,6 Enzo Loiodice,8 Michaël Cuisance,18 Youssouf Fofana,11 Nabil Alioui,10 Moussa Diaby,19 Moussa Sylla,14 Ibrahima Diallo,9 Amine Gouiri,17 Lenny Pintor,-,-,16 Illan Meslier,21 Didier Desprez,2 Jean-Clair Todibo,13 Nicolas Cozza,7 Yacine Adli,12 Sambou Sissoko,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 28, 2019",Panama U20 vs France U20
94,Mali U20,16 Youssouf Koita,13 Clément Kanouté,15 Abdoulaye Diaby,2 Arnaud Konan,4 Fode Konaté,14 Sambou Sissoko,8 Mohamed Camara,18 Boubacar Traoré,11 Boubacar Konté,20 Sékou Koïta,9 Ibrahima Koné,6 Ousmane Diakité,10 Mamadou Traoré,-,-,-,21 Souleymane Coulibaly,1 Alkalifa Coulibaly,3 Drissa Diarra,5 Babou Fofana,17 Mamadou Samake,12 Mamady Diarra,7 Hadji Dramé,19 Lassana N'Diaye,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 31, 2019",Mali U20 vs France U20
94,France U20,16 Illan Meslier,3 Evan Ndicka,15 Thomas Basila,13 Nicolas Cozza,12 Sambou Sissoko,2 Jean-Clair Todibo,14 Ibrahima Diallo,8 Michaël Cuisance,19 Moussa Sylla,10 Moussa Diaby,11 Nabil Alioui,7 Yacine Adli,18 Youssouf Fofana,9 Amine Gouiri,-,-,1 Alban Lafont,21 Didier Desprez,5 Dan-Axel Zagadou,4 Boubacar Kamara,6 Enzo Loiodice,17 Lenny Pintor,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 31, 2019",Mali U20 vs France U20
95,Portugal U20,12 João Virgínia,4 Diogo Leite,3 Diogo Queirós,5 Rúben Vinagre,2 Diogo Dalot,6 Florentino,10 Miguel Luís,8 Gedson Fernandes,7 Jota,17 Trincão,9 Rafael Leão,13 Nuno Pina,20 Nuno Santos,18 Pedro Neto,-,-,21 Luís Maximiano,16 Romain Correia,15 Francisco Moura,14 Thierry Correia,11 Mésaque Djú,19 Pedro Martelo,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 25, 2019",Portugal U20 vs South Korea U20
95,South Korea U20,1 Kwang-yeon Lee,5 Hyun-woo Kim,3 Jae-ik Lee,4 Ji-sol Lee,6 Jung-min Kim,2 Tae-hyeon Hwang,19 Jun Choi,10 Kang-in Lee,13 Jae-hyun Go,7 Jin-woo Jeon,18 Young-wook Cho,17 Sang-jun Lee,11 Won-sang Um,9 Se-hun Oh,-,-,21 Kevin Harr,12 Ji-min Park,16 Ju-sung Kim,8 Kyu-hyuk Lee,15 Ho-jin Jeong,14 Tae-joon Park,20 Se-yun Kim,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 25, 2019",Portugal U20 vs South Korea U20
96,Portugal U20,12 João Virgínia,4 Diogo Leite,3 Diogo Queirós,5 Rúben Vinagre,2 Diogo Dalot,6 Florentino,10 Miguel Luís,8 Gedson Fernandes,7 Jota,17 Trincão,9 Rafael Leão,18 Pedro Neto,11 Mésaque Djú,19 Pedro Martelo,-,-,21 Luís Maximiano,1 Diogo Costa,16 Romain Correia,15 Francisco Moura,14 Thierry Correia,13 Nuno Pina,20 Nuno Santos,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 28, 2019",Portugal U20 vs Argentina U20
96,Argentina U20,1 Manuel Roffo,14 Facundo Medina,2 Nehuén Pérez,3 Francisco Ortega,4 Facundo Mura,15 Fausto Vera,11 Aníbal Moreno,20 Esequiel Barco,16 Agustín Urzi,7 Julián Álvarez,9 Adolfo Gaich,13 Marcelo Weigandt,5 Santiago Sosa,10 Gonzalo Maroni,-,-,12 Jerónimo Pourtau,21 Joaquín Blázquez,6 Maximiliano Centurión,8 Agustín Almendra,18 Cristian Ferreira,17 Tomás Chancalay,19 Pedro de la Vega,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 28, 2019",Portugal U20 vs Argentina U20
97,South Korea U20,1 Kwang-yeon Lee,5 Hyun-woo Kim,3 Jae-ik Lee,4 Ji-sol Lee,15 Ho-jin Jeong,2 Tae-hyeon Hwang,19 Jun Choi,6 Jung-min Kim,18 Young-wook Cho,10 Kang-in Lee,9 Se-hun Oh,20 Se-yun Kim,7 Jin-woo Jeon,11 Won-sang Um,-,-,21 Kevin Harr,12 Ji-min Park,16 Ju-sung Kim,8 Kyu-hyuk Lee,17 Sang-jun Lee,14 Tae-joon Park,13 Jae-hyun Go,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 31, 2019",South Korea U20 vs Argentina U20
97,Argentina U20,1 Manuel Roffo,6 Maximiliano Centurión,14 Facundo Medina,3 Francisco Ortega,13 Marcelo Weigandt,5 Santiago Sosa,11 Aníbal Moreno,18 Cristian Ferreira,16 Agustín Urzi,20 Esequiel Barco,17 Tomás Chancalay,19 Pedro de la Vega,7 Julián Álvarez,9 Adolfo Gaich,-,-,12 Jerónimo Pourtau,21 Joaquín Blázquez,4 Facundo Mura,15 Fausto Vera,8 Agustín Almendra,10 Gonzalo Maroni,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"May 31, 2019",South Korea U20 vs Argentina U20
98,Brazil U20,21 Jean,3 Lucão,4 Marlon,16 Jorge,2 João Pedro,5 Danilo Barbosa,19 Jajá,8 Boschilia,7 Marcos Guilherme,10 Gabriel Jesus,20 Jean Carlos Silva,17 Alef,18 Andreas Pereira,11 Malcom,-,-,1 Marcos Felipe,12 Georgemy,15 Léo Pereira,14 Iago Maidana,6 Caju,13 Rodrigo Ramos,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sat Jun 20, 2015",Brazil U20 vs Serbia U20
98,Serbia U20,1 Predrag Rajkovic,6 Srdjan Babic,5 Milos Veljkovic,3 Nemanja Antonov,2 Milan Gajic,4 Sasa Zdjelar,8 Nemanja Maksimovic,20 Sergej Milinković-Savić,9 Stanisa Mandic,11 Andrija Zivkovic,7 Ivan Saponjic,14 Vukasin Jovanovic,10 Mijat Gacinovic,19 Stefan Ilic,-,-,12 Filip Manojlovic,21 Vanja Milinković-Savić,17 Radovan Pankov,13 Stefan Milosevic,15 Miladin Stevanovic,16 Marko Grujic,18 Filip Jankovic,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sat Jun 20, 2015",Brazil U20 vs Serbia U20
99,Senegal U20,21 Ibrahima Sy,4 Mouhameth Sané,9 Moussa Ba,13 Alhassane Sylla,15 Moussa Wagué,17 Roger Gomis,10 Fallou Niang,8 Sidy Sarr,20 Rémi Nassalan,7 Ibrahima Wadji,11 Malick Niang,3 Andelinou Corréa,19 Mamadou Thiam,-,-,-,1 Khadime Ndiaye,16 Seydou Sy,2 Abdoulaye Ndione,18 Alassane Sow,5 Papa Faye,14 Moussa Koné,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sat Jun 20, 2015",Senegal U20 vs Mali U20
99,Mali U20,16 Djigui Diarra,6 Hamidou Maiga,12 Souleymane Coulibaly,17 Falaye Sacko,13 Aboubacar Doumbia,8 Diadié Samassékou,10 Hamidou Traoré,19 Adama Traoré,18 Dieudonné Gbaklé,3 Souleymane Diarra,7 Lassine Konaté,11 Malick Touré,2 Mohamed Diallo,-,-,-,1 Mahamane Baye,21 Sory Traoré,5 Ichaka Diarra,14 Alassane Diallo,20 Fousseni Diabaté,9 Saliou Guindo,15 Souleymane Sissoko,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sat Jun 20, 2015",Senegal U20 vs Mali U20
100,Brazil U20,21 Jean,3 Lucão,4 Marlon,16 Jorge,2 João Pedro,5 Danilo Barbosa,17 Alef,8 Boschilia,7 Marcos Guilherme,10 Gabriel Jesus,20 Jean Carlos Silva,15 Léo Pereira,6 Caju,13 Rodrigo Ramos,-,-,1 Marcos Felipe,12 Georgemy,14 Iago Maidana,19 Jajá,18 Andreas Pereira,11 Malcom,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 17, 2015",Brazil U20 vs Senegal U20
100,Senegal U20,21 Ibrahima Sy,3 Andelinou Corréa,6 Elimane Cissé,13 Alhassane Sylla,15 Moussa Wagué,17 Roger Gomis,12 Mamadou Loum,8 Sidy Sarr,20 Rémi Nassalan,14 Moussa Koné,19 Mamadou Thiam,9 Moussa Ba,11 Malick Niang,7 Ibrahima Wadji,-,-,1 Khadime Ndiaye,16 Seydou Sy,2 Abdoulaye Ndione,10 Fallou Niang,18 Alassane Sow,5 Papa Faye,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 17, 2015",Brazil U20 vs Senegal U20
101,Serbia U20,1 Predrag Rajkovic,6 Srdjan Babic,5 Milos Veljkovic,3 Nemanja Antonov,2 Milan Gajic,4 Sasa Zdjelar,8 Nemanja Maksimovic,10 Mijat Gacinovic,20 Sergej Milinković-Savić,11 Andrija Zivkovic,9 Stanisa Mandic,14 Vukasin Jovanovic,13 Stefan Milosevic,7 Ivan Saponjic,-,-,12 Filip Manojlovic,21 Vanja Milinković-Savić,17 Radovan Pankov,15 Miladin Stevanovic,16 Marko Grujic,18 Filip Jankovic,19 Stefan Ilic,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 17, 2015",Serbia U20 vs Mali U20
101,Mali U20,16 Djigui Diarra,6 Hamidou Maiga,12 Souleymane Coulibaly,4 Youssouf Koné,17 Falaye Sacko,8 Diadié Samassékou,3 Souleymane Diarra,13 Aboubacar Doumbia,18 Dieudonné Gbaklé,19 Adama Traoré,2 Mohamed Diallo,10 Hamidou Traoré,11 Malick Touré,-,-,-,1 Mahamane Baye,21 Sory Traoré,20 Fousseni Diabaté,7 Lassine Konaté,9 Saliou Guindo,15 Souleymane Sissoko,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 17, 2015",Serbia U20 vs Mali U20
102,Mali U20,16 Djigui Diarra,6 Hamidou Maiga,12 Souleymane Coulibaly,4 Youssouf Koné,13 Aboubacar Doumbia,17 Falaye Sacko,8 Diadié Samassékou,3 Souleymane Diarra,18 Dieudonné Gbaklé,19 Adama Traoré,2 Mohamed Diallo,10 Hamidou Traoré,11 Malick Touré,9 Saliou Guindo,-,-,1 Mahamane Baye,21 Sory Traoré,20 Fousseni Diabaté,7 Lassine Konaté,15 Souleymane Sissoko,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sun Jun 14, 2015",Mali U20 vs Germany U20
102,Germany U20,1 Marvin Schwäbe,15 Marc Oliver Kempf,5 Niklas Stark,16 Robert Bauer,4 Kevin Akpoguma,6 Julian Weigl,2 Grischa Prömel,7 Levin Öztunali,11 Julian Brandt,10 Marc Stendera,18 Hany Mukhtar,8 Matti Steinmann,17 Jeremy Dudziak,19 Felix Lohkemper,-,-,12 Timon Wellenreuther,21 Daniel Mesenhöler,14 Anthony Syhre,3 Maximilian Wittek,13 Thomas Hagn,20 Marvin Stefaniak,9 Pascal Köpke,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sun Jun 14, 2015",Mali U20 vs Germany U20
103,Brazil U20,21 Jean,3 Lucão,4 Marlon,16 Jorge,2 João Pedro,5 Danilo Barbosa,19 Jajá,8 Boschilia,7 Marcos Guilherme,20 Jean Carlos Silva,10 Gabriel Jesus,6 Caju,18 Andreas Pereira,11 Malcom,-,-,1 Marcos Felipe,12 Georgemy,15 Léo Pereira,14 Iago Maidana,13 Rodrigo Ramos,17 Alef,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sun Jun 14, 2015",Brazil U20 vs Portugal U20
103,Portugal U20,12 André Moreira,3 João Nunes,14 Domingos Duarte,5 Rafa Soares,13 Mauro Riquicho,15 Estrela,6 Tomás Podstawski,8 Francisco Ramos,10 Rony Lopes,18 Gelson Martins,9 André Silva,11 Nuno Santos,7 Raphael Guzzo,17 Ivo Rodrigues,-,-,1 Tiago Sá,21 Guilherme Oliveira,4 Nélson Monte,2 Pedro Rebocho,19 João Vigário,16 Janio Bikel,20 Gonçalo Guedes,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sun Jun 14, 2015",Brazil U20 vs Portugal U20
104,USA U20,1 Zack Steffen,4 Cameron Carter-Vickers,5 Matt Miazga,3 John Requejo,17 Desevio Payne,15 Mark Delgado,19 Gedion Zelalem,8 Emerson Hyndman,7 Paul Arriola,13 Tommy Thompson,9 Rubio Rubín,10 Joel Soñora,-,-,-,-,12 Thomas Olsen,21 Jeff Caldwell,14 Conor Donovan,18 Erik Palmer-Brown,2 Shaq Moore,11 Bradford Jamieson IV,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sun Jun 14, 2015",USA U20 vs Serbia U20
104,Serbia U20,1 Predrag Rajkovic,6 Srdjan Babic,5 Milos Veljkovic,3 Nemanja Antonov,15 Miladin Stevanovic,4 Sasa Zdjelar,8 Nemanja Maksimovic,10 Mijat Gacinovic,20 Sergej Milinković-Savić,11 Andrija Zivkovic,9 Stanisa Mandic,16 Marko Grujic,7 Ivan Saponjic,-,-,-,12 Filip Manojlovic,21 Vanja Milinković-Savić,14 Vukasin Jovanovic,17 Radovan Pankov,13 Stefan Milosevic,18 Filip Jankovic,19 Stefan Ilic,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sun Jun 14, 2015",USA U20 vs Serbia U20
105,Uzbekistan U20,12 Dilshod Khamroev,3 Ibrokhim Abdullaev,20 Dostonbek Tursunov,6 Akramzhon Komilov,2 Rustam Ashurmatov,5 Odildzhon Khamrobekov,8 Javokhir Sokhibov,14 Khurshid Giyosov,10 Otabek Shukurov,9 Eldor Shomurodov,19 Zabikhillo Urinboev,4 Mirzhamol Kosimov,11 Javokhir Sidikov,18 Ravshanbek Khursanov,-,-,1 Sarvar Karimov,21 Botirali Ergashev,15 Nazhmiddin Normurodov,7 Timur Talipov,13 Abbos Otakhonov,16 Sardorbek Azimov,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sun Jun 14, 2015",Uzbekistan U20 vs Senegal U20
105,Senegal U20,21 Ibrahima Sy,4 Mouhameth Sané,6 Elimane Cissé,13 Alhassane Sylla,15 Moussa Wagué,17 Roger Gomis,8 Sidy Sarr,18 Alassane Sow,14 Moussa Koné,20 Rémi Nassalan,19 Mamadou Thiam,3 Andelinou Corréa,9 Moussa Ba,11 Malick Niang,-,-,1 Khadime Ndiaye,16 Seydou Sy,2 Abdoulaye Ndione,10 Fallou Niang,5 Papa Faye,7 Ibrahima Wadji,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Sun Jun 14, 2015",Uzbekistan U20 vs Senegal U20
106,Serbia U20,1 Predrag Rajkovic,6 Srdjan Babic,5 Milos Veljkovic,3 Nemanja Antonov,2 Milan Gajic,4 Sasa Zdjelar,8 Nemanja Maksimovic,16 Marko Grujic,18 Filip Jankovic,11 Andrija Zivkovic,9 Stanisa Mandic,15 Miladin Stevanovic,10 Mijat Gacinovic,7 Ivan Saponjic,-,-,12 Filip Manojlovic,21 Vanja Milinković-Savić,14 Vukasin Jovanovic,17 Radovan Pankov,13 Stefan Milosevic,19 Stefan Ilic,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 10, 2015",Serbia U20 vs Hungary U20
106,Hungary U20,1 György Székely,5 Bence Lenzsér,4 Ákos Kecskés,3 Krisztián Tamás,2 Attila Osváth,8 Máté Vida,17 Ádám Nagy,20 Roland Sallai,11 Donát Zsótér,13 Zsolt Kalmár,9 Bence Mervó,15 Attila Talabér,21 Dávid Forgács,14 Dominik Nagy,-,-,12 Dániel Horváth,16 Patrik Demjén,18 Zsombor Berecz,10 Márió Németh,7 László Oláh,19 Patrik Popov,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 10, 2015",Serbia U20 vs Hungary U20
