,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
39,Nigeria U20,21 Chijioke Aniagboso,5 Abel Ogwuche,6 Daniel Bameyi,3 Solomon Agbalaka,2 Chimezie Njoku,10 Victor Eletu,4 Daniel Daga,19 Umeh Emmanuel,15 Sunday Jude,18 Samson Lawal,9 Salim Fago Lawal,8 Tochukwu Nnadi,20 Joshua John,17 Kehinde Ibrahim,14 Ibrahim Abdullahi,7 Rilwanu Sarki,16 John Audu Utoblo,1 Nathaniel Nwosu,12 Benjamin Fredrick,13 Israel Domingo,11 Ibrahim Beji Muhammad,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 27, 2023",Brazil U20 vs Nigeria U20
40,England U20,1 Matthew Cox,5 Bashir Humphreys,6 Jarell Quansah,15 Ronnie Edwards,4 Alex Scott,14 Darko Gyabi,21 Daniel Oyegoke,11 Harvey Vale,7 Alfie Devine,17 Samuel Edozie,9 Dane Scarlett,8 Xavier Simons,18 Mateo Joseph,20 Daniel Jebbison,-,-,12 James Beadle,13 Teddy Sharman-Lowe,16 Imari Samuels,19 Liam Delap,-,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 22, 2023",England U20 vs Tunisia U20
40,Tunisia U20,16 Dries Arfaoui,19 Ali Saoudi,3 Zinedine Sassi,6 Ghaith Ouahabi,4 Karim El Abed,5 Raed Bouchniba,7 Samy Chouchane,10 Chaïm El Djebali,13 Mohamed Wael Derbali,20 Béchir Yacoub,21 Jibril Othman,14 Rayan Nasraoui,17 Malek Mehri,18 Cristo,9 Youssef Snana,-,1 Raed Gazzeh,12 Thomas Zouaghi,2 Mahmoud Ghorbel,8 Yassine Dridi,15 Baraket Hmidi,11 Raki Aouani,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 22, 2023",England U20 vs Tunisia U20
41,Uruguay U20,12 Randall Rodríguez,16 Facundo González,2 Sebastián Boselli,13 Alan Matturro,4 Mateo Ponte,5 Fabricio Díaz,14 Damián García,10 Franco González,17 Matías Abaldo,19 Luciano Rodríguez,9 Andrés Ferrari,18 Santiago Homenchenko,8 Rodrigo Chagas,15 Ignacio Sosa,7 Anderson Duarte,20 Nicolás Siri,21 José Arbio,1 Facundo Machado,3 Mateo Antoni,6 Mathías de Ritis,11 Juan Cruz de los Santos,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 22, 2023",Uruguay U20 vs Iraq U20
41,Iraq U20,1 Hussein Hasan,4 Kadhim Raad,6 Adam Rasheed,19 Sajjad Mohammed Mahdi,2 Alai Ghasem,5 Abdul Razaq Qassem,18 Ali Sadeq Mahmoud,21 Hayder Abdulkareem,10 Youssef Amyn,16 Ali Jasim,7 Mohammed Jameel Shinaa,3 Roman Doulashi,9 Alexander Aoraha,8 Abdulqader Ayoob,11 Ashar Ridha Ali,-,12 Abbas Kareem,13 Omran Zaki Mohammed,15 Abbas Manea,17 Muslim Mousa,14 Abbas Fadhil,20 Abboud Rabah,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 22, 2023",Uruguay U20 vs Iraq U20
42,Uruguay U20,12 Randall Rodríguez,16 Facundo González,2 Sebastián Boselli,13 Alan Matturro,4 Mateo Ponte,5 Fabricio Díaz,14 Damián García,10 Franco González,17 Matías Abaldo,19 Luciano Rodríguez,9 Andrés Ferrari,18 Santiago Homenchenko,15 Ignacio Sosa,7 Anderson Duarte,11 Juan Cruz de los Santos,20 Nicolás Siri,21 José Arbio,1 Facundo Machado,3 Mateo Antoni,6 Mathías de Ritis,8 Rodrigo Chagas,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 25, 2023",Uruguay U20 vs England U20
42,England U20,1 Matthew Cox,5 Bashir Humphreys,6 Jarell Quansah,15 Ronnie Edwards,4 Alex Scott,14 Darko Gyabi,21 Daniel Oyegoke,11 Harvey Vale,7 Alfie Devine,18 Mateo Joseph,9 Dane Scarlett,16 Imari Samuels,8 Xavier Simons,20 Daniel Jebbison,-,-,12 James Beadle,13 Teddy Sharman-Lowe,17 Samuel Edozie,19 Liam Delap,-,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 25, 2023",Uruguay U20 vs England U20
43,Iraq U20,1 Hussein Hasan,3 Roman Doulashi,6 Adam Rasheed,19 Sajjad Mohammed Mahdi,4 Kadhim Raad,9 Alexander Aoraha,18 Ali Sadeq Mahmoud,21 Hayder Abdulkareem,10 Youssef Amyn,16 Ali Jasim,8 Abdulqader Ayoob,5 Abdul Razaq Qassem,14 Abbas Fadhil,7 Mohammed Jameel Shinaa,11 Ashar Ridha Ali,-,12 Abbas Kareem,13 Ridha Abdulaziz,15 Abbas Manea,17 Muslim Mousa,2 Alai Ghasem,20 Abbas Majid,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 25, 2023",Iraq U20 vs Tunisia U20
43,Tunisia U20,16 Dries Arfaoui,19 Ali Saoudi,6 Ghaith Ouahabi,4 Karim El Abed,5 Raed Bouchniba,7 Samy Chouchane,18 Cristo,20 Béchir Yacoub,10 Chaïm El Djebali,13 Mohamed Wael Derbali,9 Youssef Snana,14 Rayan Nasraoui,2 Mahmoud Ghorbel,8 Yassine Dridi,11 Raki Aouani,21 Jibril Othman,1 Raed Gazzeh,12 Thomas Zouaghi,3 Zinedine Sassi,17 Malek Mehri,15 Baraket Hmidi,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 25, 2023",Iraq U20 vs Tunisia U20
44,Tunisia U20,16 Dries Arfaoui,19 Ali Saoudi,5 Raed Bouchniba,6 Ghaith Ouahabi,4 Karim El Abed,2 Mahmoud Ghorbel,8 Yassine Dridi,13 Mohamed Wael Derbali,10 Chaïm El Djebali,18 Cristo,21 Jibril Othman,17 Malek Mehri,15 Baraket Hmidi,11 Raki Aouani,9 Youssef Snana,-,1 Raed Gazzeh,12 Thomas Zouaghi,3 Zinedine Sassi,14 Rayan Nasraoui,7 Samy Chouchane,20 Béchir Yacoub,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 28, 2023",Tunisia U20 vs Uruguay U20
44,Uruguay U20,12 Randall Rodríguez,16 Facundo González,2 Sebastián Boselli,13 Alan Matturro,4 Mateo Ponte,5 Fabricio Díaz,14 Damián García,10 Franco González,11 Juan Cruz de los Santos,17 Matías Abaldo,19 Luciano Rodríguez,8 Rodrigo Chagas,15 Ignacio Sosa,7 Anderson Duarte,9 Andrés Ferrari,20 Nicolás Siri,21 José Arbio,1 Facundo Machado,3 Mateo Antoni,6 Mathías de Ritis,18 Santiago Homenchenko,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 28, 2023",Tunisia U20 vs Uruguay U20
45,Iraq U20,1 Hussein Hasan,3 Roman Doulashi,4 Kadhim Raad,6 Adam Rasheed,19 Sajjad Mohammed Mahdi,2 Alai Ghasem,9 Alexander Aoraha,18 Ali Sadeq Mahmoud,16 Ali Jasim,10 Youssef Amyn,11 Ashar Ridha Ali,5 Abdul Razaq Qassem,14 Abbas Fadhil,7 Mohammed Jameel Shinaa,-,-,12 Abbas Kareem,13 Ridha Abdulaziz,15 Abbas Manea,17 Muslim Mousa,20 Abbas Majid,8 Abdulqader Ayoob,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 28, 2023",Iraq U20 vs England U20
45,England U20,12 James Beadle,5 Bashir Humphreys,6 Jarell Quansah,15 Ronnie Edwards,8 Xavier Simons,7 Alfie Devine,21 Daniel Oyegoke,16 Imari Samuels,11 Harvey Vale,17 Samuel Edozie,19 Liam Delap,13 Teddy Sharman-Lowe,14 Darko Gyabi,9 Dane Scarlett,20 Daniel Jebbison,-,1 Matthew Cox,4 Alex Scott,18 Mateo Joseph,-,-,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 28, 2023",Iraq U20 vs England U20
46,France U20,1 Thimothée Lo-Tutala,2 Tanguy Zoukrou,14 Check Keita,18 Jordan Semedo,19 Brayann Pereira,8 Warren Bondo,6 Florent Sanchez,20 Martin Adeline,12 Antoine Joujou,13 Wilson Odobert,7 Alan Virginius,10 Soungoutou Magassa,17 Alexis Tibidi,9 Malamine Efekele,11 Sekou Lega,-,16 Yann Lienard,21 Lucas Lavallée,5 Félix Nzouango,4 Ousmane Camara,3 Thérence Koudou,15 Étienne Camara,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 22, 2023",France U20 vs South Korea U20
46,South Korea U20,1 Jun-hong Kim,4 Seok-hyeon Choi,20 Ji-soo Kim,19 Seo-joon Bae,2 Chang-woo Park,5 Chan-wook Lee,8 Seung-won Lee,7 Yong-hak Kim,11 Seong-jin Kang,14 Sang-yun Kang,9 Young-jun Lee,13 Ye-hoon Choi,3 In-taek Hwang,6 Hyun-bin Park,17 Ji-han Lee,18 Seung-ho Park,12 Jung-hoon Kim,21 Hyeon-ho Moon,15 Young-kwang Cho,10 Jun-ho Bae,16 Seung-joon Lee,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 22, 2023",France U20 vs South Korea U20
47,The Gambia U20,17 Youkasseh Sanyang,15 Moses Jarju,4 Alagie Saine,3 Sainey Sanyang,16 Bakary Jawara,13 Haruna Rasid Njie,6 Mahmudu Bajo,10 Kajally Drammeh,8 Salifu Colley,14 Muhammed Sawaneh,20 Adama Bojang,5 Dembo Saidykhan,21 Mamin Sanyang,11 Modou Lamin Marong,19 Ebrima Singhateh,-,18 Ebrima Jaiteh,1 Pa Ebou Dampha,12 Muhammed Jobe,7 Bailo Bah,2 Ba Lamin Sowe,9 Mansour Mbye,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 22, 2023",The Gambia U20 vs Honduras U20
47,Honduras U20,1 Juergen García,3 Geremy Rodas,5 Aarón Zúñiga,14 Javier Arriaga,20 Félix García,15 Kolton Kelly,8 Tomas Sorto,10 Isaac Castillo,7 Odín Ramos,9 Exon Arzú,11 Marco Aceituno,2 Darlin Mencía,6 David Ruíz,17 Maynor Arzú,18 Daniel Carter,-,12 Jose Valdéz,21 Medardo Laínez,4 Anfronit Tatum,16 Julián Martínez,13 Heber Núñez,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 22, 2023",The Gambia U20 vs Honduras U20
48,France U20,16 Yann Lienard,2 Tanguy Zoukrou,14 Check Keita,18 Jordan Semedo,19 Brayann Pereira,10 Soungoutou Magassa,7 Alan Virginius,13 Wilson Odobert,20 Martin Adeline,6 Florent Sanchez,9 Malamine Efekele,4 Ousmane Camara,3 Thérence Koudou,8 Warren Bondo,17 Alexis Tibidi,12 Antoine Joujou,1 Thimothée Lo-Tutala,21 Lucas Lavallée,5 Félix Nzouango,15 Étienne Camara,11 Sekou Lega,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 25, 2023",France U20 vs The Gambia U20
48,The Gambia U20,1 Pa Ebou Dampha,5 Dembo Saidykhan,4 Alagie Saine,3 Sainey Sanyang,16 Bakary Jawara,12 Muhammed Jobe,6 Mahmudu Bajo,19 Ebrima Singhateh,8 Salifu Colley,13 Haruna Rasid Njie,20 Adama Bojang,2 Ba Lamin Sowe,21 Mamin Sanyang,9 Mansour Mbye,-,-,18 Ebrima Jaiteh,17 Youkasseh Sanyang,7 Bailo Bah,14 Muhammed Sawaneh,10 Kajally Drammeh,11 Modou Lamin Marong,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 25, 2023",France U20 vs The Gambia U20
49,South Korea U20,1 Jun-hong Kim,4 Seok-hyeon Choi,20 Ji-soo Kim,19 Seo-joon Bae,2 Chang-woo Park,8 Seung-won Lee,10 Jun-ho Bae,11 Seong-jin Kang,7 Yong-hak Kim,14 Sang-yun Kang,9 Young-jun Lee,13 Ye-hoon Choi,3 In-taek Hwang,15 Young-kwang Cho,16 Seung-joon Lee,18 Seung-ho Park,12 Jung-hoon Kim,21 Hyeon-ho Moon,5 Chan-wook Lee,6 Hyun-bin Park,17 Ji-han Lee,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 25, 2023",South Korea U20 vs Honduras U20
49,Honduras U20,1 Juergen García,3 Geremy Rodas,4 Anfronit Tatum,14 Javier Arriaga,20 Félix García,10 Isaac Castillo,6 David Ruíz,8 Tomas Sorto,19 Jefryn Macías,9 Exon Arzú,11 Marco Aceituno,16 Julián Martínez,2 Darlin Mencía,18 Daniel Carter,-,-,12 Jose Valdéz,21 Medardo Laínez,5 Aarón Zúñiga,7 Odín Ramos,13 Heber Núñez,15 Kolton Kelly,17 Maynor Arzú,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 25, 2023",South Korea U20 vs Honduras U20
50,Honduras U20,1 Juergen García,3 Geremy Rodas,4 Anfronit Tatum,2 Darlin Mencía,20 Félix García,8 Tomas Sorto,10 Isaac Castillo,19 Jefryn Macías,7 Odín Ramos,9 Exon Arzú,18 Daniel Carter,14 Javier Arriaga,13 Heber Núñez,11 Marco Aceituno,15 Kolton Kelly,17 Maynor Arzú,12 Jose Valdéz,21 Medardo Laínez,5 Aarón Zúñiga,16 Julián Martínez,-,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 28, 2023",Honduras U20 vs France U20
50,France U20,1 Thimothée Lo-Tutala,5 Félix Nzouango,4 Ousmane Camara,18 Jordan Semedo,19 Brayann Pereira,15 Étienne Camara,10 Soungoutou Magassa,20 Martin Adeline,12 Antoine Joujou,7 Alan Virginius,11 Sekou Lega,2 Tanguy Zoukrou,3 Thérence Koudou,6 Florent Sanchez,8 Warren Bondo,13 Wilson Odobert,16 Yann Lienard,21 Lucas Lavallée,14 Check Keita,17 Alexis Tibidi,9 Malamine Efekele,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 28, 2023",Honduras U20 vs France U20
51,South Korea U20,21 Hyeon-ho Moon,20 Ji-soo Kim,3 In-taek Hwang,13 Ye-hoon Choi,15 Young-kwang Cho,5 Chan-wook Lee,6 Hyun-bin Park,11 Seong-jin Kang,17 Ji-han Lee,8 Seung-won Lee,9 Young-jun Lee,19 Seo-joon Bae,14 Sang-yun Kang,10 Jun-ho Bae,16 Seung-joon Lee,7 Yong-hak Kim,12 Jung-hoon Kim,2 Chang-woo Park,18 Seung-ho Park,-,-,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 28, 2023",South Korea U20 vs The Gambia U20
51,The Gambia U20,1 Pa Ebou Dampha,5 Dembo Saidykhan,4 Alagie Saine,3 Sainey Sanyang,16 Bakary Jawara,12 Muhammed Jobe,6 Mahmudu Bajo,9 Mansour Mbye,11 Modou Lamin Marong,7 Bailo Bah,20 Adama Bojang,2 Ba Lamin Sowe,8 Salifu Colley,10 Kajally Drammeh,21 Mamin Sanyang,-,18 Ebrima Jaiteh,17 Youkasseh Sanyang,15 Moses Jarju,14 Muhammed Sawaneh,19 Ebrima Singhateh,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2023,"May 28, 2023",South Korea U20 vs The Gambia U20
52,Ukraine U20,1 Andriy Lunin,13 Danylo Beskorovaynyi,2 Valeriy Bondar,3 Oleksandr Safronov,8 Oleksiy Khakhlyov,15 Kyrylo Dryshlyuk,17 Yukhym Konoplya,9 Viktor Kornienko,10 Sergiy Buletsa,7 Georgiy Tsitaishvili,11 Vladyslav Supryaga,6 Maksym Chekh,21 Oleksiy Kashchuk,14 Danylo Sikan,-,-,12 Vladyslav Kucheruk,20 Dmytro Riznyk,19 Igor Snurnitsyn,5 Oleg Veremiyenko,16 Mykola Musolitin,18 Denys Ustymenko,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sat Jun 15, 2019",Ukraine U20 vs South Korea U20
52,South Korea U20,1 Kwang-yeon Lee,5 Hyun-woo Kim,3 Jae-ik Lee,4 Ji-sol Lee,6 Jung-min Kim,2 Tae-hyeon Hwang,19 Jun Choi,20 Se-yun Kim,18 Young-wook Cho,10 Kang-in Lee,9 Se-hun Oh,8 Kyu-hyuk Lee,7 Jin-woo Jeon,11 Won-sang Um,-,-,21 Kevin Harr,12 Ji-min Park,16 Ju-sung Kim,17 Sang-jun Lee,15 Ho-jin Jeong,14 Tae-joon Park,13 Jae-hyun Go,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sat Jun 15, 2019",Ukraine U20 vs South Korea U20
53,Italy U20,12 Marco Carnesecchi,13 Luca Ranieri,4 Matteo Gabbia,6 Davide Bettella,15 Enrico Del Prato,20 Salvatore Esposito,19 Domenico Alberico,2 Antonio Candela,3 Alessandro Tripaldelli,10 Christian Capone,16 Gabriele Gori,17 Luca Pellegrini,8 Andrea Colpani,18 Marco Olivieri,-,-,1 Alessandro Plizzari,21 Leonardo Loria,5 Alessandro Buongiorno,7 Davide Frattesi,14 Raoul Bellanova,11 Gianluca Scamacca,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Fri Jun 14, 2019",Italy U20 vs Ecuador U20
53,Ecuador U20,1 Moisés Ramírez,6 Gustavo Vallecilla,2 Jackson Porozo,3 Diego Palacios,4 Jhon Espinoza,5 Jordy Alcívar,8 José Cifuentes,10 Jordan Rezabala,11 Alexander Alvarado,20 Gonzalo Plata,9 Leonardo Campana,14 Richard Mina,18 Luis Loor,15 Luis Castillo,16 Sergio Quintero,-,12 Pierre Bellolio,21 Johan Lara,13 Jefferson Arce,19 Daniel Segura,7 Luis Estupiñán,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Fri Jun 14, 2019",Italy U20 vs Ecuador U20
54,Ukraine U20,1 Andriy Lunin,13 Danylo Beskorovaynyi,4 Denys Popov,2 Valeriy Bondar,9 Viktor Kornienko,17 Yukhym Konoplya,6 Maksym Chekh,15 Kyrylo Dryshlyuk,10 Sergiy Buletsa,21 Oleksiy Kashchuk,14 Danylo Sikan,3 Oleksandr Safronov,8 Oleksiy Khakhlyov,11 Vladyslav Supryaga,-,-,12 Vladyslav Kucheruk,20 Dmytro Riznyk,19 Igor Snurnitsyn,5 Oleg Veremiyenko,16 Mykola Musolitin,18 Denys Ustymenko,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 11, 2019",Ukraine U20 vs Italy U20
54,Italy U20,1 Alessandro Plizzari,13 Luca Ranieri,4 Matteo Gabbia,15 Enrico Del Prato,20 Salvatore Esposito,17 Luca Pellegrini,7 Davide Frattesi,14 Raoul Bellanova,3 Alessandro Tripaldelli,9 Andrea Pinamonti,11 Gianluca Scamacca,10 Christian Capone,19 Domenico Alberico,18 Marco Olivieri,-,-,12 Marco Carnesecchi,21 Leonardo Loria,5 Alessandro Buongiorno,6 Davide Bettella,2 Antonio Candela,8 Andrea Colpani,16 Gabriele Gori,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 11, 2019",Ukraine U20 vs Italy U20
55,Ecuador U20,1 Moisés Ramírez,6 Gustavo Vallecilla,2 Jackson Porozo,3 Diego Palacios,4 Jhon Espinoza,16 Sergio Quintero,8 José Cifuentes,10 Jordan Rezabala,11 Alexander Alvarado,20 Gonzalo Plata,9 Leonardo Campana,13 Jefferson Arce,19 Daniel Segura,-,-,-,12 Pierre Bellolio,21 Johan Lara,14 Richard Mina,18 Luis Loor,15 Luis Castillo,5 Jordy Alcívar,7 Luis Estupiñán,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 11, 2019",Ecuador U20 vs South Korea U20
55,South Korea U20,1 Kwang-yeon Lee,5 Hyun-woo Kim,3 Jae-ik Lee,4 Ji-sol Lee,15 Ho-jin Jeong,20 Se-yun Kim,13 Jae-hyun Go,2 Tae-hyeon Hwang,19 Jun Choi,10 Kang-in Lee,9 Se-hun Oh,14 Tae-joon Park,11 Won-sang Um,18 Young-wook Cho,-,-,21 Kevin Harr,12 Ji-min Park,16 Ju-sung Kim,8 Kyu-hyuk Lee,17 Sang-jun Lee,6 Jung-min Kim,7 Jin-woo Jeon,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Tue Jun 11, 2019",Ecuador U20 vs South Korea U20
56,Colombia U20,13 Kevin Mier,2 Carlos Cuesta,14 Sebastián Palma,16 Brayan Vera,4 Anderson Arroyo,5 Andrés Balanta,6 Andrés Perea,8 Jaime Alvarado,11 Luis Sinisterra,7 Iván Angulo,10 Cucho Hernández,17 Deiber Caicedo,20 Johan Carbonero,9 Luis Sandoval,-,-,12 Juan Lemus,1 Reinaldo Fontalvo,19 Carlos Terán,15 Gustavo Carvajal,21 Jean Colorado,18 Andrés Amaya,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Fri Jun 7, 2019",Colombia U20 vs Ukraine U20
56,Ukraine U20,12 Vladyslav Kucheruk,13 Danylo Beskorovaynyi,4 Denys Popov,2 Valeriy Bondar,6 Maksym Chekh,15 Kyrylo Dryshlyuk,17 Yukhym Konoplya,9 Viktor Kornienko,10 Sergiy Buletsa,21 Oleksiy Kashchuk,14 Danylo Sikan,3 Oleksandr Safronov,7 Georgiy Tsitaishvili,11 Vladyslav Supryaga,-,-,20 Dmytro Riznyk,19 Igor Snurnitsyn,5 Oleg Veremiyenko,8 Oleksiy Khakhlyov,16 Mykola Musolitin,18 Denys Ustymenko,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Fri Jun 7, 2019",Colombia U20 vs Ukraine U20
57,Italy U20,1 Alessandro Plizzari,13 Luca Ranieri,4 Matteo Gabbia,15 Enrico Del Prato,20 Salvatore Esposito,17 Luca Pellegrini,7 Davide Frattesi,14 Raoul Bellanova,3 Alessandro Tripaldelli,9 Andrea Pinamonti,11 Gianluca Scamacca,6 Davide Bettella,18 Marco Olivieri,-,-,-,12 Marco Carnesecchi,21 Leonardo Loria,5 Alessandro Buongiorno,2 Antonio Candela,8 Andrea Colpani,10 Christian Capone,19 Domenico Alberico,16 Gabriele Gori,-,-,-,-,-,-,-,U-20 World Cup 2019,"Fri Jun 7, 2019",Italy U20 vs Mali U20
57,Mali U20,16 Youssouf Koita,13 Clément Kanouté,15 Abdoulaye Diaby,2 Arnaud Konan,5 Babou Fofana,14 Sambou Sissoko,8 Mohamed Camara,6 Ousmane Diakité,7 Hadji Dramé,9 Ibrahima Koné,20 Sékou Koïta,18 Boubacar Traoré,11 Boubacar Konté,10 Mamadou Traoré,-,-,21 Souleymane Coulibaly,1 Alkalifa Coulibaly,3 Drissa Diarra,4 Fode Konaté,17 Mamadou Samake,12 Mamady Diarra,19 Lassana N'Diaye,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Fri Jun 7, 2019",Italy U20 vs Mali U20
58,USA U20,12 David Ochoa,13 Aboubacar Keita,5 Chris Richards,3 Chris Gloster,2 Sergiño Dest,6 Chris Durkin,8 Alex Méndez,10 Paxton Pomykal,11 Timothy Weah,17 Konrad de la Fuente,9 Sebastian Soto,20 Richard Ledezma,18 Ulysses Llanez,19 Justin Rennicks,-,-,1 Brady Scott,21 CJ dos Santos,4 Mark McKenzie,15 Matt Real,7 Julián Araujo,14 Edwin Cerrillo,16 Brandon Servania,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sat Jun 8, 2019",USA U20 vs Ecuador U20
58,Ecuador U20,1 Moisés Ramírez,6 Gustavo Vallecilla,2 Jackson Porozo,3 Diego Palacios,4 Jhon Espinoza,16 Sergio Quintero,8 José Cifuentes,10 Jordan Rezabala,11 Alexander Alvarado,20 Gonzalo Plata,9 Leonardo Campana,15 Luis Castillo,5 Jordy Alcívar,19 Daniel Segura,-,-,12 Pierre Bellolio,21 Johan Lara,14 Richard Mina,18 Luis Loor,13 Jefferson Arce,7 Luis Estupiñán,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sat Jun 8, 2019",USA U20 vs Ecuador U20
59,South Korea U20,1 Kwang-yeon Lee,5 Hyun-woo Kim,3 Jae-ik Lee,4 Ji-sol Lee,15 Ho-jin Jeong,14 Tae-joon Park,2 Tae-hyeon Hwang,19 Jun Choi,10 Kang-in Lee,7 Jin-woo Jeon,9 Se-hun Oh,16 Ju-sung Kim,6 Jung-min Kim,11 Won-sang Um,18 Young-wook Cho,-,21 Kevin Harr,12 Ji-min Park,8 Kyu-hyuk Lee,17 Sang-jun Lee,20 Se-yun Kim,13 Jae-hyun Go,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sat Jun 8, 2019",South Korea U20 vs Senegal U20
59,Senegal U20,16 Dialy Ndiaye,13 Souleymane Cissé,2 Moussa N'Diaye,5 Souleymane Aw,12 Alpha Diounkou,4 Ousseynou Diagne,20 Amadou Ciss,7 Amadou Sagna,15 Ousseynou Niang,14 Ibrahima Niane,19 Youssouph Badji,8 Moustapha Mbow,10 Ibrahima Dramé,11 Mamadou Danfa,9 Amadou N'Diaye,-,1 Cheikh Sarr,21 François Hyapoute Djiba,6 Abdoulaye Ndiaye,3 Formose Mendy,18 Faly Ndaw,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sat Jun 8, 2019",South Korea U20 vs Senegal U20
60,Italy U20,1 Alessandro Plizzari,13 Luca Ranieri,4 Matteo Gabbia,15 Enrico Del Prato,17 Luca Pellegrini,20 Salvatore Esposito,7 Davide Frattesi,14 Raoul Bellanova,3 Alessandro Tripaldelli,9 Andrea Pinamonti,11 Gianluca Scamacca,10 Christian Capone,19 Domenico Alberico,-,-,-,12 Marco Carnesecchi,21 Leonardo Loria,5 Alessandro Buongiorno,6 Davide Bettella,2 Antonio Candela,8 Andrea Colpani,16 Gabriele Gori,18 Marco Olivieri,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sun Jun 2, 2019",Italy U20 vs Poland U20
60,Poland U20,1 Radoslaw Majecki,15 Jan Sobocinski,6 Sebastian Walukiewicz,18 Adrian Stanilewicz,5 Serafin Szota,7 Tomasz Makowski,16 Bartosz Slisz,11 Jakub Bednarczyk,13 Michal Skoras,20 Marcel Zylla,9 Dominik Steczyk,3 Tymoteusz Puchacz,10 David Kopacz,17 Adrian Benedyczak,-,-,21 Karol Niemczycki,12 Milosz Mleczko,4 Adrian Gryszkiewicz,2 Maik Nawrocki,14 Nicola Zalewski,8 Mateusz Bogusz,19 Adrian Lyszczarz,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sun Jun 2, 2019",Italy U20 vs Poland U20
61,Colombia U20,13 Kevin Mier,2 Carlos Cuesta,3 Andrés Reyes,16 Brayan Vera,4 Anderson Arroyo,5 Andrés Balanta,6 Andrés Perea,15 Gustavo Carvajal,11 Luis Sinisterra,7 Iván Angulo,10 Cucho Hernández,14 Sebastián Palma,20 Johan Carbonero,18 Andrés Amaya,9 Luis Sandoval,-,12 Juan Lemus,1 Reinaldo Fontalvo,19 Carlos Terán,21 Jean Colorado,17 Deiber Caicedo,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sun Jun 2, 2019",Colombia U20 vs New Zealand U20
61,New Zealand U20,1 Michael Woud,5 Nando Pijnaker,2 George Stanger,13 Liberato Cacace,17 Callan Elliot,4 Gianni Stensness,8 Joe Bell,7 Elijah Just,10 Sarpreet Singh,18 Ben Waine,19 Callum McCowatt,11 Matthew Conroy,9 Max Mata,-,-,-,12 Cameron Brown,21 Zac Jones,16 Dominic Wooldridge,3 Dalton Wilkins,14 Leon van den Hoven,20 Willem Ebbinge,6 Dane Schnell,-,-,-,-,-,-,-,-,U-20 World Cup 2019,"Sun Jun 2, 2019",Colombia U20 vs New Zealand U20
