,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
32,Egypt,1 Essam El Hadary,2 Ali Gabr,6 Ahmed Hegazy,7 Ahmed Fathi,3 Ahmed El Mohamady,8 Tarek Hamed,17 Mohamed Elneny,19 Abdallah Said,21 Mahmoud Trezeguet,10 Mohamed Salah,22 Amr Warda,14 Ramadan Sobhi,-,-,-,-,16 Sherif Ekramy,12 Ahmed Dowidar,20 Saad Samir,13 Mohamed Abdelshafi,15 Karim Hafez,4 Omar Gaber,5 Ibrahim Salah,9 Ahmed Hassan,-,-,-,-,-,-,-,African Cup of Nations 2017,"Sun Feb 5, 2017",Egypt vs Cameroon
32,Cameroon,1 Fabrice Ondoa,4 Adolphe Teikeu,5 Michael Ngadeu,6 Ambroise Oyongo,19 Collins Fai,15 Sébastien Siani,17 Arnaud Djoum,8 Benjamin Moukandjo,13 Christian Bassogog,18 Robert Tambe,9 Jacques Zoua,3 Nicolas N'Koulou,14 Georges Mandjeck,10 Vincent Aboubakar,-,-,23 Georges Bokwé,16 Jules Goda,21 Mohamed Djetei,22 Joseph Ngwem,2 Ernest Mabouka,12 Frank Boya,7 Clinton N'Jie,11 Edgar Salli,20 Karl Toko Ekambi,-,-,-,-,-,-,African Cup of Nations 2017,"Sun Feb 5, 2017",Egypt vs Cameroon
33,Burkina Faso,16 Hervé Koffi,4 Bakary Koné,14 Issoufou Dayo,20 Yacouba Coulibaly,2 Steeve Yago,18 Charles Kaboré,22 Ibrahim Blati Touré,10 Alain Traoré,7 Préjuce Nakoulma,19 Bertrand Traoré,15 Aristide Bancé,5 Patrick Malo,12 Adama Guira,21 Cyrille Bayala,-,-,1 Aboubacar Sawadogo,23 Germain Sanou,13 Souleymane Koanda,3 Issouf Paro,6 Bakary Bouba Saré,8 Abdou Traoré,9 Banou Diawara,-,-,-,-,-,-,-,-,African Cup of Nations 2017,"Sat Feb 4, 2017",Burkina Faso vs Ghana
33,Ghana,12 Richard Ofori,4 Jonathan Mensah,18 Daniel Amartey,2 Andy Yiadom,23 Harrison Afful,15 Ebenezer Ofori,5 Thomas Partey,20 Samuel Tetteh,8 Emmanuel Badu,14 Bernard Tekpetey,9 Jordan Ayew,7 Christian Atsu,10 André Ayew,3 Asamoah Gyan,-,-,1 Brimah Razak,16 Fatawu Dauda,19 Edwin Gyimah,21 John Boye,11 Mubarak Wakaso,6 Afriyie Acquah,22 Frank Acheampong,13 Ebenezer Assifuah,-,-,-,-,-,-,-,African Cup of Nations 2017,"Sat Feb 4, 2017",Burkina Faso vs Ghana
34,Burkina Faso,16 Hervé Koffi,4 Bakary Koné,14 Issoufou Dayo,20 Yacouba Coulibaly,2 Steeve Yago,18 Charles Kaboré,22 Ibrahim Blati Touré,7 Préjuce Nakoulma,19 Bertrand Traoré,8 Abdou Traoré,15 Aristide Bancé,10 Alain Traoré,9 Banou Diawara,-,-,-,1 Aboubacar Sawadogo,23 Germain Sanou,13 Souleymane Koanda,5 Patrick Malo,3 Issouf Paro,6 Bakary Bouba Saré,12 Adama Guira,17 Jonathan Zongo,21 Cyrille Bayala,-,-,-,-,-,-,African Cup of Nations 2017,"Wed Feb 1, 2017",Burkina Faso vs Egypt
34,Egypt,1 Essam El Hadary,2 Ali Gabr,6 Ahmed Hegazy,7 Ahmed Fathi,3 Ahmed El Mohamady,5 Ibrahim Salah,8 Tarek Hamed,19 Abdallah Said,21 Mahmoud Trezeguet,10 Mohamed Salah,11 Kahraba,4 Omar Gaber,14 Ramadan Sobhi,22 Amr Warda,-,-,16 Sherif Ekramy,12 Ahmed Dowidar,20 Saad Samir,15 Karim Hafez,-,-,-,-,-,-,-,-,-,-,-,African Cup of Nations 2017,"Wed Feb 1, 2017",Burkina Faso vs Egypt
35,Cameroon,1 Fabrice Ondoa,4 Adolphe Teikeu,5 Michael Ngadeu,6 Ambroise Oyongo,19 Collins Fai,15 Sébastien Siani,17 Arnaud Djoum,8 Benjamin Moukandjo,13 Christian Bassogog,18 Robert Tambe,9 Jacques Zoua,14 Georges Mandjeck,10 Vincent Aboubakar,-,-,-,23 Georges Bokwé,16 Jules Goda,3 Nicolas N'Koulou,21 Mohamed Djetei,22 Joseph Ngwem,2 Ernest Mabouka,12 Frank Boya,7 Clinton N'Jie,11 Edgar Salli,20 Karl Toko Ekambi,-,-,-,-,-,African Cup of Nations 2017,"Thu Feb 2, 2017",Cameroon vs Ghana
35,Ghana,1 Brimah Razak,18 Daniel Amartey,21 John Boye,22 Frank Acheampong,23 Harrison Afful,6 Afriyie Acquah,5 Thomas Partey,11 Mubarak Wakaso,10 André Ayew,7 Christian Atsu,9 Jordan Ayew,8 Emmanuel Badu,3 Asamoah Gyan,-,-,-,12 Richard Ofori,16 Fatawu Dauda,4 Jonathan Mensah,19 Edwin Gyimah,2 Andy Yiadom,13 Ebenezer Ofori,15 Samuel Tetteh,14 Bernard Tekpetey,20 Ebenezer Assifuah,-,-,-,-,-,-,African Cup of Nations 2017,"Thu Feb 2, 2017",Cameroon vs Ghana
36,Burkina Faso,16 Hervé Koffi,4 Bakary Koné,14 Issoufou Dayo,20 Yacouba Coulibaly,2 Steeve Yago,18 Charles Kaboré,22 Ibrahim Blati Touré,8 Abdou Traoré,19 Bertrand Traoré,21 Cyrille Bayala,7 Préjuce Nakoulma,6 Bakary Bouba Saré,10 Alain Traoré,15 Aristide Bancé,-,-,1 Aboubacar Sawadogo,23 Germain Sanou,13 Souleymane Koanda,5 Patrick Malo,3 Issouf Paro,12 Adama Guira,9 Banou Diawara,-,-,-,-,-,-,-,-,African Cup of Nations 2017,"Sat Jan 28, 2017",Burkina Faso vs Tunisia
36,Tunisia,16 Aymen Balbouli,2 Syam Ben Youssef,20 Mohamed Ali Yaakoubi,3 Aymen Abdennour,21 Hamdi Nagguez,14 Mohamed Amine Ben Amor,13 Ferjani Sassi,7 Youssef Msakni,23 Naïm Sliti,10 Wahbi Khazri,11 Taha Yassine Khenissi,8 Hamza Lahmar,9 Ahmed Akaichi,19 Saber Khalifa,-,-,1 Rami Jeridi,22 Moez Ben Cherifia,5 Slimen Kchouk,4 Zied Boughattas,6 Chamseddine Dhaouadi,17 Hamza Mathlouthi,12 Ali Maâloul,18 Ahmed Khalil,15 Larry Azouni,-,-,-,-,-,-,African Cup of Nations 2017,"Sat Jan 28, 2017",Burkina Faso vs Tunisia
37,Senegal,1 Abdoulaye Diallo,2 Kara Mbodj,3 Kalidou Koulibaly,4 Cheikh M'Bengue,21 Lamine Gassama,5 Idrissa Gueye,8 Cheikhou Kouyaté,22 Henri Saivet,20 Keita Baldé,10 Sadio Mané,9 Mame Diouf,19 Saliou Ciss,17 Badou Ndiaye,7 Moussa Sow,-,-,16 Khadim N'Diaye,23 Pape Seydou Ndiaye,14 Zargo Touré,15 Pape Diop,11 Cheikh N'Doye,12 Mohamed Diamé,18 Ismaïla Sarr,6 Famara Diédhiou,13 Moussa Konaté,-,-,-,-,-,-,African Cup of Nations 2017,"Sat Jan 28, 2017",Senegal vs Cameroon
37,Cameroon,1 Fabrice Ondoa,4 Adolphe Teikeu,5 Michael Ngadeu,6 Ambroise Oyongo,19 Collins Fai,15 Sébastien Siani,17 Arnaud Djoum,20 Karl Toko Ekambi,13 Christian Bassogog,18 Robert Tambe,8 Benjamin Moukandjo,14 Georges Mandjeck,9 Jacques Zoua,10 Vincent Aboubakar,-,-,23 Georges Bokwé,16 Jules Goda,3 Nicolas N'Koulou,21 Mohamed Djetei,22 Joseph Ngwem,2 Ernest Mabouka,12 Frank Boya,7 Clinton N'Jie,11 Edgar Salli,-,-,-,-,-,-,African Cup of Nations 2017,"Sat Jan 28, 2017",Senegal vs Cameroon
38,DR Congo,1 Ley Matampi,5 Marcel Tisserand,18 Merveille Bokadi,13 Lomalisa Mutambala,2 Issama Mpeko,22 Chancel Mbemba,15 Remi Mulumba,8 Paul-José Mpoku,6 Junior Kabananga,21 Firmin Mubele,9 Dieumerci Mbokani,19 Jeremy Bokila,12 Jonathan Bolingi,17 Cédric Bakambu,-,-,16 Nicaise Kudimbana,23 Joël Kiassumbua,3 Fabrice N'Sakala,7 Youssouf Mulumbu,10 Neeskens Kebano,11 Jordan Botaka,-,-,-,-,-,-,-,-,-,African Cup of Nations 2017,"Sun Jan 29, 2017",DR Congo vs Ghana
38,Ghana,1 Brimah Razak,18 Daniel Amartey,21 John Boye,22 Frank Acheampong,23 Harrison Afful,6 Afriyie Acquah,5 Thomas Partey,11 Mubarak Wakaso,10 André Ayew,7 Christian Atsu,9 Jordan Ayew,-,-,-,-,-,12 Richard Ofori,16 Fatawu Dauda,4 Jonathan Mensah,19 Edwin Gyimah,2 Andy Yiadom,15 Ebenezer Ofori,8 Emmanuel Badu,20 Samuel Tetteh,14 Bernard Tekpetey,13 Ebenezer Assifuah,3 Asamoah Gyan,-,-,-,-,African Cup of Nations 2017,"Sun Jan 29, 2017",DR Congo vs Ghana
39,Egypt,1 Essam El Hadary,2 Ali Gabr,6 Ahmed Hegazy,15 Karim Hafez,3 Ahmed El Mohamady,7 Ahmed Fathi,8 Tarek Hamed,19 Abdallah Said,21 Mahmoud Trezeguet,10 Mohamed Salah,18 Marwan Mohsen,20 Saad Samir,9 Ahmed Hassan,11 Kahraba,-,-,16 Sherif Ekramy,12 Ahmed Dowidar,13 Mohamed Abdelshafi,4 Omar Gaber,5 Ibrahim Salah,14 Ramadan Sobhi,22 Amr Warda,-,-,-,-,-,-,-,-,African Cup of Nations 2017,"Sun Jan 29, 2017",Egypt vs Morocco
39,Morocco,12 Munir Mohamedi,6 Romain Saïss,4 Manuel da Costa,5 Medhi Benatia,8 Karim El Ahmadi,14 Moubarak Boussoufa,11 Fayçal Fajr,2 Hamza Mendyl,7 Youssef En-Nesyri,17 Nabil Dirar,20 Aziz Bouhaddouz,16 Omar El Kaddouri,23 Rachid Alioui,-,-,-,1 Bono,22 Yassine El Kharroubi,18 Amine Atouchi,10 Faycal Rherras,3 Fouad Chafik,15 Youssef Aït Bennasser,19 Mounir Obbadi,21 Mehdi Carcela-González,9 Youssef El Arabi,13 Khalid Boutaïb,-,-,-,-,-,African Cup of Nations 2017,"Sun Jan 29, 2017",Egypt vs Morocco
40,Gabon,1 Didier Ovono,2 Aaron Appindangoyé,5 Bruno Ecuele Manga,6 Johann Obiang,8 Lloyd Palun,4 Merlin Tandjigora,10 Mario Lemina,22 Didier Ndong,20 Denis Bouanga,7 Malick Evouna,9 Pierre-Emerick Aubameyang,17 André Poko,12 Guélor Kanga,14 Serge Angoue,-,-,23 Yves Bitseki,16 Anthony Mfa Mezui,3 Franck Obambou,19 Benjamin Zé Ondo,21 Yoann Wachter,18 Serge-Junior Ngouali,15 Cédric Biyoghé,13 Samson Mbingui,11 Levy Madinda,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 14, 2017",Gabon vs Guinea-Bissau
40,Guinea-Bissau,1 Jonas Mendes,5 Rudinilson,14 Juary Soares,16 Agostinho Soares,4 Tomas Dabo,8 Francisco Júnior,11 Nanissio Soares,7 Zezinho,19 João Mário,15 Toni Silva,9 Abel Camará,21 Aldair,18 Piqueti,13 Frédéric Mendy,-,-,12 Papa Fall,23 Rui Dabó,6 Eridson,22 Muhammad Candé,2 Emmanuel Mendy,10 Bocundji Ca,3 Saná Camará,17 Sami,20 Idrissa Camará,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 14, 2017",Gabon vs Guinea-Bissau
41,Burkina Faso,16 Hervé Koffi,4 Bakary Koné,14 Issoufou Dayo,5 Patrick Malo,20 Yacouba Coulibaly,18 Charles Kaboré,8 Abdou Traoré,10 Alain Traoré,7 Préjuce Nakoulma,11 Jonathan Pitroipa,19 Bertrand Traoré,17 Jonathan Zongo,9 Banou Diawara,15 Aristide Bancé,-,-,1 Aboubacar Sawadogo,23 Germain Sanou,13 Souleymane Koanda,3 Issouf Paro,2 Steeve Yago,22 Ibrahim Blati Touré,6 Bakary Bouba Saré,12 Adama Guira,21 Cyrille Bayala,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 14, 2017",Burkina Faso vs Cameroon
41,Cameroon,1 Fabrice Ondoa,4 Adolphe Teikeu,5 Michael Ngadeu,6 Ambroise Oyongo,2 Ernest Mabouka,14 Georges Mandjeck,15 Sébastien Siani,7 Clinton N'Jie,13 Christian Bassogog,8 Benjamin Moukandjo,9 Jacques Zoua,11 Edgar Salli,20 Karl Toko Ekambi,-,-,-,23 Georges Bokwé,16 Jules Goda,3 Nicolas N'Koulou,21 Mohamed Djetei,22 Joseph Ngwem,19 Collins Fai,12 Frank Boya,17 Arnaud Djoum,18 Robert Tambe,10 Vincent Aboubakar,-,-,-,-,-,African Cup of Nations 2017,"Jan 14, 2017",Burkina Faso vs Cameroon
42,Gabon,1 Didier Ovono,2 Aaron Appindangoyé,5 Bruno Ecuele Manga,6 Johann Obiang,8 Lloyd Palun,4 Merlin Tandjigora,22 Didier Ndong,17 André Poko,20 Denis Bouanga,7 Malick Evouna,9 Pierre-Emerick Aubameyang,19 Benjamin Zé Ondo,18 Serge-Junior Ngouali,14 Serge Angoue,-,-,23 Yves Bitseki,16 Anthony Mfa Mezui,3 Franck Obambou,21 Yoann Wachter,10 Mario Lemina,12 Guélor Kanga,15 Cédric Biyoghé,13 Samson Mbingui,11 Levy Madinda,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 18, 2017",Gabon vs Burkina Faso
42,Burkina Faso,16 Hervé Koffi,4 Bakary Koné,14 Issoufou Dayo,20 Yacouba Coulibaly,5 Patrick Malo,18 Charles Kaboré,8 Abdou Traoré,10 Alain Traoré,11 Jonathan Pitroipa,17 Jonathan Zongo,9 Banou Diawara,6 Bakary Bouba Saré,19 Bertrand Traoré,7 Préjuce Nakoulma,-,-,1 Aboubacar Sawadogo,23 Germain Sanou,13 Souleymane Koanda,3 Issouf Paro,2 Steeve Yago,22 Ibrahim Blati Touré,12 Adama Guira,21 Cyrille Bayala,15 Aristide Bancé,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 18, 2017",Gabon vs Burkina Faso
43,Cameroon,1 Fabrice Ondoa,4 Adolphe Teikeu,5 Michael Ngadeu,6 Ambroise Oyongo,19 Collins Fai,14 Georges Mandjeck,15 Sébastien Siani,7 Clinton N'Jie,13 Christian Bassogog,8 Benjamin Moukandjo,10 Vincent Aboubakar,3 Nicolas N'Koulou,18 Robert Tambe,20 Karl Toko Ekambi,-,-,23 Georges Bokwé,16 Jules Goda,21 Mohamed Djetei,22 Joseph Ngwem,2 Ernest Mabouka,12 Frank Boya,17 Arnaud Djoum,9 Jacques Zoua,11 Edgar Salli,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 18, 2017",Cameroon vs Guinea-Bissau
43,Guinea-Bissau,1 Jonas Mendes,5 Rudinilson,14 Juary Soares,22 Muhammad Candé,4 Tomas Dabo,11 Nanissio Soares,8 Francisco Júnior,7 Zezinho,18 Piqueti,15 Toni Silva,13 Frédéric Mendy,17 Sami,20 Idrissa Camará,9 Abel Camará,-,-,12 Papa Fall,23 Rui Dabó,6 Eridson,16 Agostinho Soares,2 Emmanuel Mendy,10 Bocundji Ca,3 Saná Camará,19 João Mário,21 Aldair,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 18, 2017",Cameroon vs Guinea-Bissau
44,Guinea-Bissau,1 Jonas Mendes,5 Rudinilson,14 Juary Soares,22 Muhammad Candé,4 Tomas Dabo,11 Nanissio Soares,8 Francisco Júnior,7 Zezinho,18 Piqueti,15 Toni Silva,13 Frédéric Mendy,3 Saná Camará,21 Aldair,9 Abel Camará,-,-,12 Papa Fall,23 Rui Dabó,6 Eridson,16 Agostinho Soares,2 Emmanuel Mendy,10 Bocundji Ca,19 João Mário,17 Sami,20 Idrissa Camará,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 22, 2017",Guinea-Bissau vs Burkina Faso
44,Burkina Faso,16 Hervé Koffi,4 Bakary Koné,14 Issoufou Dayo,20 Yacouba Coulibaly,2 Steeve Yago,18 Charles Kaboré,10 Alain Traoré,7 Préjuce Nakoulma,19 Bertrand Traoré,8 Abdou Traoré,15 Aristide Bancé,22 Ibrahim Blati Touré,6 Bakary Bouba Saré,21 Cyrille Bayala,-,-,1 Aboubacar Sawadogo,23 Germain Sanou,13 Souleymane Koanda,5 Patrick Malo,3 Issouf Paro,12 Adama Guira,9 Banou Diawara,-,-,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 22, 2017",Guinea-Bissau vs Burkina Faso
45,Cameroon,1 Fabrice Ondoa,4 Adolphe Teikeu,3 Nicolas N'Koulou,6 Ambroise Oyongo,19 Collins Fai,5 Michael Ngadeu,15 Sébastien Siani,8 Benjamin Moukandjo,11 Edgar Salli,13 Christian Bassogog,18 Robert Tambe,9 Jacques Zoua,10 Vincent Aboubakar,20 Karl Toko Ekambi,-,-,23 Georges Bokwé,16 Jules Goda,21 Mohamed Djetei,22 Joseph Ngwem,2 Ernest Mabouka,12 Frank Boya,17 Arnaud Djoum,7 Clinton N'Jie,-,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 22, 2017",Cameroon vs Gabon
45,Gabon,1 Didier Ovono,2 Aaron Appindangoyé,5 Bruno Ecuele Manga,19 Benjamin Zé Ondo,8 Lloyd Palun,18 Serge-Junior Ngouali,22 Didier Ndong,20 Denis Bouanga,17 André Poko,7 Malick Evouna,9 Pierre-Emerick Aubameyang,21 Yoann Wachter,13 Samson Mbingui,14 Serge Angoue,-,-,23 Yves Bitseki,16 Anthony Mfa Mezui,3 Franck Obambou,12 Guélor Kanga,15 Cédric Biyoghé,11 Levy Madinda,-,-,-,-,-,-,-,-,-,African Cup of Nations 2017,"Jan 22, 2017",Cameroon vs Gabon
46,Algeria,23 Raïs M'Bolhi,2 Aïssa Mandi,21 Ramy Bensebaini,3 Faouzi Ghoulam,20 Mokhtar Belkhiter,10 Nabil Bentaleb,17 Adlène Guédioura,11 Yacine Brahimi,15 El Arbi Hillel Soudani,7 Riyad Mahrez,13 Islam Slimani,22 Mohamed Rabie Meftah,18 Rachid Ghezzal,-,-,-,1 Chamseddine Rahmani,16 Malik Asselah,4 Liassine Cadamuro,5 Hicham Belkaroui,12 Mohamed Benyahia,6 Djamel Mesbah,8 Ismaël Bennacer,19 Mehdi Abeid,9 Sofiane Hanni,14 Baghdad Bounedjah,-,-,-,-,-,African Cup of Nations 2017,"Jan 15, 2017",Algeria vs Zimbabwe
