,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
112,Ghana,1 Richard Ofori,4 Jonathan Mensah,15 Kasim Adams,17 Abdul Rahman Baba,22 Andy Yiadom,5 Thomas Partey,11 Mubarak Wakaso,20 Kwadwo Asamoah,10 André Ayew,7 Christian Atsu,9 Jordan Ayew,19 Samuel Owusu,3 Asamoah Gyan,8 Owusu,-,-,16 Felix Annan,12 Lawrence Ati Zigi,2 Joseph Attamah,18 Joseph Aidoo,14 Lumor Agbenyenu,6 Afriyie Acquah,23 Thomas Agyepong,13 Caleb Ekuban,-,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 29, 2019",Cameroon vs Ghana
113,Benin,1 Fabien Farnolle,3 Khaled Adénon,6 Olivier Verdon,11 Emmanuel Imorou,2 Seidou Barazé,8 Jordan Adéoti,15 Sessi D'Almeida,17 Stéphane Sessègnon,14 Cebio Soukou,10 Mickael Pote,9 Steve Mounié,18 Seïbou Mama,7 David Djigla,20 Jodel Dossou,-,-,23 Chérif Akakpo,16 Saturnin Allagbé,5 Junior Salomon,13 Moise Adilehou,12 David Kiki,22 Rodrigue Fassinou,21 Rodrigue Kossi Fiogbé,4 Tidjani Anane,19 Désiré Sègbè,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 29, 2019",Benin vs Guinea-Bissau
113,Guinea-Bissau,1 Jonas Mendes,4 Marcelo Djaló,14 Juary Soares,22 Muhammad Candé,21 Nanu,3 Burá Nogueira,20 Sori Mané,10 Pelé,18 Piqueti,17 Mama Baldé,13 Frédéric Mendy,8 João Jaquité,9 Romário Baldé,11 Jorginho,-,-,12 Rui Dabó,23 Ivanov,5 Rudinilson,2 Nadjack,6 Tomas Dabo,7 Zezinho,16 Moreto Cassamá,15 Toni Silva,19 Joseph Mendes,-,-,-,-,-,-,African Cup of Nations 2019,"Jun 29, 2019",Benin vs Guinea-Bissau
114,Guinea-Bissau,1 Jonas Mendes,4 Marcelo Djaló,14 Juary Soares,22 Muhammad Candé,21 Nanu,3 Burá Nogueira,20 Sori Mané,10 Pelé,18 Piqueti,17 Mama Baldé,19 Joseph Mendes,16 Moreto Cassamá,15 Toni Silva,13 Frédéric Mendy,-,-,12 Rui Dabó,23 Ivanov,5 Rudinilson,2 Nadjack,6 Tomas Dabo,8 João Jaquité,7 Zezinho,9 Romário Baldé,11 Jorginho,-,-,-,-,-,-,African Cup of Nations 2019,"Jul 2, 2019",Guinea-Bissau vs Ghana
114,Ghana,1 Richard Ofori,18 Joseph Aidoo,21 John Boye,17 Abdul Rahman Baba,22 Andy Yiadom,5 Thomas Partey,11 Mubarak Wakaso,8 Owusu,19 Samuel Owusu,10 André Ayew,9 Jordan Ayew,6 Afriyie Acquah,20 Kwadwo Asamoah,13 Caleb Ekuban,-,-,16 Felix Annan,12 Lawrence Ati Zigi,2 Joseph Attamah,4 Jonathan Mensah,14 Lumor Agbenyenu,3 Asamoah Gyan,-,-,-,-,-,-,-,-,-,African Cup of Nations 2019,"Jul 2, 2019",Guinea-Bissau vs Ghana
115,Benin,16 Saturnin Allagbé,3 Khaled Adénon,6 Olivier Verdon,12 David Kiki,2 Seidou Barazé,8 Jordan Adéoti,18 Seïbou Mama,20 Jodel Dossou,17 Stéphane Sessègnon,7 David Djigla,9 Steve Mounié,14 Cebio Soukou,10 Mickael Pote,-,-,-,23 Chérif Akakpo,1 Fabien Farnolle,5 Junior Salomon,13 Moise Adilehou,11 Emmanuel Imorou,22 Rodrigue Fassinou,15 Sessi D'Almeida,21 Rodrigue Kossi Fiogbé,4 Tidjani Anane,19 Désiré Sègbè,-,-,-,-,-,African Cup of Nations 2019,"Jul 2, 2019",Benin vs Cameroon
115,Cameroon,1 André Onana,4 Yaya Banana,5 Michael Ngadeu,6 Ambroise Oyongo,2 Collins Fai,15 Pierre Kunde,8 Frank Anguissa,10 Arnaud Djoum,13 Eric-Maxim Choupo-Moting,9 Stéphane Bahoken,17 Karl Toko Ekambi,11 Christian Bassogog,20 Olivier Boumal,7 Clinton N'Jie,-,-,16 Fabrice Ondoa,23 Carlos Kameni,12 Joyskim Dawa,22 Jean-Armel Kana-Biyik,3 Gaëtan Bong,21 Wilfrid Kaptoum,18 Joel Tagueu,19 Jacques Zoua,-,-,-,-,-,-,-,African Cup of Nations 2019,"Jul 2, 2019",Benin vs Cameroon
116,Senegal,16 Edouard Mendy,22 Abdou Diallo,3 Kalidou Koulibaly,2 Saliou Ciss,20 Bouna Sarr,6 Nampalys Mendy,8 Cheikhou Kouyaté,5 Idrissa Gueye,10 Sadio Mané,18 Ismaïla Sarr,19 Famara Diédhiou,26 Pape Gueye,9 Boulaye Dia,15 Bamba Dieng,-,-,1 Seny Dieng,23 Alfred Gomis,4 Pape Abou Cissé,12 Fodé Ballo-Touré,21 Ibrahima Mbaye,25 Mamadou Loum,13 Joseph Lopy,17 Pape Matar Sarr,7 Keita Baldé,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Feb 6, 2022",Senegal vs Egypt
116,Egypt,16 Gabaski,2 Mohamed Abdelmonem,15 Mahmoud El Wensh,13 Ahmed Fatouh,8 Emam Ashour,5 Hamdi Fathi,17 Mohamed Elneny,4 Amr El Solia,22 Omar Marmoush,10 Mohamed Salah,14 Mostafa Mohamed,18 Mohanad Lasheen,7 Mahmoud Trezeguet,21 Zizo,28 Marwan Hamdi,-,23 Mohamed Sobhi,24 Mahmoud Gad,12 Ayman Ashraf,20 Mahmoud Alaa,27 Marwan Daoud,19 Abdallah Said,11 Ramadan Sobhi,9 Mohamed Sherif,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Feb 6, 2022",Senegal vs Egypt
117,Burkina Faso,23 Farid Ouédraogo,4 Soumaila Ouattara,12 Edmond Tapsoba,25 Steeve Yago,9 Issa Kaboré,18 Ismahila Ouédraogo,20 Gustavo Sangaré,22 Ibrahim Blati Touré,15 Abdoul Tapsoba,10 Bertrand Traoré,2 Djibril Ouattara,1 Aboubacar Sawadogo,7 Eric Traoré,19 Hassane Bandé,11 Mohamed Konaté,-,27 Kilian Nikièma,5 Patrick Malo,13 Hermann Nikiema,6 Saïdou Simporé,14 Issoufou Dayo,3 Oula Traoré,8 Dramane Nikièma,17 Zakaria Sanogo,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sat Feb 5, 2022",Burkina Faso vs Cameroon
117,Cameroon,24 André Onana,4 Harold Moukoudi,22 Jérôme Onguéné,6 Ambroise Oyongo,17 Olivier Mbaizo,26 Jean Onana,14 Samuel Oum Gouet,15 Pierre Kunde,20 Ignatius Ganago,11 Christian Bassogog,9 Stéphane Bahoken,3 Nicolas Moumi Ngamaleu,10 Vincent Aboubakar,12 Karl Toko Ekambi,-,-,1 Jean Efala,16 Devis Epassy,2 Enzo Ebosse,5 Michael Ngadeu,25 Nouhou,19 Collins Fai,18 Martin Hongla,8 Frank Anguissa,7 Clinton N'Jie,-,-,-,-,-,-,African Cup of Nations 2021,"Sat Feb 5, 2022",Burkina Faso vs Cameroon
118,Burkina Faso,16 Hervé Koffi,12 Edmond Tapsoba,14 Issoufou Dayo,25 Steeve Yago,9 Issa Kaboré,24 Adama Guira,22 Ibrahim Blati Touré,20 Gustavo Sangaré,19 Hassane Bandé,21 Cyrille Bayala,10 Bertrand Traoré,23 Farid Ouédraogo,17 Zakaria Sanogo,2 Djibril Ouattara,15 Abdoul Tapsoba,-,1 Aboubacar Sawadogo,5 Patrick Malo,4 Soumaila Ouattara,6 Saïdou Simporé,3 Oula Traoré,18 Ismahila Ouédraogo,7 Eric Traoré,11 Mohamed Konaté,-,-,-,-,-,-,-,African Cup of Nations 2021,"Wed Feb 2, 2022",Burkina Faso vs Senegal
118,Senegal,16 Edouard Mendy,22 Abdou Diallo,3 Kalidou Koulibaly,2 Saliou Ciss,20 Bouna Sarr,6 Nampalys Mendy,8 Cheikhou Kouyaté,5 Idrissa Gueye,10 Sadio Mané,15 Bamba Dieng,19 Famara Diédhiou,4 Pape Abou Cissé,26 Pape Gueye,17 Pape Matar Sarr,18 Ismaïla Sarr,-,1 Seny Dieng,23 Alfred Gomis,21 Ibrahima Mbaye,24 Moustapha Name,13 Joseph Lopy,27 Mame Thiam,7 Keita Baldé,11 Habib Diallo,-,-,-,-,-,-,-,African Cup of Nations 2021,"Wed Feb 2, 2022",Burkina Faso vs Senegal
119,Cameroon,24 André Onana,21 Jean-Charles Castelletto,5 Michael Ngadeu,25 Nouhou,19 Collins Fai,14 Samuel Oum Gouet,18 Martin Hongla,8 Frank Anguissa,12 Karl Toko Ekambi,3 Nicolas Moumi Ngamaleu,10 Vincent Aboubakar,4 Harold Moukoudi,26 Jean Onana,27 James Léa Siliki,11 Christian Bassogog,7 Clinton N'Jie,16 Devis Epassy,23 Simon Omossola,6 Ambroise Oyongo,15 Pierre Kunde,9 Stéphane Bahoken,13 Eric-Maxim Choupo-Moting,20 Ignatius Ganago,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Thu Feb 3, 2022",Cameroon vs Egypt
119,Egypt,16 Gabaski,2 Mohamed Abdelmonem,15 Mahmoud El Wensh,13 Ahmed Fatouh,3 Omar Kamal,5 Hamdi Fathi,17 Mohamed Elneny,4 Amr El Solia,22 Omar Marmoush,10 Mohamed Salah,14 Mostafa Mohamed,18 Mohanad Lasheen,8 Emam Ashour,7 Mahmoud Trezeguet,11 Ramadan Sobhi,21 Zizo,9 Mohamed Sherif,23 Mohamed Sobhi,24 Mahmoud Gad,12 Ayman Ashraf,20 Mahmoud Alaa,19 Abdallah Said,28 Marwan Hamdi,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Thu Feb 3, 2022",Cameroon vs Egypt
120,The Gambia,18 Baboucarr Gaye,5 Omar Colley,12 James Gomez,13 Pa Modou,14 Noah Sonko Sundberg,6 Sulayman Marreh,2 Yusupha Bobb,21 Saidy Janko,26 Ibou Touray,10 Musa Barrow,23 Mohamed Badamosi,8 Ebrima Darboe,11 Modou Barrow,19 Ebrima Colley,17 Bubacarr Jobe,9 Assan Ceesay,1 Modou Jobe,16 Mohammed Mbye,25 Bubacarr Sanneh,4 Dawda Ngum,15 Ebrima Sohna,28 Ebou Adams,24 Dembo Darboe,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sat Jan 29, 2022",The Gambia vs Cameroon
120,Cameroon,24 André Onana,21 Jean-Charles Castelletto,5 Michael Ngadeu,25 Nouhou,19 Collins Fai,14 Samuel Oum Gouet,8 Frank Anguissa,18 Martin Hongla,3 Nicolas Moumi Ngamaleu,10 Vincent Aboubakar,12 Karl Toko Ekambi,17 Olivier Mbaizo,28 Yvan Neyou,15 Pierre Kunde,11 Christian Bassogog,7 Clinton N'Jie,1 Jean Efala,16 Devis Epassy,22 Jérôme Onguéné,6 Ambroise Oyongo,27 James Léa Siliki,13 Eric-Maxim Choupo-Moting,20 Ignatius Ganago,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sat Jan 29, 2022",The Gambia vs Cameroon
121,Burkina Faso,16 Hervé Koffi,4 Soumaila Ouattara,12 Edmond Tapsoba,25 Steeve Yago,9 Issa Kaboré,24 Adama Guira,22 Ibrahim Blati Touré,20 Gustavo Sangaré,28 Dango Ouattara,21 Cyrille Bayala,2 Djibril Ouattara,11 Mohamed Konaté,-,-,-,-,1 Aboubacar Sawadogo,23 Farid Ouédraogo,5 Patrick Malo,13 Hermann Nikiema,6 Saïdou Simporé,3 Oula Traoré,18 Ismahila Ouédraogo,17 Zakaria Sanogo,19 Hassane Bandé,10 Bertrand Traoré,15 Abdoul Tapsoba,-,-,-,-,African Cup of Nations 2021,"Sat Jan 29, 2022",Burkina Faso vs Tunisia
121,Tunisia,22 Bechir Ben Said,2 Bilel Ifa,6 Dylan Bronn,5 Oussama Haddadi,20 Mohamed Dräger,17 Ellyes Skhiri,25 Anis Slimane,28 Aïssa Laïdouni,7 Youssef Msakni,10 Wahbi Khazri,11 Seifeddine Jaziri,12 Ali Maâloul,19 Hamza Rafia,23 Naïm Sliti,27 Issam Jebali,-,16 Aymen Dahmen,26 Ali Jemal,4 Omar Rekik,21 Hamza Mathlouthi,15 Mohamed Ali Ben Romdhane,18 Ghaylen Chaalali,8 Saîf-Eddine Khaoui,14 Hannibal,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sat Jan 29, 2022",Burkina Faso vs Tunisia
122,Egypt,16 Gabaski,2 Mohamed Abdelmonem,6 Ahmed Hegazy,13 Ahmed Fatouh,3 Omar Kamal,17 Mohamed Elneny,12 Ayman Ashraf,4 Amr El Solia,22 Omar Marmoush,10 Mohamed Salah,14 Mostafa Mohamed,23 Mohamed Sobhi,20 Mahmoud Alaa,7 Mahmoud Trezeguet,11 Ramadan Sobhi,21 Zizo,28 Marwan Hamdi,24 Mahmoud Gad,27 Marwan Daoud,18 Mohanad Lasheen,8 Emam Ashour,19 Abdallah Said,9 Mohamed Sherif,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Jan 30, 2022",Egypt vs Morocco
122,Morocco,1 Bono,5 Nayef Aguerd,6 Romain Saïss,3 Adam Masina,2 Achraf Hakimi,4 Sofyan Amrabat,15 Selim Amallah,16 Aymen Barkok,17 Sofiane Boufal,10 Munir El Haddadi,19 Youssef En-Nesyri,7 Imrân Louza,27 Soufiane Rahimi,14 Zakaria Aboukhlal,23 Ryan Mmaee,28 Tarik Tissoudali,22 Ahmed Reda Tagnaouti,18 Soufiane Chakla,24 Samy Mmaee,20 Sofiane Alakouch,25 Mohamed Chibi,8 Azzedine Ounahi,13 Ilias Chair,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Jan 30, 2022",Egypt vs Morocco
123,Senegal,16 Edouard Mendy,22 Abdou Diallo,3 Kalidou Koulibaly,2 Saliou Ciss,20 Bouna Sarr,6 Nampalys Mendy,26 Pape Gueye,5 Idrissa Gueye,10 Sadio Mané,9 Boulaye Dia,19 Famara Diédhiou,8 Cheikhou Kouyaté,18 Ismaïla Sarr,15 Bamba Dieng,-,-,1 Seny Dieng,23 Alfred Gomis,4 Pape Abou Cissé,21 Ibrahima Mbaye,24 Moustapha Name,25 Mamadou Loum,17 Pape Matar Sarr,7 Keita Baldé,11 Habib Diallo,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Jan 30, 2022",Senegal vs Equat. Guinea
123,Equat. Guinea,1 Jesús Owono,16 Saúl Coco,21 Esteban Orozco,11 Basilio Ndong,15 Carlos Akapo,8 José Machín,22 Pablo Ganet,14 Jannick Buyla,6 Iban Salvador,17 Josete Miranda,10 Emilio Nsue,4 Federico Bikoro,24 Álex Balboa,20 Santiago Eneme,7 Rubén Belima,27 Pedro Oba,12 Mariano Mba,3 Marvin Anieboh,5 Cosme Anvene,2 Miguel Ángel Mayé,23 Luis Meseguer,19 Luís Asué,18 Dorian Hanza,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Jan 30, 2022",Senegal vs Equat. Guinea
124,Burkina Faso,16 Hervé Koffi,4 Soumaila Ouattara,12 Edmond Tapsoba,25 Steeve Yago,9 Issa Kaboré,24 Adama Guira,20 Gustavo Sangaré,22 Ibrahim Blati Touré,19 Hassane Bandé,28 Dango Ouattara,10 Bertrand Traoré,6 Saïdou Simporé,18 Ismahila Ouédraogo,17 Zakaria Sanogo,11 Mohamed Konaté,15 Abdoul Tapsoba,1 Aboubacar Sawadogo,23 Farid Ouédraogo,5 Patrick Malo,3 Oula Traoré,8 Dramane Nikièma,26 Jean Botué,2 Djibril Ouattara,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Jan 23, 2022",Burkina Faso vs Gabon
124,Gabon,1 Jean-Noël Amonome,4 Sidney Obissa,5 Bruno Ecuele Manga,8 Lloyd Palun,17 André Poko,2 Alex Moucketou-Moussounda,12 Guélor Kanga,3 Anthony Oyono,6 Johann Obiang,11 Jim Allevinah,7 Aaron Boupendza,28 Yannis N'Gakoutou,14 Louis Ameka,20 Denis Bouanga,10 Axel Méyé,-,16 Anthony Mfa Mezui,21 Junior Noubi,25 Junior Assoumou,26 Medwin Biteghé,24 David Sambissa,22 Fahd Ndzengue,13 Kevin Mayi,15 Ulrick Eneme-Ella,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Jan 23, 2022",Burkina Faso vs Gabon
125,Nigeria,1 Maduka Okoye,5 William Troost-Ekong,22 Kenneth Omeruo,12 Zaidu,2 Ola Aina,4 Wilfred Ndidi,10 Joe Aribo,15 Moses Simon,17 Samuel Chukwueze,14 Kelechi Iheanacho,19 Taiwo Awoniyi,18 Alex Iwobi,7 Ahmed Musa,28 Peter Olayinka,24 Umar Sadiq,-,16 Daniel Akpeyi,23 Francis Uzoho,6 Semi Ajayi,20 Chidozie Awaziem,3 Jamilu Collins,8 Frank Onyeka,25 Kelechi Nwakali,11 Henry Onyekuru,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Jan 23, 2022",Nigeria vs Tunisia
125,Tunisia,22 Bechir Ben Said,2 Bilel Ifa,3 Montassar Talbi,5 Oussama Haddadi,20 Mohamed Dräger,17 Ellyes Skhiri,25 Anis Slimane,28 Aïssa Laïdouni,19 Hamza Rafia,7 Youssef Msakni,11 Seifeddine Jaziri,4 Omar Rekik,10 Wahbi Khazri,23 Naïm Sliti,27 Issam Jebali,-,26 Ali Jemal,6 Dylan Bronn,8 Saîf-Eddine Khaoui,14 Hannibal,-,-,-,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Sun Jan 23, 2022",Nigeria vs Tunisia
126,Guinea,1 Aly Keita,4 Ibrahima Conté,5 Saïdou Sow,13 Mohamed Camara,6 Amadou Diawara,14 Ilaix Moriba,23 Aguibou Camara,7 Ibrahima Cissé,20 Pa Konate,9 José Kanté,11 Mohamed Bayo,2 Morlaye Sylla,10 Morgan Guilavogui,21 Sory Kaba,-,-,16 Moussa Camara,22 Ibrahim Koné,15 Mikael Dyrestam,26 Fode Camara,19 Mamadou Kané,24 Mory Konaté,27 Gaoussou Siby,12 Ibrahima Conté,25 Mamadou Diallo,-,-,-,-,-,-,African Cup of Nations 2021,"Mon Jan 24, 2022",Guinea vs The Gambia
126,The Gambia,18 Baboucarr Gaye,5 Omar Colley,12 James Gomez,13 Pa Modou,4 Dawda Ngum,6 Sulayman Marreh,2 Yusupha Bobb,8 Ebrima Darboe,11 Modou Barrow,3 Ablie Jallow,10 Musa Barrow,16 Mohammed Mbye,19 Ebrima Colley,9 Assan Ceesay,27 Yusupha Njie,-,1 Modou Jobe,21 Saidy Janko,15 Ebrima Sohna,26 Ibou Touray,17 Bubacarr Jobe,7 Lamin Jallow,23 Mohamed Badamosi,24 Dembo Darboe,-,-,-,-,-,-,-,African Cup of Nations 2021,"Mon Jan 24, 2022",Guinea vs The Gambia
127,Cameroon,24 André Onana,21 Jean-Charles Castelletto,5 Michael Ngadeu,25 Nouhou,19 Collins Fai,18 Martin Hongla,8 Frank Anguissa,12 Karl Toko Ekambi,3 Nicolas Moumi Ngamaleu,10 Vincent Aboubakar,13 Eric-Maxim Choupo-Moting,26 Jean Onana,27 James Léa Siliki,11 Christian Bassogog,7 Clinton N'Jie,9 Stéphane Bahoken,16 Devis Epassy,23 Simon Omossola,2 Enzo Ebosse,4 Harold Moukoudi,6 Ambroise Oyongo,14 Samuel Oum Gouet,15 Pierre Kunde,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Mon Jan 24, 2022",Cameroon vs Comoros
127,Comoros,3 Chaker Alhadhur,4 Younn Zahary,6 Nadjim Abdou,22 Saïd Bakari,19 Mohamed Youssouf,8 Fouad Bachirou,13 Rafidine Abdullah,15 Benjaloud Youssouf,20 Ahmed Mogni,10 Youssouf M'Changama,21 El Fardou Ben,5 Mohamed Abdallah,14 Ali M'Madi,24 Faiz Mattoir,17 Ibroihim Youssouf,25 Djoumoi Moussa,27 Kassim Ahamada,26 Iyad Mohamed,-,-,-,-,-,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Mon Jan 24, 2022",Cameroon vs Comoros
128,Senegal,16 Edouard Mendy,22 Abdou Diallo,3 Kalidou Koulibaly,2 Saliou Ciss,20 Bouna Sarr,6 Nampalys Mendy,26 Pape Gueye,5 Idrissa Gueye,10 Sadio Mané,9 Boulaye Dia,19 Famara Diédhiou,12 Fodé Ballo-Touré,21 Ibrahima Mbaye,13 Joseph Lopy,15 Bamba Dieng,-,1 Seny Dieng,23 Alfred Gomis,4 Pape Abou Cissé,24 Moustapha Name,17 Pape Matar Sarr,27 Mame Thiam,7 Keita Baldé,11 Habib Diallo,-,-,-,-,-,-,-,African Cup of Nations 2021,"Tue Jan 25, 2022",Senegal vs Cape Verde
128,Cape Verde,1 Vozinha,2 Stopira,4 Roberto Lopes,17 Steven Fortes,16 Dylan Tavares,22 Jeffry Fortes,7 Patrick Andrade,18 Kenny Rocha Santos,10 Jamiro Monteiro,11 Garry Rodrigues,20 Ryan Mendes,12 Márcio Rosa,3 Diney Borges,5 Nuno Borges,8 Lisandro Semedo,19 Julio Tavarès,14 Ponck,26 Nenass,24 João Paulo,25 Willy Semedo,15 Willis Furtado,9 Benchimol,-,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Tue Jan 25, 2022",Senegal vs Cape Verde
129,Morocco,1 Bono,5 Nayef Aguerd,6 Romain Saïss,3 Adam Masina,2 Achraf Hakimi,4 Sofyan Amrabat,15 Selim Amallah,7 Imrân Louza,17 Sofiane Boufal,9 Ayoub El Kaabi,19 Youssef En-Nesyri,16 Aymen Barkok,10 Munir El Haddadi,14 Zakaria Aboukhlal,23 Ryan Mmaee,-,12 Munir Mohamedi,22 Ahmed Reda Tagnaouti,18 Soufiane Chakla,24 Samy Mmaee,19 Mohamed Chibi,8 Azzedine Ounahi,13 Ilias Chair,28 Tarik Tissoudali,-,-,-,-,-,-,-,African Cup of Nations 2021,"Tue Jan 25, 2022",Morocco vs Malawi
129,Malawi,1 Charles Thomu,15 Lawrence Chaziya,5 Denis Chembezi,21 Gomezgani Chirwa,2 Stanley Sanudi,8 Chimwemwe Idana,17 John Banda,7 Micium Mhone,10 Francisco Madinga,22 Khuda Muyaba,11 Gabadinho Mhango,12 Mark Fodya,27 Gerald Phiri Junior,14 Robin Ngalande,26 Stain Davie,9 Richard Mbulu,16 Ernest Kakhobwe,25 Paul Ndhlovu,4 Peter Cholopi,3 Charles Petro,6 Chikoti Chirwa,13 Peter Banda,20 Yamikani Chester,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Tue Jan 25, 2022",Morocco vs Malawi
130,Ivory Coast,23 Badra Ali Sangaré,14 Simon Deli,21 Eric Bailly,3 Ghislain Konan,17 Serge Aurier,4 Jean Michaël Seri,18 Ibrahim Sangaré,8 Franck Kessié,15 Max Gradel,19 Nicolas Pépé,22 Sébastien Haller,20 Geoffroy Serey Dié,11 Maxwel Cornet,9 Wilfried Zaha,13 Jérémie Boga,-,26 Abdoul Karim Cissé,1 Ira Tapé,5 Wilfried Kanon,7 Odilon Kossounou,12 Habib Maïga,10 Jean Evrard Kouassi,24 Christian Kouamé,28 Yohan Boli,-,-,-,-,-,-,-,African Cup of Nations 2021,"Wed Jan 26, 2022",Ivory Coast vs Egypt
130,Egypt,1 Mohamed El Shenawy,2 Mohamed Abdelmonem,6 Ahmed Hegazy,13 Ahmed Fatouh,3 Omar Kamal,5 Hamdi Fathi,17 Mohamed Elneny,4 Amr El Solia,22 Omar Marmoush,10 Mohamed Salah,14 Mostafa Mohamed,16 Gabaski,7 Mahmoud Trezeguet,21 Zizo,9 Mohamed Sherif,-,23 Mohamed Sobhi,12 Ayman Ashraf,20 Mahmoud Alaa,18 Mohanad Lasheen,8 Emam Ashour,19 Abdallah Said,11 Ramadan Sobhi,28 Marwan Hamdi,-,-,-,-,-,-,-,African Cup of Nations 2021,"Wed Jan 26, 2022",Ivory Coast vs Egypt
131,Mali,1 Ibrahim Mounkoro,5 Kiki Kouyaté,17 Falaye Sacko,6 Massadio Haidara,2 Hamari Traoré,26 Mohamed Camara,4 Amadou Haidara,20 Yves Bissouma,7 Moussa Doumbia,14 Adama Traoré,18 Ibrahima Koné,23 Aliou Dieng,21 Adama Traoré,19 Moussa Djenepo,9 El Bilal Touré,-,16 Djigui Diarra,22 Ismael Diawara,12 Moussa Sissako,3 Charles Traoré,8 Diadié Samassékou,11 Lassana Coulibaly,25 Lassine Sinayoko,10 Kalifa Coulibaly,-,-,-,-,-,-,-,African Cup of Nations 2021,"Wed Jan 26, 2022",Mali vs Equat. Guinea
131,Equat. Guinea,1 Jesús Owono,16 Saúl Coco,21 Esteban Orozco,11 Basilio Ndong,15 Carlos Akapo,22 Pablo Ganet,8 José Machín,4 Federico Bikoro,17 Josete Miranda,6 Iban Salvador,18 Dorian Hanza,14 Jannick Buyla,20 Santiago Eneme,7 Rubén Belima,10 Emilio Nsue,-,12 Mariano Mba,28 Luis Enrique Nsue,2 Miguel Ángel Mayé,23 Luis Meseguer,24 Álex Balboa,27 Pedro Oba,19 Luís Asué,9 Óscar Siafa,-,-,-,-,-,-,-,African Cup of Nations 2021,"Wed Jan 26, 2022",Mali vs Equat. Guinea
132,Cameroon,24 André Onana,5 Michael Ngadeu,22 Jérôme Onguéné,25 Nouhou,19 Collins Fai,14 Samuel Oum Gouet,8 Frank Anguissa,15 Pierre Kunde,12 Karl Toko Ekambi,3 Nicolas Moumi Ngamaleu,10 Vincent Aboubakar,28 Yvan Neyou,11 Christian Bassogog,7 Clinton N'Jie,13 Eric-Maxim Choupo-Moting,-,16 Devis Epassy,23 Simon Omossola,21 Jean-Charles Castelletto,4 Harold Moukoudi,6 Ambroise Oyongo,27 James Léa Siliki,9 Stéphane Bahoken,20 Ignatius Ganago,-,-,-,-,-,-,-,African Cup of Nations 2021,"Jan 9, 2022",Cameroon vs Burkina Faso
132,Burkina Faso,16 Hervé Koffi,14 Issoufou Dayo,25 Steeve Yago,5 Patrick Malo,9 Issa Kaboré,24 Adama Guira,22 Ibrahim Blati Touré,20 Gustavo Sangaré,21 Cyrille Bayala,10 Bertrand Traoré,15 Abdoul Tapsoba,17 Zakaria Sanogo,19 Hassane Bandé,11 Mohamed Konaté,-,-,1 Aboubacar Sawadogo,27 Kilian Nikièma,23 Farid Ouédraogo,13 Hermann Nikiema,18 Ismahila Ouédraogo,8 Dramane Nikièma,7 Eric Traoré,26 Jean Botué,2 Djibril Ouattara,-,-,-,-,-,-,African Cup of Nations 2021,"Jan 9, 2022",Cameroon vs Burkina Faso
133,Ethiopia,22 Teklemariam Shanko,16 Yared Baye,15 Aschalew Tamene,20 Ramadan Yesuf,2 Suleman Hamid,8 Amanuel Yohannes,3 Mesud Mohammed,7 Surafel Dagnachew,10 Abubeker Nasir,11 Amanuel Gebremichael,9 Getaneh Kebede,4 Mignot Debebe,14 Fitsum Alemu,17 Bezabeh Meleyo,13 Firew Solomon,26 Mujib Kassim,1 Jemal Tassew,5 Desta Yohannes,25 Ahmed Reshid,21 Asrat Tonjo,6 Gatoch Panom,19 Shimeket Gugsa,24 Mesfin Tafesse,-,-,-,-,-,-,-,-,African Cup of Nations 2021,"Jan 9, 2022",Ethiopia vs Cape Verde
