,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status II,Status III
14427,61,4251,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Ecuador,07-Jun-13,Ecuador,EC,2013,FAIL,0,0,True,Lookup Required,False,0,Retamozo,none,,
14428,62,4251,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Ecuador,07-Jun-13,Ecuador,EC,2013,FAIL,0,0,True,Lookup Required,False,0,Vargas,none,,
14429,63,4251,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Ecuador,07-Jun-13,Ecuador,EC,2013,FAIL,0,0,True,Lookup Required,False,0,Farfán,none,,
14430,64,4251,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Ecuador,07-Jun-13,Ecuador,EC,2013,FAIL,0,0,True,Lookup Required,False,0,Pizarro,none,,
14444,78,4252,"World Cup 2014, Qualifiers, CONMEBOL",Colombia vs Peru,11-Jun-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Herrera,none,,
14479,113,4254,"World Cup 2014, Qualifiers, CONMEBOL",Venezuela vs Uruguay,11-Jun-13,Venezuela,VE,2013,FAIL,0,0,True,Lookup Required,False,0,Túñez,none,,
14664,298,4262,"World Cup 2014, Qualifiers, CONMEBOL",Venezuela vs Peru,10-Sep-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Herrera,none,,
14752,386,4266,"World Cup 2014, Qualifiers, CONMEBOL",Venezuela vs Paraguay,11-Oct-13,Paraguay,PY,2013,FAIL,0,0,True,Lookup Required,False,0,Bonet,none,,
14758,392,4266,"World Cup 2014, Qualifiers, CONMEBOL",Venezuela vs Paraguay,11-Oct-13,Paraguay,PY,2013,FAIL,0,0,True,Lookup Required,False,0,Miño,none,,
14785,419,4268,"World Cup 2014, Qualifiers, CONMEBOL",Paraguay vs Colombia,15-Oct-13,Paraguay,PY,2013,FAIL,0,0,True,Lookup Required,False,0,Bonet,none,,
14791,425,4268,"World Cup 2014, Qualifiers, CONMEBOL",Paraguay vs Colombia,15-Oct-13,Paraguay,PY,2013,FAIL,0,0,True,Lookup Required,False,0,Aquino,none,,
14830,464,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Quiñónez,none,,
14831,465,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Zenteno,none,,
14832,466,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Raldes,none,,
14833,467,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Gutiérrez,none,,
14834,468,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Bejarano,none,,
14835,469,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Bejarano,none,,
14836,470,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Veizaga,none,,
14837,471,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Peru,PE,2013,FAIL,0,0,True,Lookup Required,False,0,Bejarano,none,,
14842,476,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Bolivia,BO,2013,FAIL,0,0,True,Lookup Required,False,0,Comments,none,,
14843,477,4270,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Bolivia,15-Oct-13,Bolivia,BO,2013,FAIL,0,0,True,Lookup Required,False,0,F -Oct- Played behind closed doors as result of FIFA sanction after improper behavior by Peruvian fans at the Sept game against Uruguay,none,,
15603,137,2736,"World Cup Qualifiers, Asia, 2026",India vs Qatar,21-11-2023,India,IN,2023,FAIL,0,0,True,Lookup Required,False,0,S Wangjam,none,,
15653,187,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,H Nyaring,none,,
15654,188,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,Nazhan Zulki,none,,
15655,189,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,Y Indera Putera,none,,
15656,190,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,Hanif Hamir,none,,
15657,191,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,A Mu'iz,none,,
15658,192,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,H Yazid,none,,
15659,193,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,Khairil Shahme Suhaimi,none,,
15660,194,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,H Azam,none,,
15661,195,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,Haziq Hasimulabdillah,none,,
15662,196,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,Hariz Khallidden,none,,
15663,197,2738,"World Cup Qualifiers, Asia, 2026",Indonesia vs Brunei,12-10-2023,Brunei,BN,2023,FAIL,0,0,True,Lookup Required,False,0,N Ismail,none,,
15715,249,2741,"World Cup Qualifiers, Asia, 2026",Chinese Taipei vs Timor-Leste,12-10-2023,Chinese Taipei,TW,2023,FAIL,0,0,True,Lookup Required,False,0,A Kouame,none,,
15758,292,2743,"World Cup Qualifiers, Asia, 2026",Thailand vs China PR,16-11-2023,Thailand,TH,2023,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
15768,302,2743,"World Cup Qualifiers, Asia, 2026",Thailand vs China PR,16-11-2023,China PR,CN,2023,FAIL,0,0,True,Lookup Required,False,0,Li Ke,none,,
15922,456,2750,"World Cup Qualifiers, Asia, 2026",Kuwait vs India,16-11-2023,India,IN,2023,FAIL,0,0,True,Lookup Required,False,0,S Wangjam,none,,
16145,679,2760,"World Cup Qualifiers, Asia, 2026",Hong Kong vs Turkmenistan,21-11-2023,Turkmenistan,TM,2023,FAIL,0,0,True,Lookup Required,False,0,W Ballakow,none,,
16373,907,2772,"World Cup Qualifiers, Europe, 2014",Slovenia vs Iceland,22-03-2013,Slovenia,SI,2013,FAIL,0,0,True,Lookup Required,False,0,A Radosavljevič,none,,
16396,930,2773,"World Cup Qualifiers, Europe, 2014",San Marino vs England,22-03-2013,San Marino,SM,2013,FAIL,0,0,True,Lookup Required,False,0,E Cibelli,none,,
16434,968,2775,"World Cup Qualifiers, Europe, 2014",Lithuania vs Liechtenstein,10-09-2013,Lithuania,LT,2013,FAIL,0,0,True,Lookup Required,False,0,Karčemarskas,none,,
16750,184,614,"Euros 2020, Qualifiers",Georgia vs North Macedonia,12.11.20,Georgia,GE,2020,FAIL,0,0.0,True,Lookup Required,False,0,Gviliya,none,,
16890,324,620,"Euros 2020, Qualifiers",Scotland vs Israel,08.10.20,Israel,IL,2020,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
17699,33,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,Y Clementia,none,,
17703,37,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,F Lapis,none,,
17704,38,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,D Hérelle,none,,
17705,39,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,C Mandouki,none,,
17706,40,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,K Fabien,none,,
17707,41,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,K Fortuné,none,,
17738,72,3796,"Gold Cup, 2023",Canada vs Cuba,05-07-2023,Canada,CA,2023,FAIL,0,0,True,Lookup Required,False,0,M Lumpungu,none,,
17751,85,3796,"Gold Cup, 2023",Canada vs Cuba,05-07-2023,Cuba,CU,2023,FAIL,0,0,True,Lookup Required,False,0,W Pozo-Venta,none,,
17756,90,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,M Lina,none,,
17758,92,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,A Baron,none,,
17759,93,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,S Solvet,none,,
17763,97,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0,True,Lookup Required,False,0,M Phaeton,none,,
17859,193,3801,"Gold Cup, 2023",United States vs Canada,10-07-2023,Canada,CA,2023,FAIL,0,0,True,Lookup Required,False,0,M Lumpungu,none,,
17887,221,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,Yordan Thimon,none,,
17889,223,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,J Michalet,none,,
17890,224,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,F Lapis,none,,
17891,225,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,G Arbaut,none,,
17892,226,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,E Reuperne,none,,
17894,228,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,T Ephestion,none,,
17895,229,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,A Marny,none,,
17925,259,3804,"Gold Cup, 2023",Guatemala vs Cuba,28-06-2023,Cuba,CU,2023,FAIL,0,0,True,Lookup Required,False,0,N Herve,none,,
17926,260,3804,"Gold Cup, 2023",Guatemala vs Cuba,28-06-2023,Cuba,CU,2023,FAIL,0,0,True,Lookup Required,False,0,W Pozo-Venta,none,,
17985,319,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,Y Clementia,none,,
17989,323,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,F Lapis,none,,
17990,324,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,D Hérelle,none,,
17991,325,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,C Mandouki,none,,
17992,326,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,K Fabien,none,,
17993,327,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0,True,Lookup Required,False,0,K Fortuné,none,,
18096,430,3812,"Gold Cup, 2023",Guatemala vs Canada,02-07-2023,Canada,CA,2023,FAIL,0,0,True,Lookup Required,False,0,M Lumpungu,none,,
19104,338,1175,Euros 2020,Turkey vs Italy,11.06.21,Turkey,TR,2021,FAIL,0,0.0,True,Lookup Required,False,0,Yazc,none,,
21087,121,2431,"World Cup Qualifiers, Asia, 2018",Iran vs China PR,28-03-2017,China PR,CN,2017,FAIL,0,0,True,Lookup Required,False,0,CZeng,none,,
21093,127,2431,"World Cup Qualifiers, Asia, 2018",Iran vs China PR,28-03-2017,China PR,CN,2017,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
21267,301,2440,"World Cup Qualifiers, Asia, 2018",Syria vs Singapore,03-09-2015,Singapore,SG,2015,FAIL,0,0,True,Lookup Required,False,0,S Esah Nain,none,,
21296,330,2442,"World Cup Qualifiers, Asia, 2018",Cambodia vs Macao,12-03-2015,Cambodia,KH,2015,FAIL,0,0,True,Lookup Required,False,0,Um Serei Rath,none,,
21312,346,2442,"World Cup Qualifiers, Asia, 2018",Cambodia vs Macao,12-03-2015,Macao,MF,2015,FAIL,0,0,True,Lookup Required,False,0,Luis Hung,none,,
21334,368,2443,"World Cup Qualifiers, Asia, 2018",Japan vs Singapore,16-06-2015,Singapore,SG,2015,FAIL,0,0,True,Lookup Required,False,0,S Esah Nain,none,,
21345,379,2444,"World Cup Qualifiers, Asia, 2018",Thailand vs Saudi Arabia,23-03-2017,Thailand,TH,2017,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
21385,419,2446,"World Cup Qualifiers, Asia, 2018",Bangladesh vs Tajikistan,16-06-2015,Bangladesh,BD,2015,FAIL,0,0,True,Lookup Required,False,0,M Islam Nazir,none,,
21536,570,2452,"World Cup Qualifiers, Asia, 2018",South Korea vs Laos,03-09-2015,Laos,LA,2015,FAIL,0,0,True,Lookup Required,False,0,Nakata,none,,
21566,600,2454,"World Cup Qualifiers, Asia, 2018",China PR vs Hong Kong,03-09-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
21568,602,2454,"World Cup Qualifiers, Asia, 2018",China PR vs Hong Kong,03-09-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,Zheng Long,none,,
21580,614,2454,"World Cup Qualifiers, Asia, 2018",China PR vs Hong Kong,03-09-2015,Hong Kong,HK,2015,FAIL,0,0,True,Lookup Required,False,0,Mc Kee Jaimes Anthony,none,,
21582,616,2455,"World Cup Qualifiers, Asia, 2018",China PR vs Qatar,29-03-2016,China PR,CN,2016,FAIL,0,0,True,Lookup Required,False,0,CZeng,none,,
21644,678,2457,"World Cup Qualifiers, Asia, 2018",Thailand vs Vietnam,24-05-2015,Vietnam,VN,2015,FAIL,0,0,True,Lookup Required,False,0,ng Khánh Lâm,none,,
21649,683,2458,"World Cup Qualifiers, Asia, 2018",Laos vs South Korea,17-11-2015,Laos,LA,2015,FAIL,0,0,True,Lookup Required,False,0,Nakata,none,,
21671,705,2459,"World Cup Qualifiers, Asia, 2018",Bangladesh vs Australia,17-11-2015,Bangladesh,BD,2015,FAIL,0,0,True,Lookup Required,False,0,M Islam Nazir,none,,
21766,800,2463,"World Cup Qualifiers, Asia, 2018",Palestine vs Timor-Leste,29-03-2016,Palestine,PS,2016,FAIL,0,0,True,Lookup Required,False,0,J Zorrilla,none,,
21768,802,2463,"World Cup Qualifiers, Asia, 2018",Palestine vs Timor-Leste,29-03-2016,Palestine,PS,2016,FAIL,0,0,True,Lookup Required,False,0,Y Pinto,none,,
21778,812,2463,"World Cup Qualifiers, Asia, 2018",Palestine vs Timor-Leste,29-03-2016,Timor-Leste,TL,2016,FAIL,0,0,True,Lookup Required,False,0,Chiquito,none,,
21920,954,2470,"World Cup Qualifiers, Asia, 2018",Palestine vs Malaysia,12-11-2015,Palestine,PS,2015,FAIL,0,0,True,Lookup Required,False,0,J Zorrilla,none,,
22173,107,409,"Euros 2016, Qualifiers",Israel vs Cyprus,10.10.15,Cyprus,CY,2015,FAIL,0,0.0,True,Lookup Required,False,0,Mitidis,none,,
22205,139,411,"Euros 2016, Qualifiers",Cyprus vs Bosnia-Herzegovina,13.10.15,Cyprus,CY,2015,FAIL,0,0.0,True,Lookup Required,False,0,Mitidis,none,,
22897,831,442,"Euros 2016, Qualifiers",Ukraine vs Spain,12.10.15,Spain,ES,2015,FAIL,0,0.0,True,Lookup Required,False,0,T Alcantara,none,,
24273,7,2376,"World Cup Qualifiers, Asia, 2018",Malaysia vs Timor-Leste,11-06-2015,Malaysia,MY,2015,FAIL,0,0,True,Lookup Required,False,0,Putera Nadher,none,,
24321,55,2378,"World Cup Qualifiers, Asia, 2018",Afghanistan vs Cambodia,12-11-2015,Cambodia,KH,2015,FAIL,0,0,True,Lookup Required,False,0,Um Serei Rath,none,,
24374,108,2380,"World Cup Qualifiers, Asia, 2018",Bhutan vs Hong Kong,13-10-2015,Hong Kong,HK,2015,FAIL,0,0,True,Lookup Required,False,0,Mc Kee Jaimes Anthony,none,,
24392,126,2381,"World Cup Qualifiers, Asia, 2018",Qatar vs Hong Kong,24-03-2016,Hong Kong,HK,2016,FAIL,0,0,True,Lookup Required,False,0,Mc Kee Jaimes Anthony,none,,
24393,127,2381,"World Cup Qualifiers, Asia, 2018",Qatar vs Hong Kong,24-03-2016,Hong Kong,HK,2016,FAIL,0,0,True,Lookup Required,False,0,Beto,none,,
24408,142,2382,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Mongolia,12-03-2015,Timor-Leste,TL,2015,FAIL,0,0,True,Lookup Required,False,0,Chiquito,none,,
24478,212,2385,"World Cup Qualifiers, Asia, 2018",Guam vs India,16-06-2015,India,IN,2015,FAIL,0,0,True,Lookup Required,False,0,L Fanai,none,,
24508,242,2387,"World Cup Qualifiers, Asia, 2018",China PR vs South Korea,23-03-2017,China PR,CN,2017,FAIL,0,0,True,Lookup Required,False,0,CZeng,none,,
24514,248,2387,"World Cup Qualifiers, Asia, 2018",China PR vs South Korea,23-03-2017,China PR,CN,2017,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
24876,610,2403,"World Cup Qualifiers, Asia, 2018",United Arab Emirates vs Thailand,06-10-2016,Thailand,TH,2016,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
24920,654,2405,"World Cup Qualifiers, Asia, 2018",Iraq vs Thailand,11-10-2016,Thailand,TH,2016,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
24961,695,2407,"World Cup Qualifiers, Asia, 2018",Tajikistan vs Bangladesh,12-11-2015,Bangladesh,BD,2015,FAIL,0,0,True,Lookup Required,False,0,M Islam Nazir,none,,
25062,796,2412,"World Cup Qualifiers, Asia, 2018",Singapore vs Afghanistan,8-10-2015,Singapore,SG,2015,FAIL,0,0,True,Lookup Required,False,0,S Esah Nain,none,,
25086,820,2413,"World Cup Qualifiers, Asia, 2018",North Korea vs Philippines,08-10-2015,North Korea,KP,2015,FAIL,0,0,True,Lookup Required,False,0,Y Lee,none,,
25115,849,2414,"World Cup Qualifiers, Asia, 2018",Iraq vs Vietnam,29-03-2016,Vietnam,VN,2016,FAIL,0,0,True,Lookup Required,False,0,Trng ình Lut,none,,
25156,890,2416,"World Cup Qualifiers, Asia, 2018",Bahrain vs North Korea,03-09-2015,Bahrain,BH,2015,FAIL,0,0,True,Lookup Required,False,0,Jaycee Okwunwanne,none,,
25163,897,2416,"World Cup Qualifiers, Asia, 2018",Bahrain vs North Korea,03-09-2015,North Korea,KP,2015,FAIL,0,0,True,Lookup Required,False,0,Y Lee,none,,
25184,918,2417,"World Cup Qualifiers, Asia, 2018",United Arab Emirates vs Palestine,24-03-2016,Palestine,PS,2016,FAIL,0,0,True,Lookup Required,False,0,J Zorrilla,none,,
25245,979,2420,"World Cup Qualifiers, Asia, 2018",South Korea vs China PR,01-09-2016,China PR,CN,2016,FAIL,0,0,True,Lookup Required,False,0,CZeng,none,,
25248,982,2420,"World Cup Qualifiers, Asia, 2018",South Korea vs China PR,01-09-2016,China PR,CN,2016,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
25256,990,2421,"World Cup Qualifiers, Asia, 2018",China PR vs Uzbekistan,31-08-2017,China PR,CN,2017,FAIL,0,0,True,Lookup Required,False,0,CZeng,none,,
25262,996,2421,"World Cup Qualifiers, Asia, 2018",China PR vs Uzbekistan,31-08-2017,China PR,CN,2017,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
25310,1044,2423,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Maldives,16-06-2015,Hong Kong,HK,2015,FAIL,0,0,True,Lookup Required,False,0,Mc Kee Jaimes Anthony,none,,
25333,1067,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,W Yussof,none,,
25334,1068,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,A Mu'iz,none,,
25335,1069,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,A Saleh,none,,
25336,1070,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,A Zahari,none,,
25337,1071,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,F Hassan,none,,
25338,1072,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,Hanif Hamir,none,,
25339,1073,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,R Petara,none,,
25340,1074,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,Azwan Ali Rahman,none,,
25341,1075,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,S Othman,none,,
25342,1076,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,Adi Said,none,,
25343,1077,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-3-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,S Said,none,,
25392,26,1315,Copa America 2021,Bolivia vs Argentina,29.06.21,Bolivia,BO,2021,FAIL,0,0,True,Lookup Required,False,0,Fernández Toro,none,,
25665,299,1328,"Olympics, 2016",Iraq vs Denmark,2016-08-04,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Edigeison Gomes,none,,
25666,300,1328,"Olympics, 2016",Iraq vs Denmark,2016-08-04,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Jakob Blåbjerg,none,,
25667,301,1328,"Olympics, 2016",Iraq vs Denmark,2016-08-04,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Pascal Gregor,none,,
25675,309,1329,"Olympics, 2016",Brazil vs South Africa,2016-08-04,Brazil,BR,2016,FAIL,0,0,True,Lookup Required,False,0,Zeca,none,,
25698,332,1330,"Olympics, 2016",Denmark vs South Africa,2016-08-07,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Edigeison Gomes,none,,
25699,333,1330,"Olympics, 2016",Denmark vs South Africa,2016-08-07,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Jakob Blåbjerg,none,,
25700,334,1330,"Olympics, 2016",Denmark vs South Africa,2016-08-07,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Pascal Gregor,none,,
25719,353,1331,"Olympics, 2016",Brazil vs Iraq,2016-08-07,Brazil,BR,2016,FAIL,0,0,True,Lookup Required,False,0,Zeca,none,,
25742,376,1332,"Olympics, 2016",Denmark vs Brazil,2016-08-10,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Edigeison Gomes,none,,
25743,377,1332,"Olympics, 2016",Denmark vs Brazil,2016-08-10,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Jakob Blåbjerg,none,,
25744,378,1332,"Olympics, 2016",Denmark vs Brazil,2016-08-10,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Pascal Gregor,none,,
25752,386,1332,"Olympics, 2016",Denmark vs Brazil,2016-08-10,Brazil,BR,2016,FAIL,0,0,True,Lookup Required,False,0,Zeca,none,,
25911,545,1339,"Olympics, 2016",Colombia vs Nigeria,2016-08-10,Nigeria,NG,2016,FAIL,0,0,True,Lookup Required,False,0,Popoola Saliu,none,,
25951,585,1341,"Olympics, 2016",Fiji vs South Korea,2016-08-04,South Korea,KR,2016,FAIL,0,0,True,Lookup Required,False,0,Lee Seul-chan,none,,
25952,586,1341,"Olympics, 2016",Fiji vs South Korea,2016-08-04,South Korea,KR,2016,FAIL,0,0,True,Lookup Required,False,0,Choi Kyu-baek,none,,
25955,589,1341,"Olympics, 2016",Fiji vs South Korea,2016-08-04,South Korea,KR,2016,FAIL,0,0,True,Lookup Required,False,0,Moon Chang-jin,none,,
25995,629,1343,"Olympics, 2016",Germany vs South Korea,2016-08-07,South Korea,KR,2016,FAIL,0,0,True,Lookup Required,False,0,Lee Seul-chan,none,,
25996,630,1343,"Olympics, 2016",Germany vs South Korea,2016-08-07,South Korea,KR,2016,FAIL,0,0,True,Lookup Required,False,0,Choi Kyu-baek,none,,
25999,633,1343,"Olympics, 2016",Germany vs South Korea,2016-08-07,South Korea,KR,2016,FAIL,0,0,True,Lookup Required,False,0,Moon Chang-jin,none,,
26028,662,1345,"Olympics, 2016",South Korea vs Mexico,2016-08-10,South Korea,KR,2016,FAIL,0,0,True,Lookup Required,False,0,Lee Seul-chan,none,,
26061,695,1346,"Olympics, 2016",Honduras vs Algeria,2016-08-04,Algeria,DZ,2016,FAIL,0,0,True,Lookup Required,False,0,Ryad Kenniche,none,,
26083,717,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Argentina,AR,2016,FAIL,0,0,True,Lookup Required,False,0,Alexis Soto,none,,
26116,750,1349,"Olympics, 2016",Argentina vs Algeria,2016-08-07,Argentina,AR,2016,FAIL,0,0,True,Lookup Required,False,0,Alexis Soto,none,,
26138,772,1350,"Olympics, 2016",Argentina vs Honduras,2016-08-10,Argentina,AR,2016,FAIL,0,0,True,Lookup Required,False,0,Alexis Soto,none,,
