,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status II,Status III
45140,40,4351,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Uruguay,05-Sep-17,Uruguay,UY,2017,FAIL,0,0,True,Lookup Required,False,0,Romero,none,,
45141,41,4351,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Uruguay,05-Sep-17,Uruguay,UY,2017,FAIL,0,0,True,Lookup Required,False,0,Almirón,none,,
45142,42,4351,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Uruguay,05-Sep-17,Uruguay,UY,2017,FAIL,0,0,True,Lookup Required,False,0,Romero,none,,
45143,43,4351,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Uruguay,05-Sep-17,Uruguay,UY,2017,FAIL,0,0,True,Lookup Required,False,0,Barrios,none,,
45147,47,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Argentina,AR,2017,FAIL,0,0,True,Lookup Required,False,0,Fariñez,none,,
45148,48,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Argentina,AR,2017,FAIL,0,0,True,Lookup Required,False,0,García,none,,
45149,49,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Argentina,AR,2017,FAIL,0,0,True,Lookup Required,False,0,Villanueva,none,,
45150,50,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Argentina,AR,2017,FAIL,0,0,True,Lookup Required,False,0,Chancellor,none,,
45151,51,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Argentina,AR,2017,FAIL,0,0,True,Lookup Required,False,0,Feltscher,none,,
45152,52,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Argentina,AR,2017,FAIL,0,0,True,Lookup Required,False,0,Figuera,none,,
45154,54,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Argentina,AR,2017,FAIL,0,0,True,Lookup Required,False,0,Murillo,none,,
45156,56,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Venezuela,VE,2017,FAIL,0,0,True,Lookup Required,False,0,Otamendi,none,,
45157,57,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Venezuela,VE,2017,FAIL,0,0,True,Lookup Required,False,0,Mascherano,none,,
45158,58,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Venezuela,VE,2017,FAIL,0,0,True,Lookup Required,False,0,Fazio,none,,
45160,60,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Venezuela,VE,2017,FAIL,0,0,True,Lookup Required,False,0,Banega,none,,
45161,61,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Venezuela,VE,2017,FAIL,0,0,True,Lookup Required,False,0,Pizarro,none,,
45163,63,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Venezuela,VE,2017,FAIL,0,0,True,Lookup Required,False,0,Messi,none,,
45164,64,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Venezuela,VE,2017,FAIL,0,0,True,Lookup Required,False,0,Icardi,none,,
45165,65,4352,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Venezuela,05-Sep-17,Venezuela,VE,2017,FAIL,0,0,True,Lookup Required,False,0,Dybala,none,,
45345,245,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Brazil,BR,2017,FAIL,0,0,True,Lookup Required,False,0,Bravo,none,,
45346,246,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Brazil,BR,2017,FAIL,0,0,True,Lookup Required,False,0,Isla,none,,
45348,248,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Brazil,BR,2017,FAIL,0,0,True,Lookup Required,False,0,Jara,none,,
45349,249,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Brazil,BR,2017,FAIL,0,0,True,Lookup Required,False,0,Beausejour,none,,
45351,251,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Brazil,BR,2017,FAIL,0,0,True,Lookup Required,False,0,Aránguiz,none,,
45352,252,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Brazil,BR,2017,FAIL,0,0,True,Lookup Required,False,0,Fuenzalida,none,,
45353,253,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,Ederson,none,,
45354,254,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,D Alves,none,,
45355,255,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,Miranda,none,,
45356,256,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,Marquinhos,none,,
45357,257,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,A Sandro,none,,
45358,258,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,Casemiro,none,,
45359,259,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,P Coutinho,none,,
45360,260,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,Paulinho,none,,
45362,262,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,Neymar,none,,
45363,263,4361,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Chile,10-Oct-17,Chile,CL,2017,FAIL,0,0,True,Lookup Required,False,0,G Jesus,none,,
45923,823,4388,"World Cup 2022, Qualifiers, CONMEBOL",Brazil vs Ecuador,04-Jun-21,Brazil,BR,2021,FAIL,0,0,True,Lookup Required,False,0,Gabi,none,,
46154,1054,4398,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Brazil,02-Sep-21,Brazil,BR,2021,FAIL,0,0,True,Lookup Required,False,0,Gabi,none,,
46548,348,1886,"World Cup Qualifiers, Africa, 2014",Cameroon vs Libya,08-09-2013,Libya,LY,2013,FAIL,0,0,True,Lookup Required,False,0,Faisal Saleh,none,,
46642,442,1891,"World Cup Qualifiers, Africa, 2014",Niger vs Congo,07-09-2013,Niger,NE,2013,FAIL,0,0,True,Lookup Required,False,0,J Koné,none,,
46645,445,1891,"World Cup Qualifiers, Africa, 2014",Niger vs Congo,07-09-2013,Niger,NE,2013,FAIL,0,0,True,Lookup Required,False,0,A Al Faz,none,,
46652,452,1891,"World Cup Qualifiers, Africa, 2014",Niger vs Congo,07-09-2013,Congo, CG,2013,FAIL,0,0,True,Lookup Required,False,0,C Samba,none,,
46653,453,1891,"World Cup Qualifiers, Africa, 2014",Niger vs Congo,07-09-2013,Congo, CG,2013,FAIL,0,0,True,Lookup Required,False,0,D Makita-Passy,none,,
46654,454,1891,"World Cup Qualifiers, Africa, 2014",Niger vs Congo,07-09-2013,Congo, CG,2013,FAIL,0,0,True,Lookup Required,False,0,F N'Ganga,none,,
46655,455,1891,"World Cup Qualifiers, Africa, 2014",Niger vs Congo,07-09-2013,Congo, CG,2013,FAIL,0,0,True,Lookup Required,False,0,I N'Ganga,none,,
46657,457,1891,"World Cup Qualifiers, Africa, 2014",Niger vs Congo,07-09-2013,Congo, CG,2013,FAIL,0,0,True,Lookup Required,False,0,D NDinga,none,,
46658,458,1891,"World Cup Qualifiers, Africa, 2014",Niger vs Congo,07-09-2013,Congo, CG,2013,FAIL,0,0,True,Lookup Required,False,0,O Ewolo,none,,
46661,461,1891,"World Cup Qualifiers, Africa, 2014",Niger vs Congo,07-09-2013,Congo, CG,2013,FAIL,0,0,True,Lookup Required,False,0,U Kapolongo,none,,
46664,464,1892,"World Cup Qualifiers, Africa, 2014",Togo vs Congo DR,08-09-2013,Togo,TG,2013,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
46676,476,1892,"World Cup Qualifiers, Africa, 2014",Togo vs Congo DR,08-09-2013,Congo DR, DR,2013,FAIL,0,0,True,Lookup Required,False,0,M Ndonga,none,,
46681,481,1892,"World Cup Qualifiers, Africa, 2014",Togo vs Congo DR,08-09-2013,Congo DR, DR,2013,FAIL,0,0,True,Lookup Required,False,0,Z Matumona,none,,
46682,482,1892,"World Cup Qualifiers, Africa, 2014",Togo vs Congo DR,08-09-2013,Congo DR, DR,2013,FAIL,0,0,True,Lookup Required,False,0,E Bokanga,none,,
46683,483,1892,"World Cup Qualifiers, Africa, 2014",Togo vs Congo DR,08-09-2013,Congo DR, DR,2013,FAIL,0,0,True,Lookup Required,False,0,L Mbele,none,,
46715,515,1894,"World Cup Qualifiers, Africa, 2014",Angola vs Liberia,07-09-2013,Angola,AO,2013,FAIL,0,0,True,Lookup Required,False,0,Guedes,none,,
46719,519,1894,"World Cup Qualifiers, Africa, 2014",Angola vs Liberia,07-09-2013,Liberia,LR,2013,FAIL,0,0,True,Lookup Required,False,0,M Garlo,none,,
46771,571,1896,"World Cup Qualifiers, Africa, 2014",Nigeria vs Malawi,07-09-2013,Malawi,MW,2013,FAIL,0,0,True,Lookup Required,False,0,R Mwafulirwa,none,,
46810,610,1898,"World Cup Qualifiers, Africa, 2014",Sierra Leone vs Equatorial Guinea,07-09-2013,Equatorial Guinea,GQ,2013,FAIL,0,0,True,Lookup Required,False,0,Doualla,none,,
46823,623,1899,"World Cup Qualifiers, Africa, 2014",Cameroon vs Tunisia,17-11-2013,Cameroon,CM,2013,FAIL,0,0,True,Lookup Required,False,0,S M'Bia,none,,
46857,657,1900,"World Cup Qualifiers, Africa, 2014",Egypt vs Guinea,10-09-2013,Guinea,GN,2013,FAIL,0,0,True,Lookup Required,False,0,M Sakho,none,,
47027,827,1908,"World Cup Qualifiers, Africa, 2014",Gambia vs Tanzania,07-09-2013,Tanzania,TZ,2013,FAIL,0,0,True,Lookup Required,False,0,H Shindika,none,,
47028,828,1908,"World Cup Qualifiers, Africa, 2014",Gambia vs Tanzania,07-09-2013,Tanzania,TZ,2013,FAIL,0,0,True,Lookup Required,False,0,V Barnabas,none,,
47124,924,1913,"World Cup Qualifiers, Africa, 2014",Sudan vs Lesotho,08-09-2013,Sudan,SD,2013,FAIL,0,0,True,Lookup Required,False,0,Ehab Zoghber,none,,
47130,930,1913,"World Cup Qualifiers, Africa, 2014",Sudan vs Lesotho,08-09-2013,Sudan,SD,2013,FAIL,0,0,True,Lookup Required,False,0,Nadir Eltayeb,none,,
47278,1078,1921,"World Cup Qualifiers, Africa, 2018",Congo vs Egypt,09-10-2016,Congo, CG,2016,FAIL,0,0,True,Lookup Required,False,0,G Mouyabi,none,,
47279,1079,1921,"World Cup Qualifiers, Africa, 2018",Congo vs Egypt,09-10-2016,Congo, CG,2016,FAIL,0,0,True,Lookup Required,False,0,M Baudry,none,,
47280,1080,1921,"World Cup Qualifiers, Africa, 2018",Congo vs Egypt,09-10-2016,Congo, CG,2016,FAIL,0,0,True,Lookup Required,False,0,B Moubhio,none,,
47281,1081,1921,"World Cup Qualifiers, Africa, 2018",Congo vs Egypt,09-10-2016,Congo, CG,2016,FAIL,0,0,True,Lookup Required,False,0,B Itoua,none,,
47282,1082,1921,"World Cup Qualifiers, Africa, 2018",Congo vs Egypt,09-10-2016,Congo, CG,2016,FAIL,0,0,True,Lookup Required,False,0,C Bakoua,none,,
47283,1083,1921,"World Cup Qualifiers, Africa, 2018",Congo vs Egypt,09-10-2016,Congo, CG,2016,FAIL,0,0,True,Lookup Required,False,0,I Ngampio,none,,
47284,1084,1921,"World Cup Qualifiers, Africa, 2018",Congo vs Egypt,09-10-2016,Congo, CG,2016,FAIL,0,0,True,Lookup Required,False,0,F Ondama,none,,
47285,1085,1921,"World Cup Qualifiers, Africa, 2018",Congo vs Egypt,09-10-2016,Congo, CG,2016,FAIL,0,0,True,Lookup Required,False,0,J Massengo,none,,
47286,1086,1921,"World Cup Qualifiers, Africa, 2018",Congo vs Egypt,09-10-2016,Congo, CG,2016,FAIL,0,0,True,Lookup Required,False,0,K Moukassa,none,,
47405,105,1572,Nations League 2020-2021,Croatia vs France,14.10.20,France,FR,2020,FAIL,0,0.0,True,Lookup Required,False,0,N`Zonzi,none,,
47537,237,1578,Nations League 2020-2021,Germany vs Spain,03.09.20,Spain,ES,2020,FAIL,0,0.0,True,Lookup Required,False,0,T Alcantara,none,,
47570,270,1580,Nations League 2020-2021,Spain vs Ukraine,06.09.20,Spain,ES,2020,FAIL,0,0.0,True,Lookup Required,False,0,T Alcantara,none,,
48042,742,1601,Nations League 2020-2021,Scotland vs Israel,04.09.20,Israel,IL,2020,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
48097,797,1604,Nations League 2020-2021,Israel vs Slovakia,07.09.20,Israel,IL,2020,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
48141,841,1606,Nations League 2020-2021,Israel vs Czech,11.10.20,Israel,IL,2020,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
48196,896,1608,Nations League 2020-2021,Slovakia vs Israel,14.10.20,Israel,IL,2020,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
48240,940,1610,Nations League 2020-2021,Czech vs Israel,15.11.20,Israel,IL,2020,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
48273,973,1612,Nations League 2020-2021,Israel vs Scotland,18.11.20,Israel,IL,2020,FAIL,0,0.0,True,Lookup Required,False,0,Natkho,none,,
48320,1020,1614,Nations League 2020-2021,Turkey vs Hungary,03.09.20,Turkey,TR,2020,FAIL,0,0.0,True,Lookup Required,False,0,Kilinç,none,,
48374,1074,1616,Nations League 2020-2021,Serbia vs Turkey,06.09.20,Turkey,TR,2020,FAIL,0,0.0,True,Lookup Required,False,0,Yazc,none,,
48528,128,2836,"World Cup Qualifiers, Europe, 2014",Moldova vs San Marino,11-10-2013,San Marino,SM,2013,FAIL,0,0.0,True,Lookup Required,False,0,E Cibelli,none,,
48693,293,2844,"World Cup Qualifiers, Europe, 2014",Russia vs Luxembourg,06-09-2013,Russia,RU,2013,FAIL,0,0.0,True,Lookup Required,False,0,V Bystrov,none,,
49387,987,2875,"World Cup Qualifiers, Europe, 2014",Serbia vs North Macedonia,15-10-2013,North Macedonia,MK,2013,FAIL,0,0.0,True,Lookup Required,False,0,P Ranelović,none,,
50262,762,942,"Euros 2024, Qualifiers",Latvia vs Turkey,16.06.23,Turkey,TR,2023,FAIL,0,0,True,Lookup Required,False,0,Bardakç,none,,
50269,769,942,"Euros 2024, Qualifiers",Latvia vs Turkey,16.06.23,Turkey,TR,2023,FAIL,0,0,True,Lookup Required,False,0,Nayr,none,,
50294,794,944,"Euros 2024, Qualifiers",Turkey vs Wales,19.06.23,Turkey,TR,2023,FAIL,0,0,True,Lookup Required,False,0,Bardakç,none,,
50412,912,949,"Euros 2024, Qualifiers",Latvia vs Armenia,12.10.23,Latvia,LV,2023,FAIL,0,0,True,Lookup Required,False,0,Daševičs,none,,
50438,938,950,"Euros 2024, Qualifiers",Croatia vs Turkey,12.10.23,Turkey,TR,2023,FAIL,0,0,True,Lookup Required,False,0,Bardakç,none,,
50471,971,952,"Euros 2024, Qualifiers",Turkey vs Latvia,15.10.23,Turkey,TR,2023,FAIL,0,0,True,Lookup Required,False,0,Bardakç,none,,
50483,983,952,"Euros 2024, Qualifiers",Turkey vs Latvia,15.10.23,Latvia,LV,2023,FAIL,0,0,True,Lookup Required,False,0,Daševičs,none,,
50516,1016,954,"Euros 2024, Qualifiers",Latvia vs Croatia,18.11.23,Latvia,LV,2023,FAIL,0,0,True,Lookup Required,False,0,Daševičs,none,,
50569,1069,956,"Euros 2024, Qualifiers",Wales vs Turkey,21.11.23,Turkey,TR,2023,FAIL,0,0,True,Lookup Required,False,0,Bardakç,none,,
50632,32,1973,"World Cup Qualifiers, Africa, 2018",Mauritania vs South Sudan,13-10-2015,Mauritania,MR,2015,FAIL,0,0,True,Lookup Required,False,0,M Khalil,none,,
50633,33,1973,"World Cup Qualifiers, Africa, 2018",Mauritania vs South Sudan,13-10-2015,South Sudan,SS,2015,FAIL,0,0,True,Lookup Required,False,0,J Jinaro,none,,
50634,34,1973,"World Cup Qualifiers, Africa, 2018",Mauritania vs South Sudan,13-10-2015,South Sudan,SS,2015,FAIL,0,0,True,Lookup Required,False,0,A Magor,none,,
50644,44,1974,"World Cup Qualifiers, Africa, 2018",South Sudan vs Mauritania,08-10-2015,South Sudan,SS,2015,FAIL,0,0,True,Lookup Required,False,0,J Jinaro,none,,
50645,45,1974,"World Cup Qualifiers, Africa, 2018",South Sudan vs Mauritania,08-10-2015,South Sudan,SS,2015,FAIL,0,0,True,Lookup Required,False,0,A Magor,none,,
50660,60,1974,"World Cup Qualifiers, Africa, 2018",South Sudan vs Mauritania,08-10-2015,Mauritania,MR,2015,FAIL,0,0,True,Lookup Required,False,0,A Gueye,none,,
50665,65,1974,"World Cup Qualifiers, Africa, 2018",South Sudan vs Mauritania,08-10-2015,Mauritania,MR,2015,FAIL,0,0,True,Lookup Required,False,0,M Khalil,none,,
50709,109,1976,"World Cup Qualifiers, Africa, 2018",Sierra Leone vs Chad,13-10-2015,Chad,TD,2015,FAIL,0,0,True,Lookup Required,False,0,N Mbaiam,none,,
50727,127,1977,"World Cup Qualifiers, Africa, 2018",Egypt vs Chad,17-11-2015,Chad,TD,2015,FAIL,0,0,True,Lookup Required,False,0,N Mbaiam,none,,
50793,193,1980,"World Cup Qualifiers, Africa, 2018",Tunisia vs Libya,11-11-2017,Libya,LY,2017,FAIL,0,0,True,Lookup Required,False,0,Elmutasem El Masrati,none,,
50927,327,1986,"World Cup Qualifiers, Africa, 2018",Central African Republic vs Madagascar,10-10-2015,Madagascar,MG,2015,FAIL,0,0,True,Lookup Required,False,0,C Andriamahitsinoro,none,,
50935,335,1987,"World Cup Qualifiers, Africa, 2018",Mauritius vs Kenya,07-10-2015,Mauritius,MU,2015,FAIL,0,0,True,Lookup Required,False,0,C LEnclume,none,,
51100,500,1994,"World Cup Qualifiers, Africa, 2018",Somalia vs Niger,09-10-2015,Niger,NE,2015,FAIL,0,0,True,Lookup Required,False,0,A Al Faz,none,,
51223,623,2000,"World Cup Qualifiers, Africa, 2018",Libya vs Tunisia,11-11-2016,Libya,LY,2016,FAIL,0,0,True,Lookup Required,False,0,Elmutasem El Masrati,none,,
51259,659,2001,"World Cup Qualifiers, Africa, 2018",Eswatini vs Nigeria,13-11-2015,Nigeria,NG,2015,FAIL,0,0,True,Lookup Required,False,0,S Igboun,none,,
51289,689,2003,"World Cup Qualifiers, Africa, 2018",Equatorial Guinea vs Morocco,15-11-2015,Equatorial Guinea,GQ,2015,FAIL,0,0,True,Lookup Required,False,0,Doualla,none,,
51360,760,2006,"World Cup Qualifiers, Africa, 2018",Ghana vs Congo,01-09-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,M Baudry,none,,
51362,762,2006,"World Cup Qualifiers, Africa, 2018",Ghana vs Congo,01-09-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,B Itoua,none,,
51364,764,2006,"World Cup Qualifiers, Africa, 2018",Ghana vs Congo,01-09-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,F Ondama,none,,
51365,765,2006,"World Cup Qualifiers, Africa, 2018",Ghana vs Congo,01-09-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,C Gandzé,none,,
51485,885,2012,"World Cup Qualifiers, Africa, 2018",Niger vs Cameroon,13-11-2015,Niger,NE,2015,FAIL,0,0,True,Lookup Required,False,0,A Al Faz,none,,
51496,896,2012,"World Cup Qualifiers, Africa, 2018",Niger vs Cameroon,13-11-2015,Cameroon,CM,2015,FAIL,0,0,True,Lookup Required,False,0,S M'Bia,none,,
51560,960,2015,"World Cup Qualifiers, Africa, 2018",Tunisia vs Congo DR,01-09-2017,Congo DR, DR,2017,FAIL,0,0,True,Lookup Required,False,0,B Bompunga,none,,
51573,973,2016,"World Cup Qualifiers, Africa, 2018",Libya vs Congo DR,07-10-2017,Libya,LY,2017,FAIL,0,0,True,Lookup Required,False,0,Bader Ahmed,none,,
51574,974,2016,"World Cup Qualifiers, Africa, 2018",Libya vs Congo DR,07-10-2017,Libya,LY,2017,FAIL,0,0,True,Lookup Required,False,0,Elmutasem El Masrati,none,,
51613,1013,2018,"World Cup Qualifiers, Africa, 2018",Congo vs Uganda,12-11-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,R Etou,none,,
51615,1015,2018,"World Cup Qualifiers, Africa, 2018",Congo vs Uganda,12-11-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,M Baudry,none,,
51619,1019,2018,"World Cup Qualifiers, Africa, 2018",Congo vs Uganda,12-11-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,D NDinga,none,,
51620,1020,2018,"World Cup Qualifiers, Africa, 2018",Congo vs Uganda,12-11-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,S Pambou,none,,
51668,1068,2020,"World Cup Qualifiers, Africa, 2018",Egypt vs Congo,08-10-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,R Etou,none,,
51670,1070,2020,"World Cup Qualifiers, Africa, 2018",Egypt vs Congo,08-10-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,B Itoua,none,,
51674,1074,2020,"World Cup Qualifiers, Africa, 2018",Egypt vs Congo,08-10-2017,Congo, CG,2017,FAIL,0,0,True,Lookup Required,False,0,D NDinga,none,,
51756,56,2531,"World Cup Qualifiers, Asia, 2022",United Arab Emirates vs Indonesia,10-10-2019,Indonesia,ID,2019,FAIL,0,0,True,Lookup Required,False,0,G Kwan Adsit,none,,
51791,91,2533,"World Cup Qualifiers, Asia, 2022",China PR vs Syria,15-06-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Jiang Guangtai,none,,
51798,98,2533,"World Cup Qualifiers, Asia, 2022",China PR vs Syria,15-06-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Ai Kesen,none,,
52024,324,2543,"World Cup Qualifiers, Asia, 2022",Lebanon vs Turkmenistan,10-10-2019,Turkmenistan,TM,2019,FAIL,0,0,True,Lookup Required,False,0,W Ylýasow,none,,
52035,335,2544,"World Cup Qualifiers, Asia, 2022",Turkmenistan vs Sri Lanka,19-11-2019,Turkmenistan,TM,2019,FAIL,0,0,True,Lookup Required,False,0,W Ylýasow,none,,
52037,337,2544,"World Cup Qualifiers, Asia, 2022",Turkmenistan vs Sri Lanka,19-11-2019,Turkmenistan,TM,2019,FAIL,0,0,True,Lookup Required,False,0,M Ýakiýew,none,,
52152,452,2549,"World Cup Qualifiers, Asia, 2022",Uzbekistan vs Yemen,10-10-2019,Yemen,YE,2019,FAIL,0,0,True,Lookup Required,False,0,Ala Addin Mahdi,none,,
52155,455,2549,"World Cup Qualifiers, Asia, 2022",Uzbekistan vs Yemen,10-10-2019,Yemen,YE,2019,FAIL,0,0,True,Lookup Required,False,0,M Moqbel Sarhan,none,,
52204,504,2551,"World Cup Qualifiers, Asia, 2022",Syria vs China PR,14-11-2019,China PR,CN,2019,FAIL,0,0,True,Lookup Required,False,0,XYang,none,,
52205,505,2551,"World Cup Qualifiers, Asia, 2022",Syria vs China PR,14-11-2019,China PR,CN,2019,FAIL,0,0,True,Lookup Required,False,0,Ai Kesen,none,,
52229,529,2553,"World Cup Qualifiers, Asia, 2022",Yemen vs Uzbekistan,11-06-2021,Yemen,YE,2021,FAIL,0,0,True,Lookup Required,False,0,Ala Addin Mahdi,none,,
52237,537,2553,"World Cup Qualifiers, Asia, 2022",Yemen vs Uzbekistan,11-06-2021,Yemen,YE,2021,FAIL,0,0,True,Lookup Required,False,0,M Moqbel Sarhan,none,,
52278,578,2555,"World Cup Qualifiers, Asia, 2022",Turkmenistan vs South Korea,10-09-2019,Turkmenistan,TM,2019,FAIL,0,0,True,Lookup Required,False,0,W Ylýasow,none,,
52280,580,2555,"World Cup Qualifiers, Asia, 2022",Turkmenistan vs South Korea,10-09-2019,Turkmenistan,TM,2019,FAIL,0,0,True,Lookup Required,False,0,M Ýakiýew,none,,
52355,655,2558,"World Cup Qualifiers, Asia, 2022",Indonesia vs Vietnam,15-10-2019,Vietnam,VN,2019,FAIL,0,0,True,Lookup Required,False,0,Phm c Huy,none,,
52356,656,2558,"World Cup Qualifiers, Asia, 2022",Indonesia vs Vietnam,15-10-2019,Vietnam,VN,2019,FAIL,0,0,True,Lookup Required,False,0,oàn Văn Hu,none,,
52367,667,2559,"World Cup Qualifiers, Asia, 2022",Turkmenistan vs Lebanon,09-06-2021,Turkmenistan,TM,2021,FAIL,0,0,True,Lookup Required,False,0,W Ballakow,none,,
52538,838,2567,"World Cup Qualifiers, Asia, 2022",China PR vs Japan,7-9-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Jiang Guangtai,none,,
52546,846,2567,"World Cup Qualifiers, Asia, 2022",China PR vs Japan,7-9-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Ai Kesen,none,,
52583,883,2569,"World Cup Qualifiers, Asia, 2022",China PR vs Australia,16-11-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Jiang Guangtai,none,,
52590,890,2569,"World Cup Qualifiers, Asia, 2022",China PR vs Australia,16-11-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Ai Kesen,none,,
52663,963,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR,10-09-2019,China PR,CN,2019,FAIL,0,0,True,Lookup Required,False,0,Ai Kesen,none,,
52667,967,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR,10-09-2019,China PR,CN,2019,FAIL,0,0,True,Lookup Required,False,0,XYang,none,,
52682,982,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR,02-09-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Jiang Guangtai,none,,
52689,989,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR,02-09-2021,China PR,CN,2021,FAIL,0,0,True,Lookup Required,False,0,Ai Kesen,none,,
52707,1007,2574,"World Cup Qualifiers, Asia, 2022",Sri Lanka vs Turkmenistan,05-09-2019,Turkmenistan,TM,2019,FAIL,0,0,True,Lookup Required,False,0,W Ylýasow,none,,
52831,31,857,"Euros 2020, Qualifiers",Liechtenstein vs Finland,11.06.19,Liechtenstein,LI,2019,FAIL,0,0,True,Lookup Required,False,0,Kuehne,none,,
