,Jersey Name,Name Match,Date,Nationality,Country Code,Match ID,Competition,Match
792,Wang Gang,['Gang Wang'],10-09-2019,China PR,CN,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR
793,Zhang Linpeng,['Linpeng Zhang'],10-09-2019,China PR,CN,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR
794,Zhu Chenjie,['Chenjie Zhu'],10-09-2019,China PR,CN,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR
795,Li Lei,['Lei Li'],10-09-2019,China PR,CN,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR
796,Chi Zhongguo,['Zhongguo Chi'],10-09-2019,China PR,CN,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR
797,Junmin Hao,['Junmin Hao'],10-09-2019,China PR,CN,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR
798,Xi Wu,['Xi Wu'],10-09-2019,China PR,CN,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR
799,Wu Lei,['Lei Wu'],10-09-2019,China PR,CN,2572,"World Cup Qualifiers, Asia, 2022",Maldives vs China PR
800,Yan Junling,['Junling Yan'],02-09-2021,China PR,CN,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR
801,Zhang Linpeng,['Linpeng Zhang'],02-09-2021,China PR,CN,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR
802,Yu Dabao,['Dabao Yu'],02-09-2021,China PR,CN,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR
803,Wang Shenchao,['Shenchao Wang'],02-09-2021,China PR,CN,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR
804,Xi Wu,['Xi Wu'],02-09-2021,China PR,CN,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR
805,Wu Lei,['Lei Wu'],02-09-2021,China PR,CN,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR
806,Jin Jingdao,['Jingdao Jin'],02-09-2021,China PR,CN,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR
807,Zhang Xizhe,['Xizhe Zhang'],02-09-2021,China PR,CN,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR
808,Wu Xinghan,['Xinghan Wu'],02-09-2021,China PR,CN,2573,"World Cup Qualifiers, Asia, 2022",Australia vs China PR
809,K Piątek,['Krzysztof Piatek'],04.09.20,Poland,PL,1541,Nations League 2020-2021,Netherlands vs Poland
810,Maliy,['Sergey Maliy'],21.03.19,Kazakhstan,KZ,816,"Euros 2020, Qualifiers",Kazakhstan vs Scotland
811,Maliy,['Sergey Maliy'],24.03.19,Kazakhstan,KZ,819,"Euros 2020, Qualifiers",Kazakhstan vs Russia
812,Maliy,['Sergey Maliy'],08.06.19,Kazakhstan,KZ,823,"Euros 2020, Qualifiers",Belgium vs Kazakhstan
813,Maliy,['Sergey Maliy'],11.06.19,Kazakhstan,KZ,825,"Euros 2020, Qualifiers",Kazakhstan vs San Marino
814,Maliy,['Sergey Maliy'],06.09.19,Kazakhstan,KZ,828,"Euros 2020, Qualifiers",Cyprus vs Kazakhstan
815,Maliy,['Sergey Maliy'],09.09.19,Kazakhstan,KZ,831,"Euros 2020, Qualifiers",Russia vs Kazakhstan
816,Maliy,['Sergey Maliy'],10.10.19,Kazakhstan,KZ,834,"Euros 2020, Qualifiers",Kazakhstan vs Cyprus
817,Maliy,['Sergey Maliy'],13.10.19,Kazakhstan,KZ,837,"Euros 2020, Qualifiers",Kazakhstan vs Belgium
818,Maliy,['Sergey Maliy'],16.11.19,Kazakhstan,KZ,842,"Euros 2020, Qualifiers",San Marino vs Kazakhstan
819,Maliy,['Sergey Maliy'],19.11.19,Kazakhstan,KZ,844,"Euros 2020, Qualifiers",Scotland vs Kazakhstan
820,Maliy,['Sergey Maliy'],10.10.15,Kazakhstan,KZ,378,"Euros 2016, Qualifiers",Kazakhstan vs Netherlands
821,Maliy,['Sergey Maliy'],13.10.15,Kazakhstan,KZ,380,"Euros 2016, Qualifiers",Latvia vs Kazakhstan
822,Rui Gomes,['Rui'],12-11-2015,Equatorial Guinea,GQ,2024,"World Cup Qualifiers, Africa, 2018",Morocco vs Equatorial Guinea
823,P Mandanda,['Parfait Mandanda'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
824,C Mbemba,['Chancel Mbemba'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
825,G Zakuani,['Gabriel Zakuani'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
826,I Mpeko,['Issama Mpeko'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
827,J Kimwaki,['Joël Kimwaki'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
828,Cedrick,['Cedrick'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
829,Y Mulumbu,['Youssouf Mulumbu'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
830,C Bakambu,['Cédric Bakambu'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
831,D Mbokani,['Dieumerci Mbokani'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
832,Y Bolasie,['Yannick Bolasie'],12-11-2015,Congo DR,DR,2036,"World Cup Qualifiers, Africa, 2018",Burundi vs Congo DR
833,J Kiassumbua,['Joël Kiassumbua'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
834,D Mukoko Amale,['Dieumerci Amale'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
835,C Luyindama,['Christian Luyindama'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
836,C Mbemba,['Chancel Mbemba'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
837,N Muzinga,['Ngonda Muzinga'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
838,C Akolo,['Chadrac Akolo'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
839,E Kayembe,['Edo Kayembe'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
840,S Bastien,['Samuel Bastien'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
841,Y Wissa,['Yoane Wissa'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
842,D Mbokani,['Dieumerci Mbokani'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
843,C Bakambu,['Cédric Bakambu'],25-03-2022,Congo DR,DR,2048,"World Cup Qualifiers, Africa, 2022",Congo DR vs Morocco
844,J Kiassumbua,['Joël Kiassumbua'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
845,M Tisserand,['Marcel Tisserand'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
846,C Luyindama,['Christian Luyindama'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
847,C Mbemba,['Chancel Mbemba'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
848,D Mukoko Amale,['Dieumerci Amale'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
849,S Bastien,['Samuel Bastien'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
850,E Kayembe,['Edo Kayembe'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
851,A Masuaku,['Arthur Masuaku'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
852,Y Wissa,['Yoane Wissa'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
853,C Bakambu,['Cédric Bakambu'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
854,M Elia,['Meschack Elia'],29-03-2022,Congo DR,DR,2050,"World Cup Qualifiers, Africa, 2022",Morocco vs Congo DR
855,Ernan Siluane,['Ernan'],16-11-2021,Mozambique,MZ,2051,"World Cup Qualifiers, Africa, 2022",Mozambique vs Malawi
856,J Kiassumbua,['Joël Kiassumbua'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
857,D Mukoko Amale,['Dieumerci Amale'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
858,C Luyindama,['Christian Luyindama'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
859,C Mbemba,['Chancel Mbemba'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
860,N Muzinga,['Ngonda Muzinga'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
861,S Moutoussamy,['Samuel Moutoussamy'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
862,E Kayembe,['Edo Kayembe'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
863,S Bastien,['Samuel Bastien'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
864,C Akolo,['Chadrac Akolo'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
865,D Mbokani,['Dieumerci Mbokani'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
866,C Bakambu,['Cédric Bakambu'],10-10-2021,Congo DR,DR,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR
867,J Kiassumbua,['Joël Kiassumbua'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
868,D Mukoko Amale,['Dieumerci Amale'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
869,C Luyindama,['Christian Luyindama'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
870,M Tisserand,['Marcel Tisserand'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
871,N Muzinga,['Ngonda Muzinga'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
872,C Akolo,['Chadrac Akolo'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
873,C Mbemba,['Chancel Mbemba'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
874,S Moutoussamy,['Samuel Moutoussamy'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
875,Y Bolasie,['Yannick Bolasie'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
876,D Mbokani,['Dieumerci Mbokani'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
877,C Bakambu,['Cédric Bakambu'],06-09-2021,Congo DR,DR,2059,"World Cup Qualifiers, Africa, 2022",Benin vs Congo DR
878,J Kiassumbua,['Joël Kiassumbua'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
879,D Mukoko Amale,['Dieumerci Amale'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
880,C Luyindama,['Christian Luyindama'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
881,N Muzinga,['Ngonda Muzinga'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
882,S Bastien,['Samuel Bastien'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
883,C Mbemba,['Chancel Mbemba'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
884,C Akolo,['Chadrac Akolo'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
885,G Kakuta,['Gaël Kakuta'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
886,C Bakambu,['Cédric Bakambu'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
887,D Mbokani,['Dieumerci Mbokani'],11-11-2021,Congo DR,DR,2067,"World Cup Qualifiers, Africa, 2022",Tanzania vs Congo DR
888,S Kjær,['Simon Kjaer'],12-11-2021,Denmark,DK,3334,"World Cup Qualifiers, Europe, 2022",Denmark vs Faroe Islands
889,M uriš,['Michal Duris'],27-03-2021,Slovakia,SK,3336,"World Cup Qualifiers, Europe, 2022",Slovakia vs Malta
890,A Čerin,['Adam Gnezda Cerin'],07-09-2021,Slovenia,SI,3345,"World Cup Qualifiers, Europe, 2022",Croatia vs Slovenia
891,B eško,['Benjamin Sesko'],07-09-2021,Slovenia,SI,3345,"World Cup Qualifiers, Europe, 2022",Croatia vs Slovenia
892,I ehić,['Ibrahim Sehic'],12-10-2021,Bosnia-Herzegovina-Herzegovina,BA,3348,"World Cup Qualifiers, Europe, 2022",Ukraine vs Bosnia-Herzegovina-Herzegovina
893,A Čerin,['Adam Gnezda Cerin'],11-10-2021,Slovenia,SI,3349,"World Cup Qualifiers, Europe, 2022",Slovenia vs Russia
894,M Ošs,['Marcis Oss'],30-03-2021,Latvia,LV,3363,"World Cup Qualifiers, Europe, 2022",Turkey vs Latvia
895,A Čerin,['Adam Gnezda Cerin'],04-09-2021,Slovenia,SI,3365,"World Cup Qualifiers, Europe, 2022",Slovenia vs Malta
896,B eško,['Benjamin Sesko'],04-09-2021,Slovenia,SI,3365,"World Cup Qualifiers, Europe, 2022",Slovenia vs Malta
897,A Murić,['Arijanet Muric'],02-09-2021,Kosovo,XK,3367,"World Cup Qualifiers, Europe, 2022",Georgia vs Kosovo
898,A Murić,['Arijanet Muric'],05-09-2021,Kosovo,XK,3376,"World Cup Qualifiers, Europe, 2022",Kosovo vs Greece
899,I ehić,['Ibrahim Sehic'],24-03-2021,Bosnia-Herzegovina-Herzegovina,BA,3378,"World Cup Qualifiers, Europe, 2022",Finland vs Bosnia-Herzegovina-Herzegovina
900,V Kamešs,['Vladimirs Kamess'],27-03-2021,Latvia,LV,3380,"World Cup Qualifiers, Europe, 2022",Netherlands vs Latvia
901,S Kjær,['Simon Kjaer'],12-10-2021,Denmark,DK,3440,"World Cup Qualifiers, Europe, 2022",Denmark vs Austria
902,K Piątek,['Krzysztof Piatek'],28-03-2021,Poland,PL,3443,"World Cup Qualifiers, Europe, 2022",Poland vs Andorra
903,I ehić,['Ibrahim Sehic'],07-09-2021,Bosnia-Herzegovina-Herzegovina,BA,3451,"World Cup Qualifiers, Europe, 2022",Bosnia-Herzegovina-Herzegovina vs Kazakhstan
904,B eško,['Benjamin Sesko'],01-09-2021,Slovenia,SI,3453,"World Cup Qualifiers, Europe, 2022",Slovenia vs Slovakia
905,A Murić,['Arijanet Muric'],14-11-2021,Kosovo,XK,3461,"World Cup Qualifiers, Europe, 2022",Greece vs Kosovo
906,Rui Gomes,['Rui'],31-01-2015,Equatorial Guinea,GQ,3473,"African Cup of Nations, 2015",Tunisia vs Equatorial Guinea
907,R Kidiaba,['Robert Muteba Kidiaba'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
908,I Mpeko,['Issama Mpeko'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
909,J Kimwaki,['Joël Kimwaki'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
910,G Zakuani,['Gabriel Zakuani'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
911,C Mbemba,['Chancel Mbemba'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
912,C Makiadi,['Cédric Makiadi'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
913,J Bokila,['Jeremy Bokila'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
914,Cedrick,['Cedrick'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
915,Y Bolasie,['Yannick Bolasie'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
916,D Mbokani,['Dieumerci Mbokani'],04-02-2015,Congo DR,DR,3474,"African Cup of Nations, 2015",Congo DR vs Cote d'Ivoire
917,R Kidiaba,['Robert Muteba Kidiaba'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
918,I Mpeko,['Issama Mpeko'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
919,G Zakuani,['Gabriel Zakuani'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
920,C Mongongu,['Cédric Mongongu'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
921,C Mbemba,['Chancel Mbemba'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
922,C Makiadi,['Cédric Makiadi'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
923,Cedrick,['Cedrick'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
924,H Kage,['Hervé Kage'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
925,Y Bolasie,['Yannick Bolasie'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
926,J Bokila,['Jeremy Bokila'],07-02-2015,Congo DR,DR,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
927,Rui Gomes,['Rui'],07-02-2015,Equatorial Guinea,GQ,3477,"African Cup of Nations, 2015",Congo DR vs Equatorial Guinea
928,Rui Gomes,['Rui'],21-01-2015,Equatorial Guinea,GQ,3481,"African Cup of Nations, 2015",Equatorial Guinea vs Burkina Faso
929,Rui Gomes,['Rui'],05-02-2015,Equatorial Guinea,GQ,3483,"African Cup of Nations, 2015",Ghana vs Equatorial Guinea
930,Maliy,['Sergey Maliy'],23.03.23,Kazakhstan,KZ,1017,"Euros 2024, Qualifiers",Kazakhstan vs Slovenia
931,Maliy,['Sergey Maliy'],26.03.23,Kazakhstan,KZ,1020,"Euros 2024, Qualifiers",Kazakhstan vs Denmark
932,Maliy,['Sergey Maliy'],17.11.23,Kazakhstan,KZ,1041,"Euros 2024, Qualifiers",Kazakhstan vs San Marino
933,Maliy,['Sergey Maliy'],20.11.23,Kazakhstan,KZ,1044,"Euros 2024, Qualifiers",Slovenia vs Kazakhstan
934,A ćekić,['Aleksandar Scekic'],30-03-2021,Montenegro,ME,3391,"World Cup Qualifiers, Europe, 2022",Montenegro vs Norway
935,S Kjær,['Simon Kjaer'],07-09-2021,Denmark,DK,3399,"World Cup Qualifiers, Europe, 2022",Denmark vs Israel
936,M Ošs,['Marcis Oss'],24-03-2021,Latvia,LV,3404,"World Cup Qualifiers, Europe, 2022",Latvia vs Montenegro
937,V Kamešs,['Vladimirs Kamess'],24-03-2021,Latvia,LV,3404,"World Cup Qualifiers, Europe, 2022",Latvia vs Montenegro
938,A ćekić,['Aleksandar Scekic'],24-03-2021,Montenegro,ME,3404,"World Cup Qualifiers, Europe, 2022",Latvia vs Montenegro
939,A ćekić,['Aleksandar Scekic'],07-09-2021,Montenegro,ME,3408,"World Cup Qualifiers, Europe, 2022",Montenegro vs Latvia
940,V Kamešs,['Vladimirs Kamess'],07-09-2021,Latvia,LV,3408,"World Cup Qualifiers, Europe, 2022",Montenegro vs Latvia
941,M Oršić,['Mislav Orsic'],04-09-2021,Croatia,HR,3411,"World Cup Qualifiers, Europe, 2022",Slovakia vs Croatia
942,A ćekić,['Aleksandar Scekic'],08-10-2021,Montenegro,ME,3420,"World Cup Qualifiers, Europe, 2022",Gibraltar vs Montenegro
943,K Piątek,['Krzysztof Piatek'],15-11-2021,Poland,PL,3427,"World Cup Qualifiers, Europe, 2022",Poland vs Hungary
944,I ehić,['Ibrahim Sehic'],09-10-2021,Bosnia-Herzegovina-Herzegovina,BA,3428,"World Cup Qualifiers, Europe, 2022",Kazakhstan vs Bosnia-Herzegovina-Herzegovina
945,A Gaţcan,['Alexandru Gatcan'],24-03-2017,Moldova,MD,3085,"World Cup Qualifiers, Europe, 2018",Austria vs Moldova
946,J Næs,['Jónas Tór Naes'],07-10-2017,Faroe Islands,FO,3086,"World Cup Qualifiers, Europe, 2018",Faroe Islands vs Latvia
947,A Gaţcan,['Alexandru Gatcan'],06-10-2016,Moldova,MD,3088,"World Cup Qualifiers, Europe, 2018",Moldova vs Serbia
948,Thiago Alcântara,['Thiago'],06-10-2017,Spain,ES,3090,"World Cup Qualifiers, Europe, 2018",Spain vs Albania
949,A ćekić,['Aleksandar Scekic'],08-10-2016,Montenegro,ME,3091,"World Cup Qualifiers, Europe, 2018",Montenegro vs Kazakhstan
950,A ćekić,['Aleksandar Scekic'],04-09-2016,Montenegro,ME,3092,"World Cup Qualifiers, Europe, 2018",Romania vs Montenegro
951,S Kjær,['Simon Kjaer'],04-09-2016,Denmark,DK,3097,"World Cup Qualifiers, Europe, 2018",Denmark vs Armenia
952,A Gaţcan,['Alexandru Gatcan'],06-10-2017,Moldova,MD,3100,"World Cup Qualifiers, Europe, 2018",Republic of Ireland vs Moldova
953,D Subašić,['Danijel Subasic'],05-09-2017,Croatia,HR,3104,"World Cup Qualifiers, Europe, 2018",Turkey vs Croatia
954,S Kjær,['Simon Kjaer'],04-09-2017,Denmark,DK,3105,"World Cup Qualifiers, Europe, 2018",Armenia vs Denmark
955,Thiago Alcântara,['Thiago'],05-09-2017,Spain,ES,3116,"World Cup Qualifiers, Europe, 2018",Liechtenstein vs Spain
956,D Subašić,['Danijel Subasic'],09-10-2017,Croatia,HR,3118,"World Cup Qualifiers, Europe, 2018",Ukraine vs Croatia
957,Thiago Alcântara,['Thiago'],24-03-2017,Spain,ES,3119,"World Cup Qualifiers, Europe, 2018",Spain vs Israel
958,J Næs,['Jónas Tór Naes'],10-10-2017,Faroe Islands,FO,3128,"World Cup Qualifiers, Europe, 2018",Hungary vs Faroe Islands
959,Z Tošić,['Zoran Tosic'],26-03-2013,Serbia,RS,2783,"World Cup Qualifiers, Europe, 2014",Serbia vs Scotland
960,J Næs,['Jónas Tór Naes'],15-10-2013,Faroe Islands,FO,2787,"World Cup Qualifiers, Europe, 2014",Faroe Islands vs Austria
961,S Kjær,['Simon Kjaer'],11-06-2013,Denmark,DK,2788,"World Cup Qualifiers, Europe, 2014",Denmark vs Armenia
962,S esták,['Stanislav Sestak'],10-09-2013,Slovakia,SK,2790,"World Cup Qualifiers, Europe, 2014",Slovakia vs Bosnia-Herzegovina-Herzegovina
963,E Bičakčić,['Ermin Bicakcic'],10-09-2013,Bosnia-Herzegovina-Herzegovina,BA,2790,"World Cup Qualifiers, Europe, 2014",Slovakia vs Bosnia-Herzegovina-Herzegovina
964,V Božović,['Vladimir Bozovic'],07-06-2013,Montenegro,ME,2793,"World Cup Qualifiers, Europe, 2014",Montenegro vs Ukraine
965,B Ilič,['Branko Ilic'],06-09-2013,Slovenia,SI,2803,"World Cup Qualifiers, Europe, 2014",Slovenia vs Albania
966,V Kamešs,['Vladimirs Kamess'],07-06-2013,Latvia,LV,2805,"World Cup Qualifiers, Europe, 2014",Latvia vs Bosnia-Herzegovina-Herzegovina
967,V Kamešs,['Vladimirs Kamess'],22-03-2013,Latvia,LV,2808,"World Cup Qualifiers, Europe, 2014",Liechtenstein vs Latvia
968,A Cauņa,['Aleksandrs Cauna'],22-03-2013,Latvia,LV,2808,"World Cup Qualifiers, Europe, 2014",Liechtenstein vs Latvia
969,E Bičakčić,['Ermin Bicakcic'],06-09-2013,Bosnia-Herzegovina-Herzegovina,BA,2811,"World Cup Qualifiers, Europe, 2014",Bosnia-Herzegovina-Herzegovina vs Slovakia
970,S esták,['Stanislav Sestak'],06-09-2013,Slovakia,SK,2811,"World Cup Qualifiers, Europe, 2014",Bosnia-Herzegovina-Herzegovina vs Slovakia
971,S esták,['Stanislav Sestak'],11-10-2013,Slovakia,SK,2814,"World Cup Qualifiers, Europe, 2014",Greece vs Slovakia
972,M ükürov,['Mahir Shukurov'],26-03-2013,Azerbaijan,AZ,2815,"World Cup Qualifiers, Europe, 2014",Azerbaijan vs Portugal
973,J Næs,['Jónas Tór Naes'],06-09-2013,Faroe Islands,FO,2818,"World Cup Qualifiers, Europe, 2014",Kazakhstan vs Faroe Islands
974,M ükürov,['Mahir Shukurov'],07-09-2013,Azerbaijan,AZ,2821,"World Cup Qualifiers, Europe, 2014",Israel vs Azerbaijan
975,B Ilič,['Branko Ilic'],11-10-2013,Slovenia,SI,2823,"World Cup Qualifiers, Europe, 2014",Slovenia vs Norway
976,S Kjær,['Simon Kjaer'],26-03-2013,Denmark,DK,2827,"World Cup Qualifiers, Europe, 2014",Denmark vs Bulgaria
977,Yan Junling,['Junling Yan'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
978,Zhang Linpeng,['Linpeng Zhang'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
979,Zhu Chenjie,['Chenjie Zhu'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
980,Wang Shenchao,['Shenchao Wang'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
981,Wu Lei,['Lei Wu'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
982,Xu Xin,['Xin Xu'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
983,Xi Wu,['Xi Wu'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
984,Aloísio,['Aloísio'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
985,Zhang Yuning,['Yuning Zhang'],11-11-2021,China PR,CN,2632,"World Cup Qualifiers, Asia, 2022",China PR vs Oman
