,index,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New,Market Value New
5250,67904,1185,Euros 2020,Russia vs Denmark,21.06.21,Russia,RU,2021,SUCCESS,Igor Diveev,6000000,False,Only Before,False,Igor Diveev,Diveev,single,,0
5251,67905,1185,Euros 2020,Russia vs Denmark,21.06.21,Russia,RU,2021,SUCCESS,Roman Zobnin,15600000,False,Only Before,False,Roman Zobnin,Zobnin,single,,0
5252,67906,1185,Euros 2020,Russia vs Denmark,21.06.21,Denmark,DK,2021,SUCCESS,Anders Christiansen,2000000,False,Only Before,False,Anders Christiansen,A Christiansen,single,,0
5253,67907,1186,Euros 2020,Finland vs Belgium,21.06.21,Finland,FI,2021,SUCCESS,Paulus Arajuuri,360000,False,Only Before,False,Paulus Arajuuri,Arajuuri,single,,0
5254,67908,1186,Euros 2020,Finland vs Belgium,21.06.21,Finland,FI,2021,SUCCESS,Tim Sparv,200000,False,Only Before,False,Tim Sparv,Sparv,single,,0
5255,67909,1186,Euros 2020,Finland vs Belgium,21.06.21,Belgium,BE,2021,SUCCESS,Thomas Vermaelen,720000,False,Only Before,False,Thomas Vermaelen,Vermaelen,single,,0
5256,67910,1199,Euros 2020,Poland vs Slovakia,14.06.21,Poland,PL,2021,SUCCESS,Maciej Rybus,1600000,False,Only Before,False,Maciej Rybus,Rybus,single,,0
5257,67911,1199,Euros 2020,Poland vs Slovakia,14.06.21,Slovakia,SK,2021,SUCCESS,Tomas Hubocan,240000,False,Only Before,False,Tomas Hubocan,Hubocan,single,,0
5258,67912,1199,Euros 2020,Poland vs Slovakia,14.06.21,Slovakia,SK,2021,SUCCESS,Jakub Hromada,1200000,False,Only Before,False,Jakub Hromada,Hromada,single,,0
5259,67913,1200,Euros 2020,Spain vs Sweden,14.06.21,Sweden,SE,2021,SUCCESS,Mikael Lustig,400000,False,Only Before,False,Mikael Lustig,Lustig,single,,0
5260,67914,1200,Euros 2020,Spain vs Sweden,14.06.21,Sweden,SE,2021,SUCCESS,Marcus Berg,960000,False,Only Before,False,Marcus Berg,M Berg,single,,0
5261,67915,1201,Euros 2020,Sweden vs Slovakia,18.06.21,Sweden,SE,2021,SUCCESS,Mikael Lustig,400000,False,Only Before,False,Mikael Lustig,Lustig,single,,0
5262,67916,1201,Euros 2020,Sweden vs Slovakia,18.06.21,Sweden,SE,2021,SUCCESS,Marcus Berg,960000,False,Only Before,False,Marcus Berg,M Berg,single,,0
5263,67917,1201,Euros 2020,Sweden vs Slovakia,18.06.21,Slovakia,SK,2021,SUCCESS,Tomas Hubocan,240000,False,Only Before,False,Tomas Hubocan,Hubocan,single,,0
5264,67918,1203,Euros 2020,Slovakia vs Spain,23.06.21,Slovakia,SK,2021,SUCCESS,Tomas Hubocan,240000,False,Only Before,False,Tomas Hubocan,Hubocan,single,,0
5265,67919,1203,Euros 2020,Slovakia vs Spain,23.06.21,Slovakia,SK,2021,SUCCESS,Jakub Hromada,1200000,False,Only Before,False,Jakub Hromada,Hromada,single,,0
5266,67920,1204,Euros 2020,Sweden vs Poland,23.06.21,Sweden,SE,2021,SUCCESS,Mikael Lustig,400000,False,Only Before,False,Mikael Lustig,Lustig,single,,0
5267,67921,1205,Euros 2020,Hungary vs Portugal,15.06.21,Hungary,HU,2021,SUCCESS,Gergő Lovrencsics,520000,False,Only Before,False,Gergő Lovrencsics,Lovrencsics,single,,0
5268,67922,2426,"World Cup Qualifiers, Asia, 2018",Philippines vs Bahrain,11-06-2015,Philippines,PH,2015,SUCCESS,Rob Gier,40000,False,Only Before,False,Rob Gier,R Gier,single,,0
5269,67923,2427,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Palestine,08-10-2015,Timor-Leste,TL,2015,SUCCESS,Magno,0,False,Only Before,False,Magno,Magno,single,,0
5270,67924,2427,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Palestine,08-10-2015,Timor-Leste,TL,2015,SUCCESS,Patrick Fabiano,0,False,Only Before,False,Patrick Fabiano,Patrick Fabiano,single,,0
5271,67925,2427,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Palestine,08-10-2015,Palestine,PS,2015,SUCCESS,Imad Zatara,360000,False,Only Before,False,Imad Zatara,Imad Zatara,single,,0
5272,67926,2434,"World Cup Qualifiers, Asia, 2018",Thailand vs Iraq,31-08-2017,Thailand,TH,2017,SUCCESS,Wattana Playnum,120000,False,Only Before,False,Wattana Playnum,W Plainum,single,,0
5273,67927,2437,"World Cup Qualifiers, Asia, 2018",Jordan vs Tajikistan,13-10-2015,Jordan,JO,2015,SUCCESS,Hassan Abdel Fattah,200000,False,Only Before,False,Hassan Abdel Fattah,Hassan Abdel Fattah,single,,0
5274,67928,2439,"World Cup Qualifiers, Asia, 2018",Laos vs Lebanon,16-06-2015,Laos,LA,2015,SUCCESS,Oudomsith Singlatsomboun,0,False,Only Before,False,Oudomsith Singlatsomboun,O Singlatsomboun,single,,0
5275,67929,2439,"World Cup Qualifiers, Asia, 2018",Laos vs Lebanon,16-06-2015,Laos,LA,2015,SUCCESS,Khamla Pinkeo,0,False,Only Before,False,Khamla Pinkeo,K Pinkeo,single,,0
5276,67930,2439,"World Cup Qualifiers, Asia, 2018",Laos vs Lebanon,16-06-2015,Laos,LA,2015,SUCCESS,Souksakhone Bountathip,0,False,Only Before,False,Souksakhone Bountathip,S Bountathip,single,,0
5277,67931,2442,"World Cup Qualifiers, Asia, 2018",Cambodia vs Macao,12-03-2015,Cambodia,KH,2015,SUCCESS,Sun Sovannrithy,0,False,Only Before,False,Sun Sovannrithy,Sun Sovanrithy,single,,0
5278,67932,2444,"World Cup Qualifiers, Asia, 2018",Thailand vs Saudi Arabia,23-03-2017,Thailand,TH,2017,SUCCESS,Pratum Chuthong,120000,False,Only Before,False,Pratum Chuthong,P Chutong,single,,0
5279,67933,2445,"World Cup Qualifiers, Asia, 2018",Mongolia vs Timor-Leste,17-03-2015,Timor-Leste,TL,2015,SUCCESS,Agostinho Araujo da Silva,0,False,Only Before,False,Agostinho Araujo da Silva,Agostinho,single,,0
5280,67934,2445,"World Cup Qualifiers, Asia, 2018",Mongolia vs Timor-Leste,17-03-2015,Timor-Leste,TL,2015,SUCCESS,Eusebio de Almeida,0,False,Only Before,False,Eusebio de Almeida,Eusebio,single,,0
5281,67935,2445,"World Cup Qualifiers, Asia, 2018",Mongolia vs Timor-Leste,17-03-2015,Timor-Leste,TL,2015,SUCCESS,Jairo Neto,0,False,Only Before,False,Jairo Neto,Jairo Neto,single,,0
5282,67936,2445,"World Cup Qualifiers, Asia, 2018",Mongolia vs Timor-Leste,17-03-2015,Timor-Leste,TL,2015,SUCCESS,Patrick Fabiano,0,False,Only Before,False,Patrick Fabiano,Patrick Fabiano,single,,0
5283,67937,2450,"World Cup Qualifiers, Asia, 2018",Kuwait vs Myanmar,03-09-2015,Myanmar,MM,2015,SUCCESS,Naing Lin Oo,0,False,Only Before,False,Naing Lin Oo,Naing Lin Oo,single,,0
5284,67938,2452,"World Cup Qualifiers, Asia, 2018",South Korea vs Laos,03-09-2015,Laos,LA,2015,SUCCESS,Khamla Pinkeo,0,False,Only Before,False,Khamla Pinkeo,K Pinkeo,single,,0
5285,67939,2452,"World Cup Qualifiers, Asia, 2018",South Korea vs Laos,03-09-2015,Laos,LA,2015,SUCCESS,Souksakhone Bountathip,0,False,Only Before,False,Souksakhone Bountathip,S Bountathip,single,,0
5286,67940,2456,"World Cup Qualifiers, Asia, 2018",Kyrgyzstan vs Australia,16-06-2015,Australia,AU,2015,SUCCESS,Ivan Franjic,720000,False,Only Before,False,Ivan Franjic,I Franjić,single,,0
5287,67941,2457,"World Cup Qualifiers, Asia, 2018",Thailand vs Vietnam,24-05-2015,Thailand,TH,2015,SUCCESS,Ekkachai Samre,120000,False,Only Before,False,Ekkachai Samre,E Samre,single,,0
5288,67942,2457,"World Cup Qualifiers, Asia, 2018",Thailand vs Vietnam,24-05-2015,Vietnam,VN,2015,SUCCESS,Vinh Loi To,0,False,Only Before,False,Vinh Loi To,Tô Vnh Li,single,,0
5289,67943,2458,"World Cup Qualifiers, Asia, 2018",Laos vs South Korea,17-11-2015,Laos,LA,2015,SUCCESS,Souksakhone Bountathip,0,False,Only Before,False,Souksakhone Bountathip,S Bountathip,single,,0
5290,67944,2458,"World Cup Qualifiers, Asia, 2018",Laos vs South Korea,17-11-2015,Laos,LA,2015,SUCCESS,Khamla Pinkeo,0,False,Only Before,False,Khamla Pinkeo,K Pinkeo,single,,0
5291,67945,2460,"World Cup Qualifiers, Asia, 2018",Kuwait vs Lebanon,13-10-2015,Kuwait,KW,2015,SUCCESS,Saif Al-Hashan,0,False,Only Before,False,Saif Al-Hashan,Saif Al Hashan,single,,0
5292,67946,2460,"World Cup Qualifiers, Asia, 2018",Kuwait vs Lebanon,13-10-2015,Kuwait,KW,2015,SUCCESS,Khaled Ajab,0,False,Only Before,False,Khaled Ajab,Khaled Ajab,single,,0
5293,67947,2461,"World Cup Qualifiers, Asia, 2018",Jordan vs Australia,08-10-2015,Jordan,JO,2015,SUCCESS,Hassan Abdel Fattah,200000,False,Only Before,False,Hassan Abdel Fattah,Hassan Abdel Fattah,single,,0
5294,67948,2461,"World Cup Qualifiers, Asia, 2018",Jordan vs Australia,08-10-2015,Australia,AU,2015,SUCCESS,Tarek Elrich,360000,False,Only Before,False,Tarek Elrich,T Elrich,single,,0
5295,67949,2461,"World Cup Qualifiers, Asia, 2018",Jordan vs Australia,08-10-2015,Australia,AU,2015,SUCCESS,Tommy Oar,2400000,False,Only Before,False,Tommy Oar,T Oar,single,,0
5296,67950,2464,"World Cup Qualifiers, Asia, 2018",India vs Nepal,12-03-2015,India,IN,2015,SUCCESS,Saumik Dey,0,False,Only Before,False,Saumik Dey,S Dey,single,,0
5297,67951,2464,"World Cup Qualifiers, Asia, 2018",India vs Nepal,12-03-2015,India,IN,2015,SUCCESS,Lenny Rodrigues,60000,False,Only Before,False,Lenny Rodrigues,L Rodrigues,single,,0
5298,67952,2464,"World Cup Qualifiers, Asia, 2018",India vs Nepal,12-03-2015,India,IN,2015,SUCCESS,Lalrindika Ralte,90000,False,Only Before,False,Lalrindika Ralte,L Ralte,single,,0
5299,67953,2467,"World Cup Qualifiers, Asia, 2018",Iran vs India,24-03-2016,India,IN,2016,SUCCESS,Aiborlang Khongjee,0,False,Only Before,False,Aiborlang Khongjee,A Khongjee,single,,0
5300,67954,2469,"World Cup Qualifiers, Asia, 2018",India vs Turkmenistan,29-03-2016,India,IN,2016,SUCCESS,Cavin Lobo,0,False,Only Before,False,Cavin Lobo,C Lobo,single,,0
5301,67955,2471,"World Cup Qualifiers, Asia, 2018",United Arab Emirates vs Saudi Arabia,29-03-2016,Saudi Arabia,SA,2016,SUCCESS,Khaled Shrahili,90000,False,Only Before,False,Khaled Shrahili,Khaled Shrahili,single,,0
5302,67956,2475,"World Cup Qualifiers, Asia, 2018",Qatar vs Iran,23-03-2017,Qatar,QA,2017,SUCCESS,Ibrahim Majed,540000,False,Only Before,False,Ibrahim Majed,Ibrahim Majid,single,,0
5303,67957,2475,"World Cup Qualifiers, Asia, 2018",Qatar vs Iran,23-03-2017,Qatar,QA,2017,SUCCESS,Yasser Essa,180000,False,Only Before,False,Yasser Essa,Yasser Essa,single,,0
5304,67958,2475,"World Cup Qualifiers, Asia, 2018",Qatar vs Iran,23-03-2017,Qatar,QA,2017,SUCCESS,Luiz Ceara,600000,False,Only Before,False,Luiz Ceara,Luiz Ceará,single,,0
5305,67959,2475,"World Cup Qualifiers, Asia, 2018",Qatar vs Iran,23-03-2017,Qatar,QA,2017,SUCCESS,Rodrigo Tabata,800000,False,Only Before,False,Rodrigo Tabata,Rodrigo Tabata,single,,0
5306,67960,2475,"World Cup Qualifiers, Asia, 2018",Qatar vs Iran,23-03-2017,Qatar,QA,2017,SUCCESS,Sebastián Soria,680000,False,Only Before,False,Sebastián Soria,Sebastián Soria,single,,0
5307,67961,465,"Euros 2016, Qualifiers",Ireland vs Georgia,07.09.15,Georgia,GE,2015,SUCCESS,Zurab Khizanishvili,240000,False,Only Before,False,Zurab Khizanishvili,Khizanishvili,single,,0
5308,67962,2376,"World Cup Qualifiers, Asia, 2018",Malaysia vs Timor-Leste,11-06-2015,Malaysia,MY,2015,SUCCESS,Muslim Ahmad,0,False,Only Before,False,Muslim Ahmad,Muslim Ahmad,single,,0
5309,67963,2376,"World Cup Qualifiers, Asia, 2018",Malaysia vs Timor-Leste,11-06-2015,Malaysia,MY,2015,SUCCESS,Indra Putra Mahayuddin,0,False,Only Before,False,Indra Putra Mahayuddin,Indra Putra,single,,0
5310,67964,2376,"World Cup Qualifiers, Asia, 2018",Malaysia vs Timor-Leste,11-06-2015,Timor-Leste,TL,2015,SUCCESS,Paulo Martins,0,False,Only Before,False,Paulo Martins,Paulo Martins,single,,0
5311,67965,2376,"World Cup Qualifiers, Asia, 2018",Malaysia vs Timor-Leste,11-06-2015,Timor-Leste,TL,2015,SUCCESS,Agostinho Araujo da Silva,0,False,Only Before,False,Agostinho Araujo da Silva,Agostinho,single,,0
5312,67966,2376,"World Cup Qualifiers, Asia, 2018",Malaysia vs Timor-Leste,11-06-2015,Timor-Leste,TL,2015,SUCCESS,Jairo Neto,0,False,Only Before,False,Jairo Neto,Jairo Neto,single,,0
5313,67967,2376,"World Cup Qualifiers, Asia, 2018",Malaysia vs Timor-Leste,11-06-2015,Timor-Leste,TL,2015,SUCCESS,Patrick Fabiano,0,False,Only Before,False,Patrick Fabiano,Patrick Fabiano,single,,0
5314,67968,2377,"World Cup Qualifiers, Asia, 2018",Malaysia vs Palestine,16-06-2015,Malaysia,MY,2015,SUCCESS,Muslim Ahmad,0,False,Only Before,False,Muslim Ahmad,Muslim Ahmad,single,,0
5315,67969,2379,"World Cup Qualifiers, Asia, 2018",Yemen vs Pakistan,12-03-2015,Pakistan,PK,2015,SUCCESS,Muhammad Ahmad,0,False,Only Before,False,Muhammad Ahmad,Mohammad Ahmed,single,,0
5316,67970,2379,"World Cup Qualifiers, Asia, 2018",Yemen vs Pakistan,12-03-2015,Pakistan,PK,2015,SUCCESS,Muhammad Bilal,0,False,Only Before,False,Muhammad Bilal,Muhammad Bilal,single,,0
5317,67971,2379,"World Cup Qualifiers, Asia, 2018",Yemen vs Pakistan,12-03-2015,Pakistan,PK,2015,SUCCESS,Kaleemullah Khan,0,False,Only Before,False,Kaleemullah Khan,Kaleem Ullah,single,,0
5318,67972,2382,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Mongolia,12-03-2015,Timor-Leste,TL,2015,SUCCESS,Agostinho Araujo da Silva,0,False,Only Before,False,Agostinho Araujo da Silva,Agostinho,single,,0
5319,67973,2382,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Mongolia,12-03-2015,Timor-Leste,TL,2015,SUCCESS,Eusebio de Almeida,0,False,Only Before,False,Eusebio de Almeida,Eusebio,single,,0
5320,67974,2383,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Malaysia,13-10-2015,Timor-Leste,TL,2015,SUCCESS,Magno,0,False,Only Before,False,Magno,Magno,single,,0
5321,67975,2383,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Malaysia,13-10-2015,Timor-Leste,TL,2015,SUCCESS,Patrick Fabiano,0,False,Only Before,False,Patrick Fabiano,Patrick Fabiano,single,,0
5322,67976,2383,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Malaysia,13-10-2015,Malaysia,MY,2015,SUCCESS,Ismail Faruqi Asha'ri,0,False,Only Before,False,Ismail Faruqi Asha'ri,Ismail Faruqi,single,,0
5323,67977,2384,"World Cup Qualifiers, Asia, 2018",Cambodia vs Syria,08-09-2015,Cambodia,KH,2015,SUCCESS,Sun Sovannrithy,0,False,Only Before,False,Sun Sovannrithy,Sun Sovanrithy,single,,0
5324,67978,2387,"World Cup Qualifiers, Asia, 2018",China PR vs South Korea,23-03-2017,South Korea,KR,2017,SUCCESS,Sun-tae Kwon,80000,False,Only Before,False,Sun-tae Kwon,Sun-Tae Kwon,single,,0
5325,67979,2387,"World Cup Qualifiers, Asia, 2018",China PR vs South Korea,23-03-2017,South Korea,KR,2017,SUCCESS,Myong-jin Koh,900000,False,Only Before,False,Myong-jin Koh,Myong-Jin Koh,single,,0
5326,67980,2390,"World Cup Qualifiers, Asia, 2018",Japan vs Syria,29-03-2016,Syria,SY,2016,SUCCESS,Ahmad Kallasi,480000,False,Only Before,False,Ahmad Kallasi,Ahmad Kalasi,single,,0
5327,67981,2392,"World Cup Qualifiers, Asia, 2018",Lebanon vs Laos,12-11-2015,Laos,LA,2015,SUCCESS,Phoumai Souvandee,0,False,Only Before,False,Phoumai Souvandee,P Souvandee,single,,0
5328,67982,2392,"World Cup Qualifiers, Asia, 2018",Lebanon vs Laos,12-11-2015,Laos,LA,2015,SUCCESS,Khamla Pinkeo,0,False,Only Before,False,Khamla Pinkeo,K Pinkeo,single,,0
5329,67983,2392,"World Cup Qualifiers, Asia, 2018",Lebanon vs Laos,12-11-2015,Laos,LA,2015,SUCCESS,Souksakhone Bountathip,0,False,Only Before,False,Souksakhone Bountathip,S Bountathip,single,,0
5330,67984,2395,"World Cup Qualifiers, Asia, 2018",Nepal vs India,17-03-2015,India,IN,2015,SUCCESS,Saumik Dey,0,False,Only Before,False,Saumik Dey,S Dey,single,,0
5331,67985,2395,"World Cup Qualifiers, Asia, 2018",Nepal vs India,17-03-2015,India,IN,2015,SUCCESS,Lenny Rodrigues,60000,False,Only Before,False,Lenny Rodrigues,L Rodrigues,single,,0
5332,67986,2395,"World Cup Qualifiers, Asia, 2018",Nepal vs India,17-03-2015,India,IN,2015,SUCCESS,Lalrindika Ralte,90000,False,Only Before,False,Lalrindika Ralte,L Ralte,single,,0
5333,67987,2397,"World Cup Qualifiers, Asia, 2018",Guam vs Turkmenistan,11-06-2015,Turkmenistan,TM,2015,SUCCESS,Suleyman Orazov,0,False,Only Before,False,Suleyman Orazov,S Orazow,single,,0
5334,67988,2400,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs Qatar,28-03-2017,Uzbekistan,UZ,2017,SUCCESS,Aleksandr Merzlyakov,420000,False,Only Before,False,Aleksandr Merzlyakov,A Merzlyakov,single,,0
5335,67989,2400,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs Qatar,28-03-2017,Qatar,QA,2017,SUCCESS,Ibrahim Majed,540000,False,Only Before,False,Ibrahim Majed,Ibrahim Majid,single,,0
5336,67990,2400,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs Qatar,28-03-2017,Qatar,QA,2017,SUCCESS,Yasser Essa,180000,False,Only Before,False,Yasser Essa,Yasser Essa,single,,0
5337,67991,2400,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs Qatar,28-03-2017,Qatar,QA,2017,SUCCESS,Mohammed Kasola,360000,False,Only Before,False,Mohammed Kasola,Mohammed Kasola,single,,0
5338,67992,2400,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs Qatar,28-03-2017,Qatar,QA,2017,SUCCESS,Luiz Ceara,600000,False,Only Before,False,Luiz Ceara,Luiz Ceará,single,,0
5339,67993,2400,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs Qatar,28-03-2017,Qatar,QA,2017,SUCCESS,Rodrigo Tabata,800000,False,Only Before,False,Rodrigo Tabata,Rodrigo Tabata,single,,0
5340,67994,2400,"World Cup Qualifiers, Asia, 2018",Uzbekistan vs Qatar,28-03-2017,Qatar,QA,2017,SUCCESS,Sebastián Soria,680000,False,Only Before,False,Sebastián Soria,Sebastián Soria,single,,0
5341,67995,2404,"World Cup Qualifiers, Asia, 2018",Jordan vs Kyrgyzstan,03-09-2015,Jordan,JO,2015,SUCCESS,Hassan Abdel Fattah,200000,False,Only Before,False,Hassan Abdel Fattah,Hassan Abdel Fattah,single,,0
5342,67996,2406,"World Cup Qualifiers, Asia, 2018",Sri Lanka vs Bhutan,12-03-2015,Sri Lanka,LK,2015,SUCCESS,Tharindu Erange,0,False,Only Before,False,Tharindu Erange,A Tharindu Eranga,single,,0
5343,67997,2406,"World Cup Qualifiers, Asia, 2018",Sri Lanka vs Bhutan,12-03-2015,Bhutan,BT,2015,SUCCESS,Dawa Gyeltshen,0,False,Only Before,False,Dawa Gyeltshen,D Gyeltshen,single,,0
5344,67998,2406,"World Cup Qualifiers, Asia, 2018",Sri Lanka vs Bhutan,12-03-2015,Bhutan,BT,2015,SUCCESS,Karma Nidup,0,False,Only Before,False,Karma Nidup,K Nidup,single,,0
5345,67999,2411,"World Cup Qualifiers, Asia, 2018",Tajikistan vs Jordan,11-06-2015,Jordan,JO,2015,SUCCESS,Hassan Abdel Fattah,200000,False,Only Before,False,Hassan Abdel Fattah,Hassan Abdel Fattah,single,,0
5346,68000,2414,"World Cup Qualifiers, Asia, 2018",Iraq vs Vietnam,29-03-2016,Vietnam,VN,2016,SUCCESS,Dinh Hoang Tran,0,False,Only Before,False,Dinh Hoang Tran,Dinh Hoang Tran,single,,0
5347,68001,2417,"World Cup Qualifiers, Asia, 2018",United Arab Emirates vs Palestine,24-03-2016,United Arab Emirates,AE,2016,SUCCESS,Ahmed Ali Alebri,0,False,Only Before,False,Ahmed Ali Alebri,Ahmed Al Abri,single,,0
5348,68002,2424,"World Cup Qualifiers, Asia, 2018",Chinese Taipei vs Brunei,12-03-2015,Chinese Taipei,TW,2015,SUCCESS,Víctor Chou,30000,False,Only Before,False,Víctor Chou,Chou Victor,single,,0
5349,68003,1314,Copa America 2021,Chile vs Paraguay,25.06.21,Chile,CL,2021,SUCCESS,Mauricio Isla,1200000,False,Only Before,False,Mauricio Isla,Isla,single,,0
5350,68004,1314,Copa America 2021,Chile vs Paraguay,25.06.21,Paraguay,PY,2021,SUCCESS,Hugo Martínez,0,False,Only Before,False,Hugo Martínez,H Martínez,single,,0
5351,68005,1315,Copa America 2021,Bolivia vs Argentina,29.06.21,Bolivia,BO,2021,SUCCESS,Gilbert Álvarez,720000,False,Only Before,False,Gilbert Álvarez,G Álvarez,single,,0
5352,68006,1317,Copa America 2021,Brazil vs Venezuela,14.06.21,Venezuela,VE,2021,SUCCESS,Adrián Martínez,240000,False,Only Before,False,Adrián Martínez,Ad Martínez,single,,0
5353,68007,1317,Copa America 2021,Brazil vs Venezuela,14.06.21,Venezuela,VE,2021,SUCCESS,Francisco La Mantia,420000,False,Only Before,False,Francisco La Mantia,La Mantia,single,,0
5354,68008,1317,Copa America 2021,Brazil vs Venezuela,14.06.21,Venezuela,VE,2021,SUCCESS,Bernaldo Manzano,240000,False,Only Before,False,Bernaldo Manzano,Manzano,single,,0
5355,68009,1318,Copa America 2021,Colombia vs Ecuador,14.06.21,Colombia,CO,2021,SUCCESS,Óscar Murillo,2000000,False,Only Before,False,Óscar Murillo,Murillo Oscar,single,,0
5356,68010,1318,Copa America 2021,Colombia vs Ecuador,14.06.21,Colombia,CO,2021,SUCCESS,Edwin Cardona,6000000,False,Only Before,False,Edwin Cardona,Cardona,single,,0
5357,68011,1318,Copa America 2021,Colombia vs Ecuador,14.06.21,Ecuador,EC,2021,SUCCESS,Pedro Ortíz,800000,False,Only Before,False,Pedro Ortíz,P Ortíz,single,,0
5358,68012,1318,Copa America 2021,Colombia vs Ecuador,14.06.21,Ecuador,EC,2021,SUCCESS,Fidel Martínez,2000000,False,Only Before,False,Fidel Martínez,Martinez,single,,0
5359,68013,1319,Copa America 2021,Colombia vs Venezuela,18.06.21,Colombia,CO,2021,SUCCESS,William Tesillo,2400000,False,Only Before,False,William Tesillo,Tesillo,single,,0
5360,68014,1319,Copa America 2021,Colombia vs Venezuela,18.06.21,Colombia,CO,2021,SUCCESS,Edwin Cardona,6000000,False,Only Before,False,Edwin Cardona,Cardona,single,,0
5361,68015,1319,Copa America 2021,Colombia vs Venezuela,18.06.21,Venezuela,VE,2021,SUCCESS,Adrián Martínez,240000,False,Only Before,False,Adrián Martínez,Ad Martínez,single,,0
5362,68016,1319,Copa America 2021,Colombia vs Venezuela,18.06.21,Venezuela,VE,2021,SUCCESS,Francisco La Mantia,420000,False,Only Before,False,Francisco La Mantia,La Mantia,single,,0
5363,68017,1319,Copa America 2021,Colombia vs Venezuela,18.06.21,Venezuela,VE,2021,SUCCESS,Bernaldo Manzano,240000,False,Only Before,False,Bernaldo Manzano,Manzano,single,,0
5364,68018,1321,Copa America 2021,Venezuela vs Ecuador,21.06.21,Venezuela,VE,2021,SUCCESS,Adrián Martínez,240000,False,Only Before,False,Adrián Martínez,Ad Martínez,single,,0
5365,68019,1321,Copa America 2021,Venezuela vs Ecuador,21.06.21,Ecuador,EC,2021,SUCCESS,Pedro Ortíz,800000,False,Only Before,False,Pedro Ortíz,P Ortíz,single,,0
5366,68020,1322,Copa America 2021,Colombia vs Peru,21.06.21,Colombia,CO,2021,SUCCESS,William Tesillo,2400000,False,Only Before,False,William Tesillo,Tesillo,single,,0
5367,68021,1322,Copa America 2021,Colombia vs Peru,21.06.21,Colombia,CO,2021,SUCCESS,Edwin Cardona,6000000,False,Only Before,False,Edwin Cardona,Cardona,single,,0
5368,68022,1323,Copa America 2021,Ecuador vs Peru,24.06.21,Ecuador,EC,2021,SUCCESS,Damián Díaz,640000,False,Only Before,False,Damián Díaz,Da Díaz,single,,0
5369,68023,1324,Copa America 2021,Brazil vs Colombia,24.06.21,Colombia,CO,2021,SUCCESS,William Tesillo,2400000,False,Only Before,False,William Tesillo,Tesillo,single,,0
5370,68024,1334,"Olympics, 2016",Sweden vs Colombia,08-04-2016,Sweden,SE,2016,SUCCESS,Adam Lundqvist,120000,False,Only Before,False,Adam Lundqvist,Adam Lundqvist,single,OLYMPICS,0
5371,68025,1334,"Olympics, 2016",Sweden vs Colombia,08-04-2016,Colombia,CO,2016,SUCCESS,Cristian Bonilla,780000,False,Only Before,False,Cristian Bonilla,Cristian Bonilla,single,OLYMPICS,0
5372,68026,1335,"Olympics, 2016",Nigeria vs Japan,08-04-2016,Nigeria,NG,2016,SUCCESS,Usman Mohammed,0,False,Only Before,False,Usman Mohammed,Usman Mohammed,single,OLYMPICS,0
5373,68027,1335,"Olympics, 2016",Nigeria vs Japan,08-04-2016,Japan,JP,2016,SUCCESS,Hiroki Fujiharu,960000,False,Only Before,False,Hiroki Fujiharu,Hiroki Fujiharu,single,OLYMPICS,0
5374,68028,1336,"Olympics, 2016",Sweden vs Nigeria,08-07-2016,Sweden,SE,2016,SUCCESS,Adam Lundqvist,120000,False,Only Before,False,Adam Lundqvist,Adam Lundqvist,single,OLYMPICS,0
5375,68029,1336,"Olympics, 2016",Sweden vs Nigeria,08-07-2016,Nigeria,NG,2016,SUCCESS,Usman Mohammed,0,False,Only Before,False,Usman Mohammed,Usman Mohammed,single,OLYMPICS,0
5376,68030,1337,"Olympics, 2016",Japan vs Colombia,08-07-2016,Japan,JP,2016,SUCCESS,Hiroki Fujiharu,960000,False,Only Before,False,Hiroki Fujiharu,Hiroki Fujiharu,single,OLYMPICS,0
5377,68031,1337,"Olympics, 2016",Japan vs Colombia,08-07-2016,Colombia,CO,2016,SUCCESS,Cristian Bonilla,780000,False,Only Before,False,Cristian Bonilla,Cristian Bonilla,single,OLYMPICS,0
5378,68032,1337,"Olympics, 2016",Japan vs Colombia,08-07-2016,Colombia,CO,2016,SUCCESS,Kevin Balanta,0,False,Only Before,False,Kevin Balanta,Kevin Balanta,single,OLYMPICS,0
5379,68033,1338,"Olympics, 2016",Japan vs Sweden,08-10-2016,Sweden,SE,2016,SUCCESS,Adam Lundqvist,120000,False,Only Before,False,Adam Lundqvist,Adam Lundqvist,single,OLYMPICS,0
