,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New,Market Value New
52,1351,"Olympics, 2016",Algeria vs Portugal,2016-08-10,Portugal,PT,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Paulo Henrique,Paulo Henrique,Olympic,Done,250000
53,1351,"Olympics, 2016",Algeria vs Portugal,2016-08-10,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Tomás Podstawski,Olympic,Done,0
54,1351,"Olympics, 2016",Algeria vs Portugal,2016-08-10,Portugal,PT,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Pité,Pité,Olympic,Done,350000
55,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Tobias Figueiredo,Olympic,Done,0
56,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Tomás Podstawski,Olympic,Done,0
57,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Fernando Fonseca,Fernando Fonseca,Olympic,Done,650000
58,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Salvador Agra,Olympic,Done,0
59,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Germany,DE,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Jeremy Toljan,Jeremy Toljan,Olympic,Done,3500000
60,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Germany,DE,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Davie Selke,Olympic,Done,0
61,1355,"Olympics, 2016",Brazil vs Colombia,2016-08-13,Colombia,CO,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Dorlan Pabón,Olympic,Done,0
