,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
188,188,31782,916,1099,"Euros 2024, Qualifiers",Iceland vs Liechtenstein,16.10.23,Liechtenstein,LI,2023,SUCCESS,"['Marco Marxer', 'Martin Marxer']",0.0,False,Large Dataset said 0,False,Martin Marxer,M Marxer,multiple,Done
189,189,32023,57,2328,"World Cup Qualifiers, Asia, 2018",Kyrgyzstan vs Bangladesh,13-10-2015,Bangladesh,BD,2015,SUCCESS,"['Raihan Hasan', 'Robiul Hasan']",0.0,False,Large Dataset said 0,False,Raihan Hasan,R Hasan,multiple,Done
190,190,32027,61,2328,"World Cup Qualifiers, Asia, 2018",Kyrgyzstan vs Bangladesh,13-10-2015,Bangladesh,BD,2015,SUCCESS,"['Monaem Raju Khan', 'Mamun Khan', 'Md Rahbar Wahed Khan']",0.0,False,Large Dataset said 0,False,Monaem Raju Khan,M Khan,multiple,Done
191,191,32153,187,2334,"World Cup Qualifiers, Asia, 2018",Jordan vs Bangladesh,24-03-2016,Bangladesh,BD,2016,SUCCESS,"['Ashraful Rana', 'Alamgir Kabir Rana']",0.0,False,Large Dataset said 0,False,Ashraful Rana,A Rana,multiple,Done
192,192,32154,188,2334,"World Cup Qualifiers, Asia, 2018",Jordan vs Bangladesh,24-03-2016,Bangladesh,BD,2016,SUCCESS,"['Raihan Hasan', 'Robiul Hasan']",0.0,False,Large Dataset said 0,False,Raihan Hasan,R Hasan,multiple,Done
193,193,32211,245,2337,"World Cup Qualifiers, Asia, 2018",Bhutan vs Maldives,08-10-2015,Bhutan,BT,2015,SUCCESS,"['Kinley Wangchuk', 'Kinga Wangchuk']",0.0,False,Large Dataset said 0,False,Kinley Wangchuk,K Wangchuk,multiple,Done
194,194,32221,255,2337,"World Cup Qualifiers, Asia, 2018",Bhutan vs Maldives,08-10-2015,Maldives,MV,2015,SUCCESS,"['Shafiu Ahmed', 'Shamweel Qasim', 'Hussain Shareef', 'Mohamed Shafeeu', 'Labaan Shareef', 'Ali Shamal Abdulla', 'Ali Shamis']",0.0,False,Large Dataset said 0,False,Shafiu Ahmed,Sha,multiple,Done
195,195,32229,263,2337,"World Cup Qualifiers, Asia, 2018",Bhutan vs Maldives,08-10-2015,Maldives,MV,2015,SUCCESS,"['Fayaz Abdulla', 'Azzam Abdulla', 'Ahmed Abdulla']",0.0,False,Large Dataset said 0,False,Ahmed Abdulla,Assadhulla Abdulla,multiple,Done
196,196,32255,289,2339,"World Cup Qualifiers, Asia, 2018",Bhutan vs China PR,16-06-2015,Bhutan,BT,2015,SUCCESS,"['Kinley Wangchuk', 'Kinga Wangchuk']",0.0,False,Large Dataset said 0,False,Kinley Wangchuk,K Wangchuk,multiple,Done
197,197,32397,431,2345,"World Cup Qualifiers, Asia, 2018",China PR vs Maldives,24-03-2016,Maldives,MV,2016,SUCCESS,"['Shafiu Ahmed', 'Shamweel Qasim', 'Hussain Shareef', 'Mohamed Shafeeu', 'Labaan Shareef', 'Ali Shamal Abdulla', 'Ali Shamis']",0.0,False,Large Dataset said 0,False,Shafiu Ahmed,Sha,multiple,Done
198,198,32524,558,2351,"World Cup Qualifiers, Asia, 2018",Cambodia vs Singapore,11-06-2015,Cambodia,KH,2015,SUCCESS,"['Sun Sopanha', 'Sok Heang']",0.0,False,Large Dataset said 0,False,Veasna Soun,Soun Veasna,multiple,Done
199,199,32599,633,2354,"World Cup Qualifiers, Asia, 2018",South Korea vs Myanmar,12-11-2015,Myanmar,MM,2015,SUCCESS,"['Thein Naing Oo', 'Thau Htet Paing', 'Than Paing']",0.0,False,Large Dataset said 0,False,Thet Naing,Thet Naing,multiple,Done
200,200,33026,1060,2374,"World Cup Qualifiers, Asia, 2018",Vietnam vs Thailand,13-10-2015,Vietnam,VN,2015,SUCCESS,"['Nguyen Manh Tran', 'Tien Thanh Dinh', 'Xuan Thanh Nguyen']",0.0,False,Large Dataset said 0,False,Tien Thanh Dinh,Nguyn Thanh Hin,multiple,Done
201,201,33027,1061,2374,"World Cup Qualifiers, Asia, 2018",Vietnam vs Thailand,13-10-2015,Vietnam,VN,2015,SUCCESS,"['Hai Huy Nguyen', 'Hai Anh Nguyen']",0.0,False,Large Dataset said 0,False,Huy Hung Nguyen,H Nguyn,multiple,Done
202,202,33083,17,4046,"World Cup 2018, Qualifiers, CONCACAF",Honduras vs Panama,11-Nov-16,Panama,PA,2016,SUCCESS,"['Alberto Quintero', 'Cristian Quintero']",0.0,False,Large Dataset said 0,False,Alberto Quintero,Quintero,multiple,Done
203,203,33184,118,4051,"World Cup 2018, Qualifiers, CONCACAF",Panama vs Mexico,15-Nov-16,Panama,PA,2016,SUCCESS,"['Alberto Quintero', 'Cristian Quintero']",0.0,False,Large Dataset said 0,False,Alberto Quintero,Quintero,multiple,Done
204,204,33348,282,4058,"World Cup 2018, Qualifiers, CONCACAF",USA vs Trinidad and Tobago,08-Jun-17,Trinidad and Tobago,TT,2017,SUCCESS,"['Nathan Lewis', 'Makesi Lewis', 'Darius Lewis']",0.0,False,Large Dataset said 0,False,Nathan Lewis,Lewis,multiple,Done
205,205,33386,320,4060,"World Cup 2018, Qualifiers, CONCACAF",Mexico vs Honduras,08-Jun-17,Honduras,HN,2017,SUCCESS,"['Wilmer Crisanto', 'Félix Crisanto']",0.0,False,Large Dataset said 0,False,Félix Crisanto,Crisanto,multiple,Done
206,206,33458,392,4063,"World Cup 2018, Qualifiers, CONCACAF",Costa Rica vs Trinidad and Tobago,13-Jun-17,Trinidad and Tobago,TT,2017,SUCCESS,"['Nathan Lewis', 'Makesi Lewis', 'Darius Lewis']",0.0,False,Large Dataset said 0,False,Nathan Lewis,Lewis,multiple,Done
207,207,33496,430,4065,"World Cup 2018, Qualifiers, CONCACAF",Trinidad and Tobago vs Honduras,01-Sep-17,Honduras,HN,2017,SUCCESS,"['Wilmer Crisanto', 'Félix Crisanto']",0.0,False,Large Dataset said 0,False,Félix Crisanto,Crisanto,multiple,Done
208,208,33590,524,4069,"World Cup 2018, Qualifiers, CONCACAF",Panama vs Trinidad and Tobago,05-Sep-17,Trinidad and Tobago,TT,2017,SUCCESS,"['Nathan Lewis', 'Makesi Lewis', 'Darius Lewis']",0.0,False,Large Dataset said 0,False,Nathan Lewis,Lewis,multiple,Done
209,209,33632,566,4071,"World Cup 2018, Qualifiers, CONCACAF",Mexico vs Trinidad and Tobago,06-Oct-17,Trinidad and Tobago,TT,2017,SUCCESS,"['Nathan Lewis', 'Makesi Lewis', 'Darius Lewis']",0.0,False,Large Dataset said 0,False,Nathan Lewis,Lewis,multiple,Done
210,210,33709,643,4075,"World Cup 2018, Qualifiers, CONCACAF",Trinidad and Tobago vs USA,10-Oct-17,Trinidad and Tobago,TT,2017,SUCCESS,"['Nathan Lewis', 'Makesi Lewis', 'Darius Lewis']",0.0,False,Large Dataset said 0,False,Nathan Lewis,Lewis,multiple,Done
211,211,33755,689,4078,"World Cup 2022, Qualifiers, CONCACAF",Antigua and Barbuda vs Montserrat,24-Mar-21,Antigua and Barbuda,AG,2021,SUCCESS,"['Rakeem Henry', 'Denie Henry']",0.0,False,Large Dataset said 0,False,Denie Henry,Henry,multiple,Done
212,212,33756,690,4078,"World Cup 2022, Qualifiers, CONCACAF",Antigua and Barbuda vs Montserrat,24-Mar-21,Antigua and Barbuda,AG,2021,SUCCESS,"['Okeem Challenger', 'Kendukar Challenger']",0.0,False,Large Dataset said 0,False,Kendukar Challenger,Challenger,multiple,Done
213,213,33785,719,4079,"World Cup 2022, Qualifiers, CONCACAF",Suriname vs Cayman Islands,24-Mar-21,Cayman Islands,KY,2021,SUCCESS,"['Wesley Robinson', 'Raheem Robinson']",0.0,False,Large Dataset said 0,False,Wesley Robinson,Robinson,multiple,Done
214,214,33787,721,4079,"World Cup 2022, Qualifiers, CONCACAF",Suriname vs Cayman Islands,24-Mar-21,Cayman Islands,KY,2021,SUCCESS,"['Tyler Lee', 'David Lee']",0.0,False,Large Dataset said 0,False,Tyler Lee,Lee,multiple,Done
215,215,33803,737,4080,"World Cup 2022, Qualifiers, CONCACAF",Dominican Republic vs Dominica,24-Mar-21,Dominica,DM,2021,SUCCESS,"['Glenson Prince', 'Hubert Prince', 'Joslyn Prince', 'Joel Prince']",0.0,False,Large Dataset said 0,False,Glenson Prince,Prince,multiple,Done
216,216,33807,741,4080,"World Cup 2022, Qualifiers, CONCACAF",Dominican Republic vs Dominica,24-Mar-21,Dominica,DM,2021,SUCCESS,"['Davorn George', 'Javid George']",0.0,False,Large Dataset said 0,False,Javid George,George,multiple,Done
217,217,33840,774,4082,"World Cup 2022, Qualifiers, CONCACAF",Saint Kitts and Nevis vs Puerto Rico,24-Mar-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Gerard Williams', 'Petrez Williams', 'Tiquanny Williams']",0.0,False,Large Dataset said 0,False,Gerard Williams,Williams,multiple,Done
218,218,33841,775,4082,"World Cup 2022, Qualifiers, CONCACAF",Saint Kitts and Nevis vs Puerto Rico,24-Mar-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Orlando Mitchum', 'Kareem Mitchum', 'Clyde Mitchum', 'Yohannes Mitchum']",0.0,False,Large Dataset said 0,False,Yohannes Mitchum,Mitchum,multiple,Done
219,219,33869,803,4083,"World Cup 2022, Qualifiers, CONCACAF",Haiti vs Belize,25-Mar-21,Belize,BZ,2021,SUCCESS,"['Woodrow West', 'Clifton West']",0.0,False,Large Dataset said 0,False,Woodrow West,West,multiple,Done
220,220,33923,857,4085,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Grenada,25-Mar-21,Grenada,GD,2021,SUCCESS,"['Kairo Mitchell', 'Shani Mitchell', 'Simeon Mitchell']",0.0,False,Large Dataset said 0,False,Kairo Mitchell,Mitchell,multiple,Done
221,221,33939,873,4086,"World Cup 2022, Qualifiers, CONCACAF",Canada vs Bermuda,25-Mar-21,Bermuda,BM,2021,SUCCESS,"['Jair Minors', 'Calon Minors']",0.0,False,Large Dataset said 0,False,Calon Minors,Minors,multiple,Done
222,222,33941,875,4086,"World Cup 2022, Qualifiers, CONCACAF",Canada vs Bermuda,25-Mar-21,Bermuda,BM,2021,SUCCESS,"['Roger Lee', 'Jason Lee', 'Zakiyah Lee']",0.0,False,Large Dataset said 0,False,Roger Lee,Lee,multiple,Done
223,223,33942,876,4086,"World Cup 2022, Qualifiers, CONCACAF",Canada vs Bermuda,25-Mar-21,Bermuda,BM,2021,SUCCESS,"['Lejaun Simmons', 'Angelo Simmons']",0.0,False,Large Dataset said 0,False,Lejaun Simmons,Simmons,multiple,Done
224,224,33983,917,4088,"World Cup 2022, Qualifiers, CONCACAF",Panama vs Barbados,25-Mar-21,Barbados,BB,2021,SUCCESS,"['Rashad Smith', 'Terence Smith']",0.0,False,Large Dataset said 0,False,Rashad Smith,Smith,multiple,Done
225,225,33984,918,4088,"World Cup 2022, Qualifiers, CONCACAF",Panama vs Barbados,25-Mar-21,Barbados,BB,2021,SUCCESS,"['Hadan Holligan', 'Keymar Holligan']",0.0,False,Large Dataset said 0,False,Hadan Holligan,Holligan,multiple,Done
226,226,33993,927,4089,"World Cup 2022, Qualifiers, CONCACAF",Anguilla vs Dominican Republic,27-Mar-21,Anguilla,AI,2021,SUCCESS,"['Glenford Hughes', 'Germain Hughes']",0.0,False,Large Dataset said 0,False,Germain Hughes,Hughes,multiple,Done
227,227,33994,928,4089,"World Cup 2022, Qualifiers, CONCACAF",Anguilla vs Dominican Republic,27-Mar-21,Anguilla,AI,2021,SUCCESS,"['Codero Lake', 'Keivois Lake', 'Tyrique Lake']",0.0,False,Large Dataset said 0,False,Tyrique Lake,Lake,multiple,Done
228,228,33996,930,4089,"World Cup 2022, Qualifiers, CONCACAF",Anguilla vs Dominican Republic,27-Mar-21,Anguilla,AI,2021,SUCCESS,"['Jurvone Duncan', 'Kian Duncan']",0.0,False,Large Dataset said 0,False,Kian Duncan,Duncan,multiple,Done
229,229,33999,933,4089,"World Cup 2022, Qualifiers, CONCACAF",Anguilla vs Dominican Republic,27-Mar-21,Anguilla,AI,2021,SUCCESS,"['Khalid Brooks', 'Javille Brooks', 'Micah Brooks', 'Keante Brooks']",0.0,False,Large Dataset said 0,False,Javille Brooks,Brooks,multiple,Done
230,230,34027,961,4090,"World Cup 2022, Qualifiers, CONCACAF",US Virgin Islands vs Antigua and Barbuda,27-Mar-21,Antigua and Barbuda,AG,2021,SUCCESS,"['Rakeem Henry', 'Denie Henry']",0.0,False,Large Dataset said 0,False,Denie Henry,Henry,multiple,Done
231,231,34028,962,4090,"World Cup 2022, Qualifiers, CONCACAF",US Virgin Islands vs Antigua and Barbuda,27-Mar-21,Antigua and Barbuda,AG,2021,SUCCESS,"['Okeem Challenger', 'Kendukar Challenger']",0.0,False,Large Dataset said 0,False,Kendukar Challenger,Challenger,multiple,Done
232,232,34033,967,4090,"World Cup 2022, Qualifiers, CONCACAF",US Virgin Islands vs Antigua and Barbuda,27-Mar-21,Antigua and Barbuda,AG,2021,SUCCESS,"['Jamoy Stevens', 'Jamol Stevens', 'Jamarlie Stevens', 'Javorn Stevens']",0.0,False,Large Dataset said 0,False,Javorn Stevens,Stevens,multiple,Done
233,233,34068,1002,4092,"World Cup 2022, Qualifiers, CONCACAF",Bahamas vs Saint Kitts and Nevis,27-Mar-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Hasani Flemming', 'Dennis Flemming', 'Ordell Flemming']",0.0,False,Large Dataset said 0,False,Ordell Flemming,Flemming,multiple,Done
234,234,34071,1005,4092,"World Cup 2022, Qualifiers, CONCACAF",Bahamas vs Saint Kitts and Nevis,27-Mar-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Gerard Williams', 'Petrez Williams', 'Tiquanny Williams']",0.0,False,Large Dataset said 0,False,Gerard Williams,Williams,multiple,Done
235,235,34072,1006,4092,"World Cup 2022, Qualifiers, CONCACAF",Bahamas vs Saint Kitts and Nevis,27-Mar-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Orlando Mitchum', 'Kareem Mitchum', 'Clyde Mitchum', 'Yohannes Mitchum']",0.0,False,Large Dataset said 0,False,Yohannes Mitchum,Mitchum,multiple,Done
236,236,34078,1012,4093,"World Cup 2022, Qualifiers, CONCACAF",Aruba vs Suriname,27-Mar-21,Aruba,AW,2021,SUCCESS,"['Eric Abdul', 'David Abdul']",0.0,False,Large Dataset said 0,False,Eric Abdul,Abdul,multiple,Done
237,237,34081,1015,4093,"World Cup 2022, Qualifiers, CONCACAF",Aruba vs Suriname,27-Mar-21,Aruba,AW,2021,SUCCESS,"['Francois Croes', 'Luis Carlos Croes', 'Liomar Croes', 'Glenbert Croes', 'Ericson Croes']",0.0,False,Large Dataset said 0,False,"['Francois Croes', 'Ericson Croes']",Croes,multiple,Multi
238,238,34382,282,2944,"World Cup Qualifiers, Europe, 2018",Czech Republic vs San Marino,08-10-2017,San Marino,SM,2017,SUCCESS,"['Manuel Battistini', 'Michael Battistini']",0.0,False,Large Dataset said 0,False,Michael Battistini,M Battistini,multiple,Done
239,239,34885,785,2967,"World Cup Qualifiers, Europe, 2018",Norway vs San Marino,11-10-2016,San Marino,SM,2016,SUCCESS,"['Alessandro Della Valle', 'Alex Della Valle']",0.0,False,Large Dataset said 0,False,Alessandro Della Valle,A Della Valle,multiple,Done
240,240,37159,859,2920,"World Cup Qualifiers, Europe, 2014",San Marino vs Poland,10-09-2013,San Marino,SM,2013,SUCCESS,"['Alessandro Della Valle', 'Alex Della Valle']",0.0,False,Large Dataset said 0,False,Alessandro Della Valle,A Della Valle,multiple,Done
241,241,37291,991,2926,"World Cup Qualifiers, Europe, 2014",San Marino vs Ukraine,15-10-2013,San Marino,SM,2013,SUCCESS,"['Alessandro Della Valle', 'Alex Della Valle']",0.0,False,Large Dataset said 0,False,"['Alessandro Della Valle', 'Alex Della Valle']",A Della Valle,multiple,Multi
242,242,37455,55,4099,"World Cup 2022, Qualifiers, CONCACAF",Montserrat vs El Salvador,28-Mar-21,El Salvador,SV,2021,SUCCESS,"['Benjí Villalobos', 'Rómulo Villalobos']",0.0,False,Large Dataset said 0,False,Benjí Villalobos,Villalobos,multiple,Done
243,243,37461,61,4099,"World Cup 2022, Qualifiers, CONCACAF",Montserrat vs El Salvador,28-Mar-21,El Salvador,SV,2021,SUCCESS,"['Rodrigo Rivera', 'Josué Rivera', 'Erick Rivera']",0.0,False,Large Dataset said 0,False,Rodrigo Rivera,Rivera,multiple,Done
244,244,37470,70,4100,"World Cup 2022, Qualifiers, CONCACAF",Cayman Islands vs Canada,29-Mar-21,Cayman Islands,KY,2021,SUCCESS,"['Tyler Lee', 'David Lee']",0.0,False,Large Dataset said 0,False,Tyler Lee,Lee,multiple,Done
245,245,37471,71,4100,"World Cup 2022, Qualifiers, CONCACAF",Cayman Islands vs Canada,29-Mar-21,Cayman Islands,KY,2021,SUCCESS,"['Wesley Robinson', 'Raheem Robinson']",0.0,False,Large Dataset said 0,False,Wesley Robinson,Robinson,multiple,Done
246,246,37488,88,4101,"World Cup 2022, Qualifiers, CONCACAF",Belize vs Turks and Caicos Iss,30-Mar-21,Belize,BZ,2021,SUCCESS,"['Woodrow West', 'Clifton West']",0.0,False,Large Dataset said 0,False,Woodrow West,West,multiple,Done
247,247,37534,134,4103,"World Cup 2022, Qualifiers, CONCACAF",Bermuda vs Aruba,30-Mar-21,Bermuda,BM,2021,SUCCESS,"['Jair Minors', 'Calon Minors']",0.0,False,Large Dataset said 0,False,Calon Minors,Minors,multiple,Done
248,248,37537,137,4103,"World Cup 2022, Qualifiers, CONCACAF",Bermuda vs Aruba,30-Mar-21,Bermuda,BM,2021,SUCCESS,"['Roger Lee', 'Jason Lee', 'Zakiyah Lee']",0.0,False,Large Dataset said 0,False,Roger Lee,Lee,multiple,Done
249,249,37538,138,4103,"World Cup 2022, Qualifiers, CONCACAF",Bermuda vs Aruba,30-Mar-21,Bermuda,BM,2021,SUCCESS,"['Lejaun Simmons', 'Angelo Simmons']",0.0,False,Large Dataset said 0,False,Lejaun Simmons,Simmons,multiple,Done
250,250,37540,140,4103,"World Cup 2022, Qualifiers, CONCACAF",Bermuda vs Aruba,30-Mar-21,Bermuda,BM,2021,SUCCESS,"['Keishen Bean', 'Keishon Bean', 'Jai Bean']",0.0,False,Large Dataset said 0,False,Keishon Bean,Bean,multiple,Done
251,251,37542,142,4103,"World Cup 2022, Qualifiers, CONCACAF",Bermuda vs Aruba,30-Mar-21,Bermuda,BM,2021,SUCCESS,"['Azende Furbert', 'Jahkari Furbert', 'Nathan Furbert']",0.0,False,Large Dataset said 0,False,Jahkari Furbert,Furbert,multiple,Done
252,252,37543,143,4103,"World Cup 2022, Qualifiers, CONCACAF",Bermuda vs Aruba,30-Mar-21,Aruba,AW,2021,SUCCESS,"['Eric Abdul', 'David Abdul']",0.0,False,Large Dataset said 0,False,Eric Abdul,Abdul,multiple,Done
253,253,37546,146,4103,"World Cup 2022, Qualifiers, CONCACAF",Bermuda vs Aruba,30-Mar-21,Aruba,AW,2021,SUCCESS,"['Francois Croes', 'Luis Carlos Croes', 'Liomar Croes', 'Glenbert Croes', 'Ericson Croes']",0.0,False,Large Dataset said 0,False,"['Francois Croes', 'Ericson Croes']",Croes,multiple,Multi
254,254,37547,147,4103,"World Cup 2022, Qualifiers, CONCACAF",Bermuda vs Aruba,30-Mar-21,Aruba,AW,2021,SUCCESS,"['Francois Croes', 'Luis Carlos Croes', 'Liomar Croes', 'Glenbert Croes', 'Ericson Croes']",0.0,False,Large Dataset said 0,False,"['Francois Croes', 'Ericson Croes']",Croes,multiple,Multi
255,255,37556,156,4104,"World Cup 2022, Qualifiers, CONCACAF",Barbados vs Anguilla,30-Mar-21,Barbados,BB,2021,SUCCESS,"['Rashad Smith', 'Terence Smith']",0.0,False,Large Dataset said 0,False,Rashad Smith,Smith,multiple,Done
256,256,37560,160,4104,"World Cup 2022, Qualifiers, CONCACAF",Barbados vs Anguilla,30-Mar-21,Barbados,BB,2021,SUCCESS,"['Hadan Holligan', 'Keymar Holligan']",0.0,False,Large Dataset said 0,False,Hadan Holligan,Holligan,multiple,Done
257,257,37568,168,4104,"World Cup 2022, Qualifiers, CONCACAF",Barbados vs Anguilla,30-Mar-21,Anguilla,AI,2021,SUCCESS,"['Khalid Brooks', 'Javille Brooks', 'Micah Brooks', 'Keante Brooks']",0.0,False,Large Dataset said 0,False,Javille Brooks,Brooks,multiple,Done
258,258,37569,169,4104,"World Cup 2022, Qualifiers, CONCACAF",Barbados vs Anguilla,30-Mar-21,Anguilla,AI,2021,SUCCESS,"['Codero Lake', 'Keivois Lake', 'Tyrique Lake']",0.0,False,Large Dataset said 0,False,Tyrique Lake,Lake,multiple,Done
259,259,37570,170,4104,"World Cup 2022, Qualifiers, CONCACAF",Barbados vs Anguilla,30-Mar-21,Anguilla,AI,2021,SUCCESS,"['Jurvone Duncan', 'Kian Duncan']",0.0,False,Large Dataset said 0,False,Kian Duncan,Duncan,multiple,Done
260,260,37572,172,4104,"World Cup 2022, Qualifiers, CONCACAF",Barbados vs Anguilla,30-Mar-21,Anguilla,AI,2021,SUCCESS,"['Glenford Hughes', 'Germain Hughes']",0.0,False,Large Dataset said 0,False,Germain Hughes,Hughes,multiple,Done
261,261,37584,184,4105,"World Cup 2022, Qualifiers, CONCACAF",Saint Vincent and the Grenadines vs British Virgin Islands,30-Mar-21,Saint Vincent and the Grenadines,VC,2021,SUCCESS,"['Marcus Williams', 'Edison Williams', 'Akeem Williams', 'Kurtlon Williams', 'Mekeal Williams']",0.0,False,Large Dataset said 0,False,"['Akeem Williams', 'Kurtlon Williams']",Williams,multiple,Multi
262,262,37642,242,4108,"World Cup 2022, Qualifiers, CONCACAF",Dominica vs Anguilla,02-Jun-21,Dominica,DM,2021,SUCCESS,"['Glenson Prince', 'Hubert Prince', 'Joslyn Prince', 'Joel Prince']",0.0,False,Large Dataset said 0,False,Glenson Prince,Prince,multiple,Done
263,263,37648,248,4108,"World Cup 2022, Qualifiers, CONCACAF",Dominica vs Anguilla,02-Jun-21,Dominica,DM,2021,SUCCESS,"['Davorn George', 'Javid George']",0.0,False,Large Dataset said 0,False,Javid George,George,multiple,Done
264,264,37656,256,4108,"World Cup 2022, Qualifiers, CONCACAF",Dominica vs Anguilla,02-Jun-21,Anguilla,AI,2021,SUCCESS,"['Codero Lake', 'Keivois Lake', 'Tyrique Lake']",0.0,False,Large Dataset said 0,False,Tyrique Lake,Lake,multiple,Done
265,265,37657,257,4108,"World Cup 2022, Qualifiers, CONCACAF",Dominica vs Anguilla,02-Jun-21,Anguilla,AI,2021,SUCCESS,"['Jurvone Duncan', 'Kian Duncan']",0.0,False,Large Dataset said 0,False,Kian Duncan,Duncan,multiple,Done
266,266,37658,258,4108,"World Cup 2022, Qualifiers, CONCACAF",Dominica vs Anguilla,02-Jun-21,Anguilla,AI,2021,SUCCESS,"['Glenford Hughes', 'Germain Hughes']",0.0,False,Large Dataset said 0,False,Germain Hughes,Hughes,multiple,Done
267,267,37662,262,4108,"World Cup 2022, Qualifiers, CONCACAF",Dominica vs Anguilla,02-Jun-21,Anguilla,AI,2021,SUCCESS,"['Khalid Brooks', 'Javille Brooks', 'Micah Brooks', 'Keante Brooks']",0.0,False,Large Dataset said 0,False,Javille Brooks,Brooks,multiple,Done
268,268,37663,263,4108,"World Cup 2022, Qualifiers, CONCACAF",Dominica vs Anguilla,02-Jun-21,Anguilla,AI,2021,SUCCESS,"['Kyle Lake-Bryan', 'Kieron Lake-Bryan']",0.0,False,Large Dataset said 0,False,Kyle Lake-Bryan,Lake-Bryan,multiple,Done
269,269,37694,294,4110,"World Cup 2022, Qualifiers, CONCACAF",Montserrat vs US Virgin Islands,02-Jun-21,Montserrat,MS,2021,SUCCESS,"[""D'Andre Willock"", 'Marshall Willock', 'Matty Willock']",0.0,False,Large Dataset said 0,False,Matty Willock,Willock,multiple,Done
270,270,37710,310,4111,"World Cup 2022, Qualifiers, CONCACAF",Cayman Islands vs Aruba,02-Jun-21,Cayman Islands,KY,2021,SUCCESS,"['Jabari Campbell', 'Joshwa Campbell']",0.0,False,Large Dataset said 0,False,Jabari Campbell,Campbell,multiple,Done
271,271,37711,311,4111,"World Cup 2022, Qualifiers, CONCACAF",Cayman Islands vs Aruba,02-Jun-21,Cayman Islands,KY,2021,SUCCESS,"['Wesley Robinson', 'Raheem Robinson']",0.0,False,Large Dataset said 0,False,Wesley Robinson,Robinson,multiple,Done
272,272,37716,316,4111,"World Cup 2022, Qualifiers, CONCACAF",Cayman Islands vs Aruba,02-Jun-21,Cayman Islands,KY,2021,SUCCESS,"['Kevin Foster', 'Kareem Foster']",0.0,False,Large Dataset said 0,False,Kareem Foster,Foster,multiple,Done
273,273,37719,319,4111,"World Cup 2022, Qualifiers, CONCACAF",Cayman Islands vs Aruba,02-Jun-21,Aruba,AW,2021,SUCCESS,"['Eric Abdul', 'David Abdul']",0.0,False,Large Dataset said 0,False,Eric Abdul,Abdul,multiple,Done
274,274,37745,345,4112,"World Cup 2022, Qualifiers, CONCACAF",Puerto Rico vs Bahamas,02-Jun-21,Bahamas,BS,2021,SUCCESS,"['Chadwick Russell', 'Logan Russell', 'Daylan Russell']",0.0,False,Large Dataset said 0,False,Logan Russell,Russell,multiple,Done
275,275,37758,358,4113,"World Cup 2022, Qualifiers, CONCACAF",Antigua and Barbuda vs Grenada,04-Jun-21,Antigua and Barbuda,AG,2021,SUCCESS,"['Okeem Challenger', 'Kendukar Challenger']",0.0,False,Large Dataset said 0,False,Kendukar Challenger,Challenger,multiple,Done
276,276,37765,365,4113,"World Cup 2022, Qualifiers, CONCACAF",Antigua and Barbuda vs Grenada,04-Jun-21,Grenada,GD,2021,SUCCESS,"['Kwasi Paul', 'Kwesi Paul']",0.0,False,Large Dataset said 0,False,Kwasi Paul,Paul,multiple,Done
277,277,37791,391,4114,"World Cup 2022, Qualifiers, CONCACAF",Guatemala vs Saint Vincent and the Grenadines,04-Jun-21,Saint Vincent and the Grenadines,VC,2021,SUCCESS,"['Marcus Williams', 'Edison Williams', 'Akeem Williams', 'Kurtlon Williams', 'Mekeal Williams']",0.0,False,Large Dataset said 0,False,Kurtlon Williams,Williams,multiple,Done
278,278,37792,392,4114,"World Cup 2022, Qualifiers, CONCACAF",Guatemala vs Saint Vincent and the Grenadines,04-Jun-21,Saint Vincent and the Grenadines,VC,2021,SUCCESS,"['Kevin Francis', 'Damal Francis', 'Gidson Francis']",0.0,False,Large Dataset said 0,False,Gidson Francis,Francis,multiple,Done
279,279,37793,393,4114,"World Cup 2022, Qualifiers, CONCACAF",Guatemala vs Saint Vincent and the Grenadines,04-Jun-21,Saint Vincent and the Grenadines,VC,2021,SUCCESS,"['Roy Richards', 'Brad Richards']",0.0,False,Large Dataset said 0,False,Brad Richards,Richards,multiple,Done
280,280,37798,398,4115,"World Cup 2022, Qualifiers, CONCACAF",Saint Kitts and Nevis vs Guyana,04-Jun-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Gerard Williams', 'Petrez Williams', 'Tiquanny Williams']",0.0,False,Large Dataset said 0,False,Gerard Williams,Williams,multiple,Done
281,281,37813,413,4115,"World Cup 2022, Qualifiers, CONCACAF",Saint Kitts and Nevis vs Guyana,04-Jun-21,Guyana,GY,2021,SUCCESS,"['Daniel Wilson', 'Marcus Wilson']",0.0,False,Large Dataset said 0,False,Daniel Wilson,Wilson,multiple,Done
